language,noun,color,size,case,count_index,surface
en,0,1,3,plural,3,five old blue dogs
en,0,1,3,plural,4,six old blue dogs
en,0,1,3,plural,5,seven old blue dogs
en,0,1,3,plural,6,eight old blue dogs
en,0,2,0,nom,,the small green dog
en,0,2,0,acc,,the small green dog
en,0,2,0,dat,,the small green dog
en,0,2,0,plural,0,two small green dogs
en,0,2,0,plural,1,three small green dogs
en,0,2,0,plural,2,four small green dogs
en,0,2,0,plural,3,five small green dogs
en,0,2,0,plural,4,six small green dogs
en,0,2,0,plural,5,seven small green dogs
en,0,2,0,plural,6,eight small green dogs
en,0,2,1,nom,,the large green dog
en,0,2,1,acc,,the large green dog
en,0,2,1,dat,,the large green dog
en,0,2,1,plural,0,two large green dogs
en,0,2,1,plural,1,three large green dogs
en,0,2,1,plural,2,four large green dogs
en,0,2,1,plural,3,five large green dogs
en,0,2,1,plural,4,six large green dogs
en,0,2,1,plural,5,seven large green dogs
en,0,2,1,plural,6,eight large green dogs
en,0,2,2,nom,,the young green dog
en,0,2,2,acc,,the young green dog
en,0,2,2,dat,,the young green dog
en,0,2,2,plural,0,two young green dogs
en,0,2,2,plural,1,three young green dogs
en,0,2,2,plural,2,four young green dogs
en,0,2,2,plural,3,five young green dogs
en,0,2,2,plural,4,six young green dogs
en,0,2,2,plural,5,seven young green dogs
en,0,2,2,plural,6,eight young green dogs
en,0,2,3,nom,,the old green dog
en,0,2,3,acc,,the old green dog
en,0,2,3,dat,,the old green dog
en,0,2,3,plural,0,two old green dogs
en,0,2,3,plural,1,three old green dogs
en,0,2,3,plural,2,four old green dogs
en,0,2,3,plural,3,five old green dogs
en,0,2,3,plural,4,six old green dogs
en,0,2,3,plural,5,seven old green dogs
en,0,2,3,plural,6,eight old green dogs
en,0,3,0,nom,,the small yellow dog
en,0,3,0,acc,,the small yellow dog
en,0,3,0,dat,,the small yellow dog
en,0,3,0,plural,0,two small yellow dogs
en,0,3,0,plural,1,three small yellow dogs
en,0,3,0,plural,2,four small yellow dogs
en,0,3,0,plural,3,five small yellow dogs
en,0,3,0,plural,4,six small yellow dogs
en,0,3,0,plural,5,seven small yellow dogs
en,0,3,0,plural,6,eight small yellow dogs
en,0,3,1,nom,,the large yellow dog
en,0,3,1,acc,,the large yellow dog
en,0,3,1,dat,,the large yellow dog
en,0,3,1,plural,0,two large yellow dogs
en,0,3,1,plural,1,three large yellow dogs
en,0,3,1,plural,2,four large yellow dogs
en,0,3,1,plural,3,five large yellow dogs
en,0,3,1,plural,4,six large yellow dogs
en,0,3,1,plural,5,seven large yellow dogs
en,0,3,1,plural,6,eight large yellow dogs
en,0,3,2,nom,,the young yellow dog
en,0,3,2,acc,,the young yellow dog
en,0,3,2,dat,,the young yellow dog
en,0,3,2,plural,0,two young yellow dogs
en,0,3,2,plural,1,three young yellow dogs
en,0,3,2,plural,2,four young yellow dogs
en,0,3,2,plural,3,five young yellow dogs
en,0,3,2,plural,4,six young yellow dogs
en,0,3,2,plural,5,seven young yellow dogs
en,0,3,2,plural,6,eight young yellow dogs
en,0,3,3,nom,,the old yellow dog
en,0,3,3,acc,,the old yellow dog
en,0,3,3,dat,,the old yellow dog
en,0,3,3,plural,0,two old yellow dogs
en,0,3,3,plural,1,three old yellow dogs
en,0,3,3,plural,2,four old yellow dogs
en,0,3,3,plural,3,five old yellow dogs
en,0,3,3,plural,4,six old yellow dogs
en,0,3,3,plural,5,seven old yellow dogs
en,0,3,3,plural,6,eight old yellow dogs
en,0,4,0,nom,,the small black dog
en,0,4,0,acc,,the small black dog
en,0,4,0,dat,,the small black dog
en,0,4,0,plural,0,two small black dogs
en,0,4,0,plural,1,three small black dogs
en,0,4,0,plural,2,four small black dogs
en,0,4,0,plural,3,five small black dogs
en,0,4,0,plural,4,six small black dogs
en,0,4,0,plural,5,seven small black dogs
en,0,4,0,plural,6,eight small black dogs
en,0,4,1,nom,,the large black dog
en,0,4,1,acc,,the large black dog
en,0,4,1,dat,,the large black dog
en,0,4,1,plural,0,two large black dogs
en,0,4,1,plural,1,three large black dogs
en,0,4,1,plural,2,four large black dogs
en,0,4,1,plural,3,five large black dogs
en,0,4,1,plural,4,six large black dogs
en,0,4,1,plural,5,seven large black dogs
en,0,4,1,plural,6,eight large black dogs
en,0,4,2,nom,,the young black dog
en,0,4,2,acc,,the young black dog
en,0,4,2,dat,,the young black dog
en,0,4,2,plural,0,two young black dogs
en,0,4,2,plural,1,three young black dogs
en,0,4,2,plural,2,four young black dogs
en,0,4,2,plural,3,five young black dogs
en,0,4,2,plural,4,six young black dogs
en,0,4,2,plural,5,seven young black dogs
en,0,4,2,plural,6,eight young black dogs
en,0,4,3,nom,,the old black dog
en,0,4,3,acc,,the old black dog
en,0,4,3,dat,,the old black dog
en,0,4,3,plural,0,two old black dogs
en,0,4,3,plural,1,three old black dogs
en,0,4,3,plural,2,four old black dogs
en,0,4,3,plural,3,five old black dogs
en,0,4,3,plural,4,six old black dogs
en,0,4,3,plural,5,seven old black dogs
en,0,4,3,plural,6,eight old black dogs
en,0,5,0,nom,,the small white dog
en,0,5,0,acc,,the small white dog
en,0,5,0,dat,,the small white dog
en,0,5,0,plural,0,two small white dogs
en,0,5,0,plural,1,three small white dogs
en,0,5,0,plural,2,four small white dogs
en,0,5,0,plural,3,five small white dogs
en,0,5,0,plural,4,six small white dogs
en,0,5,0,plural,5,seven small white dogs
en,0,5,0,plural,6,eight small white dogs
en,0,5,1,nom,,the large white dog
en,0,5,1,acc,,the large white dog
en,0,5,1,dat,,the large white dog
en,0,5,1,plural,0,two large white dogs
en,0,5,1,plural,1,three large white dogs
en,0,5,1,plural,2,four large white dogs
en,0,5,1,plural,3,five large white dogs
en,0,5,1,plural,4,six large white dogs
en,0,5,1,plural,5,seven large white dogs
en,0,5,1,plural,6,eight large white dogs
en,0,5,2,nom,,the young white dog
en,0,5,2,acc,,the young white dog
en,0,5,2,dat,,the young white dog
en,0,5,2,plural,0,two young white dogs
en,0,5,2,plural,1,three young white dogs
en,0,5,2,plural,2,four young white dogs
en,0,5,2,plural,3,five young white dogs
en,0,5,2,plural,4,six young white dogs
en,0,5,2,plural,5,seven young white dogs
en,0,5,2,plural,6,eight young white dogs
en,0,5,3,nom,,the old white dog
en,0,5,3,acc,,the old white dog
en,0,5,3,dat,,the old white dog
en,0,5,3,plural,0,two old white dogs
en,0,5,3,plural,1,three old white dogs
en,0,5,3,plural,2,four old white dogs
en,0,5,3,plural,3,five old white dogs
en,0,5,3,plural,4,six old white dogs
en,0,5,3,plural,5,seven old white dogs
en,0,5,3,plural,6,eight old white dogs
en,1,0,0,nom,,the small red fox
en,1,0,0,acc,,the small red fox
en,1,0,0,dat,,the small red fox
en,1,0,0,plural,0,two small red foxes
en,1,0,0,plural,1,three small red foxes
en,1,0,0,plural,2,four small red foxes
en,1,0,0,plural,3,five small red foxes
en,1,0,0,plural,4,six small red foxes
en,1,0,0,plural,5,seven small red foxes
en,1,0,0,plural,6,eight small red foxes
en,1,0,1,nom,,the large red fox
en,1,0,1,acc,,the large red fox
en,1,0,1,dat,,the large red fox
en,1,0,1,plural,0,two large red foxes
en,1,0,1,plural,1,three large red foxes
en,1,0,1,plural,2,four large red foxes
en,1,0,1,plural,3,five large red foxes
en,1,0,1,plural,4,six large red foxes
en,1,0,1,plural,5,seven large red foxes
en,1,0,1,plural,6,eight large red foxes
en,1,0,2,nom,,the young red fox
en,1,0,2,acc,,the young red fox
en,1,0,2,dat,,the young red fox
en,1,0,2,plural,0,two young red foxes
en,1,0,2,plural,1,three young red foxes
en,1,0,2,plural,2,four young red foxes
en,1,0,2,plural,3,five young red foxes
en,1,0,2,plural,4,six young red foxes
en,1,0,2,plural,5,seven young red foxes
en,1,0,2,plural,6,eight young red foxes
en,1,0,3,nom,,the old red fox
en,1,0,3,acc,,the old red fox
en,1,0,3,dat,,the old red fox
en,1,0,3,plural,0,two old red foxes
en,1,0,3,plural,1,three old red foxes
en,1,0,3,plural,2,four old red foxes
en,1,0,3,plural,3,five old red foxes
en,1,0,3,plural,4,six old red foxes
en,1,0,3,plural,5,seven old red foxes
en,1,0,3,plural,6,eight old red foxes
en,1,1,0,nom,,the small blue fox
en,1,1,0,acc,,the small blue fox
en,1,1,0,dat,,the small blue fox
en,1,1,0,plural,0,two small blue foxes
en,1,1,0,plural,1,three small blue foxes
en,1,1,0,plural,2,four small blue foxes
en,1,1,0,plural,3,five small blue foxes
en,1,1,0,plural,4,six small blue foxes
en,1,1,0,plural,5,seven small blue foxes
en,1,1,0,plural,6,eight small blue foxes
en,1,1,1,nom,,the large blue fox
en,1,1,1,acc,,the large blue fox
en,1,1,1,dat,,the large blue fox
en,1,1,1,plural,0,two large blue foxes
en,1,1,1,plural,1,three large blue foxes
en,1,1,1,plural,2,four large blue foxes
en,1,1,1,plural,3,five large blue foxes
en,1,1,1,plural,4,six large blue foxes
en,1,1,1,plural,5,seven large blue foxes
en,1,1,1,plural,6,eight large blue foxes
en,1,1,2,nom,,the young blue fox
en,1,1,2,acc,,the young blue fox
en,1,1,2,dat,,the young blue fox
en,1,1,2,plural,0,two young blue foxes
en,1,1,2,plural,1,three young blue foxes
en,1,1,2,plural,2,four young blue foxes
en,1,1,2,plural,3,five young blue foxes
en,1,1,2,plural,4,six young blue foxes
en,1,1,2,plural,5,seven young blue foxes
en,1,1,2,plural,6,eight young blue foxes
en,1,1,3,nom,,the old blue fox
en,1,1,3,acc,,the old blue fox
en,1,1,3,dat,,the old blue fox
en,1,1,3,plural,0,two old blue foxes
en,1,1,3,plural,1,three old blue foxes
en,1,1,3,plural,2,four old blue foxes
en,1,1,3,plural,3,five old blue foxes
en,1,1,3,plural,4,six old blue foxes
en,1,1,3,plural,5,seven old blue foxes
en,1,1,3,plural,6,eight old blue foxes
en,1,2,0,nom,,the small green fox
en,1,2,0,acc,,the small green fox
en,1,2,0,dat,,the small green fox
en,1,2,0,plural,0,two small green foxes
en,1,2,0,plural,1,three small green foxes
en,1,2,0,plural,2,four small green foxes
en,1,2,0,plural,3,five small green foxes
en,1,2,0,plural,4,six small green foxes
en,1,2,0,plural,5,seven small green foxes
en,1,2,0,plural,6,eight small green foxes
en,1,2,1,nom,,the large green fox
en,1,2,1,acc,,the large green fox
en,1,2,1,dat,,the large green fox
en,1,2,1,plural,0,two large green foxes
en,1,2,1,plural,1,three large green foxes
en,1,2,1,plural,2,four large green foxes
en,1,2,1,plural,3,five large green foxes
en,1,2,1,plural,4,six large green foxes
en,1,2,1,plural,5,seven large green foxes
en,1,2,1,plural,6,eight large green foxes
en,1,2,2,nom,,the young green fox
en,1,2,2,acc,,the young green fox
en,1,2,2,dat,,the young green fox
en,1,2,2,plural,0,two young green foxes
en,1,2,2,plural,1,three young green foxes
en,1,2,2,plural,2,four young green foxes
en,1,2,2,plural,3,five young green foxes
en,1,2,2,plural,4,six young green foxes
en,1,2,2,plural,5,seven young green foxes
en,1,2,2,plural,6,eight young green foxes
en,1,2,3,nom,,the old green fox
en,1,2,3,acc,,the old green fox
en,1,2,3,dat,,the old green fox
en,1,2,3,plural,0,two old green foxes
en,1,2,3,plural,1,three old green foxes
en,1,2,3,plural,2,four old green foxes
en,1,2,3,plural,3,five old green foxes
en,1,2,3,plural,4,six old green foxes
en,1,2,3,plural,5,seven old green foxes
en,1,2,3,plural,6,eight old green foxes
en,1,3,0,nom,,the small yellow fox
en,1,3,0,acc,,the small yellow fox
en,1,3,0,dat,,the small yellow fox
en,1,3,0,plural,0,two small yellow foxes
en,1,3,0,plural,1,three small yellow foxes
en,1,3,0,plural,2,four small yellow foxes
en,1,3,0,plural,3,five small yellow foxes
en,1,3,0,plural,4,six small yellow foxes
en,1,3,0,plural,5,seven small yellow foxes
en,1,3,0,plural,6,eight small yellow foxes
en,1,3,1,nom,,the large yellow fox
en,1,3,1,acc,,the large yellow fox
en,1,3,1,dat,,the large yellow fox
en,1,3,1,plural,0,two large yellow foxes
en,1,3,1,plural,1,three large yellow foxes
en,1,3,1,plural,2,four large yellow foxes
en,1,3,1,plural,3,five large yellow foxes
en,1,3,1,plural,4,six large yellow foxes
en,1,3,1,plural,5,seven large yellow foxes
en,1,3,1,plural,6,eight large yellow foxes
en,1,3,2,nom,,the young yellow fox
en,1,3,2,acc,,the young yellow fox
en,1,3,2,dat,,the young yellow fox
en,1,3,2,plural,0,two young yellow foxes
en,1,3,2,plural,1,three young yellow foxes
en,1,3,2,plural,2,four young yellow foxes
en,1,3,2,plural,3,five young yellow foxes
en,1,3,2,plural,4,six young yellow foxes
en,1,3,2,plural,5,seven young yellow foxes
en,1,3,2,plural,6,eight young yellow foxes
en,1,3,3,nom,,the old yellow fox
en,1,3,3,acc,,the old yellow fox
en,1,3,3,dat,,the old yellow fox
en,1,3,3,plural,0,two old yellow foxes
en,1,3,3,plural,1,three old yellow foxes
en,1,3,3,plural,2,four old yellow foxes
en,1,3,3,plural,3,five old yellow foxes
en,1,3,3,plural,4,six old yellow foxes
en,1,3,3,plural,5,seven old yellow foxes
en,1,3,3,plural,6,eight old yellow foxes
en,1,4,0,nom,,the small black fox
en,1,4,0,acc,,the small black fox
en,1,4,0,dat,,the small black fox
en,1,4,0,plural,0,two small black foxes
en,1,4,0,plural,1,three small black foxes
en,1,4,0,plural,2,four small black foxes
en,1,4,0,plural,3,five small black foxes
en,1,4,0,plural,4,six small black foxes
en,1,4,0,plural,5,seven small black foxes
en,1,4,0,plural,6,eight small black foxes
en,1,4,1,nom,,the large black fox
en,1,4,1,acc,,the large black fox
en,1,4,1,dat,,the large black fox
en,1,4,1,plural,0,two large black foxes
en,1,4,1,plural,1,three large black foxes
en,1,4,1,plural,2,four large black foxes
en,1,4,1,plural,3,five large black foxes
en,1,4,1,plural,4,six large black foxes
en,1,4,1,plural,5,seven large black foxes
en,1,4,1,plural,6,eight large black foxes
en,1,4,2,nom,,the young black fox
en,1,4,2,acc,,the young black fox
en,1,4,2,dat,,the young black fox
en,1,4,2,plural,0,two young black foxes
en,1,4,2,plural,1,three young black foxes
en,1,4,2,plural,2,four young black foxes
en,1,4,2,plural,3,five young black foxes
en,1,4,2,plural,4,six young black foxes
en,1,4,2,plural,5,seven young black foxes
en,1,4,2,plural,6,eight young black foxes
en,1,4,3,nom,,the old black fox
en,1,4,3,acc,,the old black fox
en,1,4,3,dat,,the old black fox
en,1,4,3,plural,0,two old black foxes
en,1,4,3,plural,1,three old black foxes
en,1,4,3,plural,2,four old black foxes
en,1,4,3,plural,3,five old black foxes
en,1,4,3,plural,4,six old black foxes
en,1,4,3,plural,5,seven old black foxes
en,1,4,3,plural,6,eight old black foxes
en,1,5,0,nom,,the small white fox
en,1,5,0,acc,,the small white fox
en,1,5,0,dat,,the small white fox
en,1,5,0,plural,0,two small white foxes
en,1,5,0,plural,1,three small white foxes
en,1,5,0,plural,2,four small white foxes
en,1,5,0,plural,3,five small white foxes
en,1,5,0,plural,4,six small white foxes
en,1,5,0,plural,5,seven small white foxes
en,1,5,0,plural,6,eight small white foxes
en,1,5,1,nom,,the large white fox
en,1,5,1,acc,,the large white fox
en,1,5,1,dat,,the large white fox
en,1,5,1,plural,0,two large white foxes
en,1,5,1,plural,1,three large white foxes
en,1,5,1,plural,2,four large white foxes
en,1,5,1,plural,3,five large white foxes
en,1,5,1,plural,4,six large white foxes
en,1,5,1,plural,5,seven large white foxes
en,1,5,1,plural,6,eight large white foxes
en,1,5,2,nom,,the young white fox
en,1,5,2,acc,,the young white fox
en,1,5,2,dat,,the young white fox
en,1,5,2,plural,0,two young white foxes
en,1,5,2,plural,1,three young white foxes
en,1,5,2,plural,2,four young white foxes
en,1,5,2,plural,3,five young white foxes
en,1,5,2,plural,4,six young white foxes
en,1,5,2,plural,5,seven young white foxes
en,1,5,2,plural,6,eight young white foxes
en,1,5,3,nom,,the old white fox
en,1,5,3,acc,,the old white fox
en,1,5,3,dat,,the old white fox
en,1,5,3,plural,0,two old white foxes
en,1,5,3,plural,1,three old white foxes
en,1,5,3,plural,2,four old white foxes
en,1,5,3,plural,3,five old white foxes
en,1,5,3,plural,4,six old white foxes
en,1,5,3,plural,5,seven old white foxes
en,1,5,3,plural,6,eight old white foxes
en,2,0,0,nom,,the small red bear
en,2,0,0,acc,,the small red bear
en,2,0,0,dat,,the small red bear
en,2,0,0,plural,0,two small red bears
en,2,0,0,plural,1,three small red bears
en,2,0,0,plural,2,four small red bears
en,2,0,0,plural,3,five small red bears
en,2,0,0,plural,4,six small red bears
en,2,0,0,plural,5,seven small red bears
en,2,0,0,plural,6,eight small red bears
en,2,0,1,nom,,the large red bear
en,2,0,1,acc,,the large red bear
en,2,0,1,dat,,the large red bear
en,2,0,1,plural,0,two large red bears
en,2,0,1,plural,1,three large red bears
en,2,0,1,plural,2,four large red bears
en,2,0,1,plural,3,five large red bears
en,2,0,1,plural,4,six large red bears
en,2,0,1,plural,5,seven large red bears
en,2,0,1,plural,6,eight large red bears
en,2,0,2,nom,,the young red bear
en,2,0,2,acc,,the young red bear
en,2,0,2,dat,,the young red bear
en,2,0,2,plural,0,two young red bears
en,2,0,2,plural,1,three young red bears
en,2,0,2,plural,2,four young red bears
en,2,0,2,plural,3,five young red bears
en,2,0,2,plural,4,six young red bears
en,2,0,2,plural,5,seven young red bears
en,2,0,2,plural,6,eight young red bears
en,2,0,3,nom,,the old red bear
en,2,0,3,acc,,the old red bear
en,2,0,3,dat,,the old red bear
en,2,0,3,plural,0,two old red bears
en,2,0,3,plural,1,three old red bears
en,2,0,3,plural,2,four old red bears
en,2,0,3,plural,3,five old red bears
en,2,0,3,plural,4,six old red bears
en,2,0,3,plural,5,seven old red bears
en,2,0,3,plural,6,eight old red bears
en,2,1,0,nom,,the small blue bear
en,2,1,0,acc,,the small blue bear
en,2,1,0,dat,,the small blue bear
en,2,1,0,plural,0,two small blue bears
en,2,1,0,plural,1,three small blue bears
en,2,1,0,plural,2,four small blue bears
en,2,1,0,plural,3,five small blue bears
en,2,1,0,plural,4,six small blue bears
en,2,1,0,plural,5,seven small blue bears
en,2,1,0,plural,6,eight small blue bears
en,2,1,1,nom,,the large blue bear
en,2,1,1,acc,,the large blue bear
en,2,1,1,dat,,the large blue bear
en,2,1,1,plural,0,two large blue bears
en,2,1,1,plural,1,three large blue bears
en,2,1,1,plural,2,four large blue bears
en,2,1,1,plural,3,five large blue bears
en,2,1,1,plural,4,six large blue bears
en,2,1,1,plural,5,seven large blue bears
en,2,1,1,plural,6,eight large blue bears
en,2,1,2,nom,,the young blue bear
en,2,1,2,acc,,the young blue bear
en,2,1,2,dat,,the young blue bear
en,2,1,2,plural,0,two young blue bears
en,2,1,2,plural,1,three young blue bears
en,2,1,2,plural,2,four young blue bears
en,2,1,2,plural,3,five young blue bears
en,2,1,2,plural,4,six young blue bears
en,2,1,2,plural,5,seven young blue bears
en,2,1,2,plural,6,eight young blue bears
en,2,1,3,nom,,the old blue bear
en,2,1,3,acc,,the old blue bear
en,2,1,3,dat,,the old blue bear
en,2,1,3,plural,0,two old blue bears
en,2,1,3,plural,1,three old blue bears
en,2,1,3,plural,2,four old blue bears
en,2,1,3,plural,3,five old blue bears
en,2,1,3,plural,4,six old blue bears
en,2,1,3,plural,5,seven old blue bears
en,2,1,3,plural,6,eight old blue bears
en,2,2,0,nom,,the small green bear
en,2,2,0,acc,,the small green bear
en,2,2,0,dat,,the small green bear
en,2,2,0,plural,0,two small green bears
en,2,2,0,plural,1,three small green bears
en,2,2,0,plural,2,four small green bears
en,2,2,0,plural,3,five small green bears
en,2,2,0,plural,4,six small green bears
en,2,2,0,plural,5,seven small green bears
en,2,2,0,plural,6,eight small green bears
en,2,2,1,nom,,the large green bear
en,2,2,1,acc,,the large green bear
en,2,2,1,dat,,the large green bear
en,2,2,1,plural,0,two large green bears
en,2,2,1,plural,1,three large green bears
en,2,2,1,plural,2,four large green bears
en,2,2,1,plural,3,five large green bears
en,2,2,1,plural,4,six large green bears
en,2,2,1,plural,5,seven large green bears
en,2,2,1,plural,6,eight large green bears
en,2,2,2,nom,,the young green bear
en,2,2,2,acc,,the young green bear
en,2,2,2,dat,,the young green bear
en,2,2,2,plural,0,two young green bears
en,2,2,2,plural,1,three young green bears
en,2,2,2,plural,2,four young green bears
en,2,2,2,plural,3,five young green bears
en,2,2,2,plural,4,six young green bears
en,2,2,2,plural,5,seven young green bears
en,2,2,2,plural,6,eight young green bears
en,2,2,3,nom,,the old green bear
en,2,2,3,acc,,the old green bear
en,2,2,3,dat,,the old green bear
en,2,2,3,plural,0,two old green bears
en,2,2,3,plural,1,three old green bears
en,2,2,3,plural,2,four old green bears
en,2,2,3,plural,3,five old green bears
en,2,2,3,plural,4,six old green bears
en,2,2,3,plural,5,seven old green bears
en,2,2,3,plural,6,eight old green bears
en,2,3,0,nom,,the small yellow bear
en,2,3,0,acc,,the small yellow bear
en,2,3,0,dat,,the small yellow bear
en,2,3,0,plural,0,two small yellow bears
en,2,3,0,plural,1,three small yellow bears
en,2,3,0,plural,2,four small yellow bears
en,2,3,0,plural,3,five small yellow bears
en,2,3,0,plural,4,six small yellow bears
en,2,3,0,plural,5,seven small yellow bears
en,2,3,0,plural,6,eight small yellow bears
en,2,3,1,nom,,the large yellow bear
en,2,3,1,acc,,the large yellow bear
en,2,3,1,dat,,the large yellow bear
en,2,3,1,plural,0,two large yellow bears
en,2,3,1,plural,1,three large yellow bears
en,2,3,1,plural,2,four large yellow bears
en,2,3,1,plural,3,five large yellow bears
en,2,3,1,plural,4,six large yellow bears
en,2,3,1,plural,5,seven large yellow bears
en,2,3,1,plural,6,eight large yellow bears
en,2,3,2,nom,,the young yellow bear
en,2,3,2,acc,,the young yellow bear
en,2,3,2,dat,,the young yellow bear
en,2,3,2,plural,0,two young yellow bears
en,2,3,2,plural,1,three young yellow bears
en,2,3,2,plural,2,four young yellow bears
en,2,3,2,plural,3,five young yellow bears
en,2,3,2,plural,4,six young yellow bears
en,2,3,2,plural,5,seven young yellow bears
en,2,3,2,plural,6,eight young yellow bears
en,2,3,3,nom,,the old yellow bear
en,2,3,3,acc,,the old yellow bear
en,2,3,3,dat,,the old yellow bear
en,2,3,3,plural,0,two old yellow bears
en,2,3,3,plural,1,three old yellow bears
en,2,3,3,plural,2,four old yellow bears
en,2,3,3,plural,3,five old yellow bears
en,2,3,3,plural,4,six old yellow bears
en,2,3,3,plural,5,seven old yellow bears
en,2,3,3,plural,6,eight old yellow bears
en,2,4,0,nom,,the small black bear
en,2,4,0,acc,,the small black bear
en,2,4,0,dat,,the small black bear
en,2,4,0,plural,0,two small black bears
en,2,4,0,plural,1,three small black bears
en,2,4,0,plural,2,four small black bears
en,2,4,0,plural,3,five small black bears
en,2,4,0,plural,4,six small black bears
en,2,4,0,plural,5,seven small black bears
en,2,4,0,plural,6,eight small black bears
en,2,4,1,nom,,the large black bear
en,2,4,1,acc,,the large black bear
en,2,4,1,dat,,the large black bear
en,2,4,1,plural,0,two large black bears
en,2,4,1,plural,1,three large black bears
en,2,4,1,plural,2,four large black bears
en,2,4,1,plural,3,five large black bears
en,2,4,1,plural,4,six large black bears
en,2,4,1,plural,5,seven large black bears
en,2,4,1,plural,6,eight large black bears
en,2,4,2,nom,,the young black bear
en,2,4,2,acc,,the young black bear
en,2,4,2,dat,,the young black bear
en,2,4,2,plural,0,two young black bears
en,2,4,2,plural,1,three young black bears
en,2,4,2,plural,2,four young black bears
en,2,4,2,plural,3,five young black bears
en,2,4,2,plural,4,six young black bears
en,2,4,2,plural,5,seven young black bears
en,2,4,2,plural,6,eight young black bears
en,2,4,3,nom,,the old black bear
en,2,4,3,acc,,the old black bear
en,2,4,3,dat,,the old black bear
en,2,4,3,plural,0,two old black bears
en,2,4,3,plural,1,three old black bears
en,2,4,3,plural,2,four old black bears
en,2,4,3,plural,3,five old black bears
en,2,4,3,plural,4,six old black bears
en,2,4,3,plural,5,seven old black bears
en,2,4,3,plural,6,eight old black bears
en,2,5,0,nom,,the small white bear
en,2,5,0,acc,,the small white bear
en,2,5,0,dat,,the small white bear
en,2,5,0,plural,0,two small white bears
en,2,5,0,plural,1,three small white bears
en,2,5,0,plural,2,four small white bears
en,2,5,0,plural,3,five small white bears
en,2,5,0,plural,4,six small white bears
en,2,5,0,plural,5,seven small white bears
en,2,5,0,plural,6,eight small white bears
en,2,5,1,nom,,the large white bear
en,2,5,1,acc,,the large white bear
en,2,5,1,dat,,the large white bear
en,2,5,1,plural,0,two large white bears
en,2,5,1,plural,1,three large white bears
en,2,5,1,plural,2,four large white bears
en,2,5,1,plural,3,five large white bears
en,2,5,1,plural,4,six large white bears
en,2,5,1,plural,5,seven large white bears
en,2,5,1,plural,6,eight large white bears
en,2,5,2,nom,,the young white bear
en,2,5,2,acc,,the young white bear
