id,language,split,task,sentence_a,sentence_b,label,reviewer,judged_label,fluent,comment
5c5fed4d7133c6dcfb7da77c17c4ec1f3a9f7b0e693efb826d6f416c5774e41c:0:en,en,dev_a,quantity,There are five young yellow cows and eight old red cows.,There are five old red cows and eight young yellow cows.,0,reviewer_1,,,
5c5fed4d7133c6dcfb7da77c17c4ec1f3a9f7b0e693efb826d6f416c5774e41c:0:en,en,dev_a,quantity,There are five young yellow cows and eight old red cows.,There are five old red cows and eight young yellow cows.,0,reviewer_2,,,
0738e2c58f18051bd12f8ee9caf7a3d049472ac7af10db29135ea044cf7ba700:1:en,en,dev_a,quantity,There are two small yellow dogs and seven young white cats.,There are seven young white cats and two small yellow dogs.,1,reviewer_1,,,
0738e2c58f18051bd12f8ee9caf7a3d049472ac7af10db29135ea044cf7ba700:1:en,en,dev_a,quantity,There are two small yellow dogs and seven young white cats.,There are seven young white cats and two small yellow dogs.,1,reviewer_2,,,
df35aba66b04ab2ed321ada12075dec8a26366dc85d080b67a9e7f1e95e4b99c:0:en,en,dev_b,roles,The old blue rabbit sees the small red horse and the small red horse follows the old blue rabbit.,The small red horse is followed by the old blue rabbit and the old blue rabbit is seen by the small red horse.,0,reviewer_1,,,
df35aba66b04ab2ed321ada12075dec8a26366dc85d080b67a9e7f1e95e4b99c:0:en,en,dev_b,roles,The old blue rabbit sees the small red horse and the small red horse follows the old blue rabbit.,The small red horse is followed by the old blue rabbit and the old blue rabbit is seen by the small red horse.,0,reviewer_2,,,
1c9523d66de8ea5133cef18ce81873b7138b885b3b4f524aa1b2c7b3d28614c9:1:en,en,dev_b,roles,The small green mouse follows the old black duck and the old black duck greets the small green mouse.,The old black duck is followed by the small green mouse and the small green mouse is greeted by the old black duck.,1,reviewer_1,,,
1c9523d66de8ea5133cef18ce81873b7138b885b3b4f524aa1b2c7b3d28614c9:1:en,en,dev_b,roles,The small green mouse follows the old black duck and the old black duck greets the small green mouse.,The old black duck is followed by the small green mouse and the small green mouse is greeted by the old black duck.,1,reviewer_2,,,
a903ceaa8b71e309041b7b3c47a63d12dd60c5ecd2424476e5f4eae9656de73b:0:en,en,dev_b,negation,The small yellow sheep does not follow the old blue hen and the old blue hen follows the small yellow sheep.,The old blue hen is followed by the small yellow sheep and the small yellow sheep is not followed by the old blue hen.,0,reviewer_1,,,
a903ceaa8b71e309041b7b3c47a63d12dd60c5ecd2424476e5f4eae9656de73b:0:en,en,dev_b,negation,The small yellow sheep does not follow the old blue hen and the old blue hen follows the small yellow sheep.,The old blue hen is followed by the small yellow sheep and the small yellow sheep is not followed by the old blue hen.,0,reviewer_2,,,
27703fa214e348ad8648ce68ba2e9cd1cc806045dc0b78332d3294a565fa4917:1:en,en,dev_b,negation,The young blue dog follows the small black rabbit and the small black rabbit does not follow the young blue dog.,The small black rabbit is followed by the young blue dog and the young blue dog is not followed by the small black rabbit.,1,reviewer_1,,,
27703fa214e348ad8648ce68ba2e9cd1cc806045dc0b78332d3294a565fa4917:1:en,en,dev_b,negation,The young blue dog follows the small black rabbit and the small black rabbit does not follow the young blue dog.,The small black rabbit is followed by the young blue dog and the young blue dog is not followed by the small black rabbit.,1,reviewer_2,,,
610c3c12aefd3d675af6c8492d6ebb4ca8c8b0bea828fdcb3ee16adf1e41f30c:0:en,en,dev_b,space,The young blue dog is in front of the young yellow cat and the old yellow sheep is behind the small red duck.,The young yellow cat is in front of the young blue dog and the small red duck is behind the old yellow sheep.,0,reviewer_1,,,
610c3c12aefd3d675af6c8492d6ebb4ca8c8b0bea828fdcb3ee16adf1e41f30c:0:en,en,dev_b,space,The young blue dog is in front of the young yellow cat and the old yellow sheep is behind the small red duck.,The young yellow cat is in front of the young blue dog and the small red duck is behind the old yellow sheep.,0,reviewer_2,,,
e5314536e60e8830206ab7412fc37eacec2893f28befa3029878782201391cb7:1:en,en,dev_b,space,The old white sheep is behind the small white bear and the small black bear is in front of the small black hen.,The small white bear is in front of the old white sheep and the small black hen is behind the small black bear.,1,reviewer_1,,,
e5314536e60e8830206ab7412fc37eacec2893f28befa3029878782201391cb7:1:en,en,dev_b,space,The old white sheep is behind the small white bear and the small black bear is in front of the small black hen.,The small white bear is in front of the old white sheep and the small black hen is behind the small black bear.,1,reviewer_2,,,
1e8cad120919e3ee4c3808174ea80b62c1175f767cf30d01f1ddd22c3b2473bb:0:en,en,dev_b,quantity,There are five small blue cats and eight large red bears.,There are five large red bears and eight small blue cats.,0,reviewer_1,,,
1e8cad120919e3ee4c3808174ea80b62c1175f767cf30d01f1ddd22c3b2473bb:0:en,en,dev_b,quantity,There are five small blue cats and eight large red bears.,There are five large red bears and eight small blue cats.,0,reviewer_2,,,
900f1d329d8c5caa029be3f359e000909a88ac8a2957f469dfac77788c37ec3d:1:en,en,dev_b,quantity,There are six old red rabbits and eight old blue lions.,There are eight old blue lions and six old red rabbits.,1,reviewer_1,,,
900f1d329d8c5caa029be3f359e000909a88ac8a2957f469dfac77788c37ec3d:1:en,en,dev_b,quantity,There are six old red rabbits and eight old blue lions.,There are eight old blue lions and six old red rabbits.,1,reviewer_2,,,
e779f6df53d5805495e8abc48054489e1d2c43872c2756c7e3f8a47b99c9004e:0:en,en,test,roles,The small blue rabbit follows the young blue cow and the young blue cow sees the small blue rabbit.,The young blue cow is seen by the small blue rabbit and the small blue rabbit is followed by the young blue cow.,0,reviewer_1,,,
e779f6df53d5805495e8abc48054489e1d2c43872c2756c7e3f8a47b99c9004e:0:en,en,test,roles,The small blue rabbit follows the young blue cow and the young blue cow sees the small blue rabbit.,The young blue cow is seen by the small blue rabbit and the small blue rabbit is followed by the young blue cow.,0,reviewer_2,,,
69fda73f672373d0124e244da2c1d651ab4661cebd8d22c4d3fc602cf08c31dc:1:en,en,test,roles,The young yellow hen follows the small black mouse and the small black mouse sees the young yellow hen.,The small black mouse is followed by the young yellow hen and the young yellow hen is seen by the small black mouse.,1,reviewer_1,,,
69fda73f672373d0124e244da2c1d651ab4661cebd8d22c4d3fc602cf08c31dc:1:en,en,test,roles,The young yellow hen follows the small black mouse and the small black mouse sees the young yellow hen.,The small black mouse is followed by the young yellow hen and the young yellow hen is seen by the small black mouse.,1,reviewer_2,,,
bdab2afb375f7bddbe211f95c27d83c002dee4318f0b7cc9caeb5cfec2982c51:0:en,en,test,negation,The large white horse sees the old blue duck and the old blue duck does not see the large white horse.,The old blue duck is not seen by the large white horse and the large white horse is seen by the old blue duck.,0,reviewer_1,,,
bdab2afb375f7bddbe211f95c27d83c002dee4318f0b7cc9caeb5cfec2982c51:0:en,en,test,negation,The large white horse sees the old blue duck and the old blue duck does not see the large white horse.,The old blue duck is not seen by the large white horse and the large white horse is seen by the old blue duck.,0,reviewer_2,,,
7a1cfbb3065201cbd9bb2d671b5aeb44a52132234f27259915554ffe9f3fc7e0:1:en,en,test,negation,The old white rabbit greets the large blue rabbit and the large blue rabbit does not greet the old white rabbit.,The large blue rabbit is greeted by the old white rabbit and the old white rabbit is not greeted by the large blue rabbit.,1,reviewer_1,,,
7a1cfbb3065201cbd9bb2d671b5aeb44a52132234f27259915554ffe9f3fc7e0:1:en,en,test,negation,The old white rabbit greets the large blue rabbit and the large blue rabbit does not greet the old white rabbit.,The large blue rabbit is greeted by the old white rabbit and the old white rabbit is not greeted by the large blue rabbit.,1,reviewer_2,,,
4880e3d31031a29db321ad51175fcb6866929426bd5cc3e4ab0a9d275c4b9785:0:en,en,test,space,The young yellow mouse is above the old green sheep and the old blue fox is below the old red cat.,The old green sheep is above the young yellow mouse and the old red cat is below the old blue fox.,0,reviewer_1,,,
4880e3d31031a29db321ad51175fcb6866929426bd5cc3e4ab0a9d275c4b9785:0:en,en,test,space,The young yellow mouse is above the old green sheep and the old blue fox is below the old red cat.,The old green sheep is above the young yellow mouse and the old red cat is below the old blue fox.,0,reviewer_2,,,
301edba7ab71c0fa38e3e30f801085de775d85855a1109c0236db02ae4f397b8:1:en,en,test,space,The small white lion is behind the young red hen and the small black cow is in front of the old green cow.,The young red hen is in front of the small white lion and the old green cow is behind the small black cow.,1,reviewer_1,,,
301edba7ab71c0fa38e3e30f801085de775d85855a1109c0236db02ae4f397b8:1:en,en,test,space,The small white lion is behind the young red hen and the small black cow is in front of the old green cow.,The young red hen is in front of the small white lion and the old green cow is behind the small black cow.,1,reviewer_2,,,
450dd2e352a094af74e8e789da70c30398aebd4beb58dee94bdcf1f6e7a39fbe:0:en,en,test,quantity,There are six old yellow horses and five young black ducks.,There are six young black ducks and five old yellow horses.,0,reviewer_1,,,
450dd2e352a094af74e8e789da70c30398aebd4beb58dee94bdcf1f6e7a39fbe:0:en,en,test,quantity,There are six old yellow horses and five young black ducks.,There are six young black ducks and five old yellow horses.,0,reviewer_2,,,
0d40a4430f5443b761c390fbd86f249974df844d5f28ff3ca59169a670ba691b:1:en,en,test,quantity,There are eight old yellow sheep and seven small black lions.,There are seven small black lions and eight old yellow sheep.,1,reviewer_1,,,
0d40a4430f5443b761c390fbd86f249974df844d5f28ff3ca59169a670ba691b:1:en,en,test,quantity,There are eight old yellow sheep and seven small black lions.,There are seven small black lions and eight old yellow sheep.,1,reviewer_2,,,
9e004300a599f0e15ea84d5cea6ce31ebddecea286d6f4f77695e9b95b663c06:0:en,en,train,roles,The small black cow greets the small blue hen and the small blue hen follows the small black cow.,The small blue hen is followed by the small black cow and the small black cow is greeted by the small blue hen.,0,reviewer_1,,,
9e004300a599f0e15ea84d5cea6ce31ebddecea286d6f4f77695e9b95b663c06:0:en,en,train,roles,The small black cow greets the small blue hen and the small blue hen follows the small black cow.,The small blue hen is followed by the small black cow and the small black cow is greeted by the small blue hen.,0,reviewer_2,,,
8934978cbaaaf9e013e60fdcd8e7b1ff5d213ea00dd5c62884e600e56986303a:1:en,en,train,roles,The old red cat sees the large black fox and the large black fox follows the old red cat.,The large black fox is seen by the old red cat and the old red cat is followed by the large black fox.,1,reviewer_1,,,
8934978cbaaaf9e013e60fdcd8e7b1ff5d213ea00dd5c62884e600e56986303a:1:en,en,train,roles,The old red cat sees the large black fox and the large black fox follows the old red cat.,The large black fox is seen by the old red cat and the old red cat is followed by the large black fox.,1,reviewer_2,,,
ae957b70ee5925614c3840ad28b35db2991c2e4f0c63028ab69759b5d5b71769:0:en,en,train,negation,The small red cat does not follow the young white bear and the young white bear follows the small red cat.,The young white bear is followed by the small red cat and the small red cat is not followed by the young white bear.,0,reviewer_1,,,
ae957b70ee5925614c3840ad28b35db2991c2e4f0c63028ab69759b5d5b71769:0:en,en,train,negation,The small red cat does not follow the young white bear and the young white bear follows the small red cat.,The young white bear is followed by the small red cat and the small red cat is not followed by the young white bear.,0,reviewer_2,,,
3a6484d0fa8305b1115b1b0bffdc92873dfb43247c6a8cc1eb746b3f66ea6777:1:en,en,train,negation,The old red bear does not greet the large blue cat and the large blue cat greets the old red bear.,The large blue cat is not greeted by the old red bear and the old red bear is greeted by the large blue cat.,1,reviewer_1,,,
3a6484d0fa8305b1115b1b0bffdc92873dfb43247c6a8cc1eb746b3f66ea6777:1:en,en,train,negation,The old red bear does not greet the large blue cat and the large blue cat greets the old red bear.,The large blue cat is not greeted by the old red bear and the old red bear is greeted by the large blue cat.,1,reviewer_2,,,
58aaed946aa9b6bd87d57f327dafcd5ea9eda2983afd2c5999f2473b27bd59ec:0:en,en,train,space,The young red cat is to the right of the large white cow and the large green rabbit is to the left of the young red rabbit.,The large white cow is to the right of the young red cat and the young red rabbit is to the left of the large green rabbit.,0,reviewer_1,,,
58aaed946aa9b6bd87d57f327dafcd5ea9eda2983afd2c5999f2473b27bd59ec:0:en,en,train,space,The young red cat is to the right of the large white cow and the large green rabbit is to the left of the young red rabbit.,The large white cow is to the right of the young red cat and the young red rabbit is to the left of the large green rabbit.,0,reviewer_2,,,
529c013c52c520e68cf651aec15edadf785c42c1c97bf2761aca3f7a527393c8:1:en,en,train,space,The large blue cow is above the young yellow dog and the young black bear is below the small white duck.,The young yellow dog is below the large blue cow and the small white duck is above the young black bear.,1,reviewer_1,,,
529c013c52c520e68cf651aec15edadf785c42c1c97bf2761aca3f7a527393c8:1:en,en,train,space,The large blue cow is above the young yellow dog and the young black bear is below the small white duck.,The young yellow dog is below the large blue cow and the small white duck is above the young black bear.,1,reviewer_2,,,
ac05bd3446d37f2bde6661c9d0992cd5840551a0cbddab2d375689279e4f3c48:0:en,en,train,quantity,There are four old red cows and five small white foxes.,There are four small white foxes and five old red cows.,0,reviewer_1,,,
ac05bd3446d37f2bde6661c9d0992cd5840551a0cbddab2d375689279e4f3c48:0:en,en,train,quantity,There are four old red cows and five small white foxes.,There are four small white foxes and five old red cows.,0,reviewer_2,,,
a6ccfc14d04bc3cb00aa443ff1edf7a391f524051d4eb5b98f4796150e5cb7b1:1:en,en,train,quantity,There are seven small blue lions and eight young yellow horses.,There are eight young yellow horses and seven small blue lions.,1,reviewer_1,,,
a6ccfc14d04bc3cb00aa443ff1edf7a391f524051d4eb5b98f4796150e5cb7b1:1:en,en,train,quantity,There are seven small blue lions and eight young yellow horses.,There are eight young yellow horses and seven small blue lions.,1,reviewer_2,,,
af982171ef114bfa9859c58c5a54f4cca66aaffbf76570520508ab9de8aadf02:0:en,en,dev_a,roles,The large blue horse sees the old green duck and the old green duck follows the large blue horse.,The old green duck is followed by the large blue horse and the large blue horse is seen by the old green duck.,0,reviewer_1,,,
af982171ef114bfa9859c58c5a54f4cca66aaffbf76570520508ab9de8aadf02:0:en,en,dev_a,roles,The large blue horse sees the old green duck and the old green duck follows the large blue horse.,The old green duck is followed by the large blue horse and the large blue horse is seen by the old green duck.,0,reviewer_2,,,
58d8bc7549959326858407fb20cc62cbd21e9036e720153619a1b8a957937ff2:1:en,en,dev_a,roles,The old blue dog greets the young blue cow and the young blue cow sees the old blue dog.,The young blue cow is greeted by the old blue dog and the old blue dog is seen by the young blue cow.,1,reviewer_1,,,
58d8bc7549959326858407fb20cc62cbd21e9036e720153619a1b8a957937ff2:1:en,en,dev_a,roles,The old blue dog greets the young blue cow and the young blue cow sees the old blue dog.,The young blue cow is greeted by the old blue dog and the old blue dog is seen by the young blue cow.,1,reviewer_2,,,
cf01edd93d6e9021fd9c67e97fcd6660641ebb01293c7d95ece96cf8f9a4816f:0:en,en,dev_a,negation,The old red cat does not greet the young yellow duck and the young yellow duck greets the old red cat.,The young yellow duck is greeted by the old red cat and the old red cat is not greeted by the young yellow duck.,0,reviewer_1,,,
cf01edd93d6e9021fd9c67e97fcd6660641ebb01293c7d95ece96cf8f9a4816f:0:en,en,dev_a,negation,The old red cat does not greet the young yellow duck and the young yellow duck greets the old red cat.,The young yellow duck is greeted by the old red cat and the old red cat is not greeted by the young yellow duck.,0,reviewer_2,,,
0f1462b936deb23a9065eab85732eb6ee082af96a3c8753b14632420474bd87e:1:en,en,dev_a,negation,The young blue lion does not greet the large black lion and the large black lion greets the young blue lion.,The large black lion is not greeted by the young blue lion and the young blue lion is greeted by the large black lion.,1,reviewer_1,,,
0f1462b936deb23a9065eab85732eb6ee082af96a3c8753b14632420474bd87e:1:en,en,dev_a,negation,The young blue lion does not greet the large black lion and the large black lion greets the young blue lion.,The large black lion is not greeted by the young blue lion and the young blue lion is greeted by the large black lion.,1,reviewer_2,,,
4ff52e71503f50650e9ec71f0a6ad96e3d8d4bfe52f2a549e697265119d04e2d:0:en,en,dev_a,space,The old green dog is above the small yellow mouse and the young black duck is below the young blue sheep.,The small yellow mouse is above the old green dog and the young blue sheep is below the young black duck.,0,reviewer_1,,,
4ff52e71503f50650e9ec71f0a6ad96e3d8d4bfe52f2a549e697265119d04e2d:0:en,en,dev_a,space,The old green dog is above the small yellow mouse and the young black duck is below the young blue sheep.,The small yellow mouse is above the old green dog and the young blue sheep is below the young black duck.,0,reviewer_2,,,
cdb94dfd1cabf5459d836b3d28ba9d6f933ad87e6694221a2f0a88021adcb387:1:en,en,dev_a,space,The old yellow bear is to the left of the small green bear and the large red rabbit is to the right of the small green lion.,The small green bear is to the right of the old yellow bear and the small green lion is to the left of the large red rabbit.,1,reviewer_1,,,
cdb94dfd1cabf5459d836b3d28ba9d6f933ad87e6694221a2f0a88021adcb387:1:en,en,dev_a,space,The old yellow bear is to the left of the small green bear and the large red rabbit is to the right of the small green lion.,The small green bear is to the right of the old yellow bear and the small green lion is to the left of the large red rabbit.,1,reviewer_2,,,
e857ba2925cb3c22243d62eee4581707f351703c41777ec9b84831a5cecd832f:0:en,en,dev_a,quantity,There are three young black hens and five young green bears.,There are three young green bears and five young black hens.,0,reviewer_1,,,
e857ba2925cb3c22243d62eee4581707f351703c41777ec9b84831a5cecd832f:0:en,en,dev_a,quantity,There are three young black hens and five young green bears.,There are three young green bears and five young black hens.,0,reviewer_2,,,
ad8f2905ec12b8ba12d72841e8a1eae08acf7868a89189b2e7786421f78245e4:1:en,en,dev_a,quantity,There are six old red bears and five old black bears.,There are five old black bears and six old red bears.,1,reviewer_1,,,
ad8f2905ec12b8ba12d72841e8a1eae08acf7868a89189b2e7786421f78245e4:1:en,en,dev_a,quantity,There are six old red bears and five old black bears.,There are five old black bears and six old red bears.,1,reviewer_2,,,
1746ca6a82adbe32b4376d54904fe2c58aad16e35e483fc4950709e1abfa2898:0:en,en,dev_b,roles,The large black mouse sees the small black bear and the small black bear greets the large black mouse.,The small black bear is greeted by the large black mouse and the large black mouse is seen by the small black bear.,0,reviewer_1,,,
1746ca6a82adbe32b4376d54904fe2c58aad16e35e483fc4950709e1abfa2898:0:en,en,dev_b,roles,The large black mouse sees the small black bear and the small black bear greets the large black mouse.,The small black bear is greeted by the large black mouse and the large black mouse is seen by the small black bear.,0,reviewer_2,,,
99576d3ef0b31687410f220800ea503725bb5815df5b4583de0105d40b802cb5:1:en,en,dev_b,roles,The old green sheep sees the old white cat and the old white cat greets the old green sheep.,The old white cat is seen by the old green sheep and the old green sheep is greeted by the old white cat.,1,reviewer_1,,,
99576d3ef0b31687410f220800ea503725bb5815df5b4583de0105d40b802cb5:1:en,en,dev_b,roles,The old green sheep sees the old white cat and the old white cat greets the old green sheep.,The old white cat is seen by the old green sheep and the old green sheep is greeted by the old white cat.,1,reviewer_2,,,
fcd5cb86da5c8db5b33e9bef1b2559820b72eabb38e5f421b28885146f616652:0:en,en,dev_b,negation,The small yellow mouse follows the large green hen and the large green hen does not follow the small yellow mouse.,The large green hen is not followed by the small yellow mouse and the small yellow mouse is followed by the large green hen.,0,reviewer_1,,,
fcd5cb86da5c8db5b33e9bef1b2559820b72eabb38e5f421b28885146f616652:0:en,en,dev_b,negation,The small yellow mouse follows the large green hen and the large green hen does not follow the small yellow mouse.,The large green hen is not followed by the small yellow mouse and the small yellow mouse is followed by the large green hen.,0,reviewer_2,,,
edbb0c1248add78b5a87b722f82bbe7cc5bff4d8b21d6c3d06886c5345fb59ee:1:en,en,dev_b,negation,The large yellow cow does not greet the old white lion and the old white lion greets the large yellow cow.,The old white lion is not greeted by the large yellow cow and the large yellow cow is greeted by the old white lion.,1,reviewer_1,,,
edbb0c1248add78b5a87b722f82bbe7cc5bff4d8b21d6c3d06886c5345fb59ee:1:en,en,dev_b,negation,The large yellow cow does not greet the old white lion and the old white lion greets the large yellow cow.,The old white lion is not greeted by the large yellow cow and the large yellow cow is greeted by the old white lion.,1,reviewer_2,,,
e671bd52e5e72ecbfe8d636ee146d6bfbc632ee90df4981a0bfaaadf778bd543:0:en,en,dev_b,space,The young red dog is to the right of the large white rabbit and the small blue hen is to the left of the young yellow hen.,The large white rabbit is to the right of the young red dog and the young yellow hen is to the left of the small blue hen.,0,reviewer_1,,,
e671bd52e5e72ecbfe8d636ee146d6bfbc632ee90df4981a0bfaaadf778bd543:0:en,en,dev_b,space,The young red dog is to the right of the large white rabbit and the small blue hen is to the left of the young yellow hen.,The large white rabbit is to the right of the young red dog and the young yellow hen is to the left of the small blue hen.,0,reviewer_2,,,
8bb92c46a5905e2ceae3f769e22fb189edf730e94313decd4f0c68b0313baf94:1:en,en,dev_b,space,The large black rabbit is above the old yellow mouse and the old white mouse is below the large yellow horse.,The old yellow mouse is below the large black rabbit and the large yellow horse is above the old white mouse.,1,reviewer_1,,,
8bb92c46a5905e2ceae3f769e22fb189edf730e94313decd4f0c68b0313baf94:1:en,en,dev_b,space,The large black rabbit is above the old yellow mouse and the old white mouse is below the large yellow horse.,The old yellow mouse is below the large black rabbit and the large yellow horse is above the old white mouse.,1,reviewer_2,,,
9681a7b27c9ce97a3edf91fe5938a1f396c991ceba793163f754414ad5cfb978:0:en,en,dev_b,quantity,There are three young red horses and five small black cats.,There are three small black cats and five young red horses.,0,reviewer_1,,,
