language,noun,color,size,case,count_index,surface
ko,0,2,2,plural,6,어린 초록색 개 여덟 마리
ko,0,2,3,nom,,늙은 초록색 개가
ko,0,2,3,acc,,늙은 초록색 개를
ko,0,2,3,dat,,늙은 초록색 개
ko,0,2,3,plural,0,늙은 초록색 개 두 마리
ko,0,2,3,plural,1,늙은 초록색 개 세 마리
ko,0,2,3,plural,2,늙은 초록색 개 네 마리
ko,0,2,3,plural,3,늙은 초록색 개 다섯 마리
ko,0,2,3,plural,4,늙은 초록색 개 여섯 마리
ko,0,2,3,plural,5,늙은 초록색 개 일곱 마리
ko,0,2,3,plural,6,늙은 초록색 개 여덟 마리
ko,0,3,0,nom,,작은 노란 개가
ko,0,3,0,acc,,작은 노란 개를
ko,0,3,0,dat,,작은 노란 개
ko,0,3,0,plural,0,작은 노란 개 두 마리
ko,0,3,0,plural,1,작은 노란 개 세 마리
ko,0,3,0,plural,2,작은 노란 개 네 마리
ko,0,3,0,plural,3,작은 노란 개 다섯 마리
ko,0,3,0,plural,4,작은 노란 개 여섯 마리
ko,0,3,0,plural,5,작은 노란 개 일곱 마리
ko,0,3,0,plural,6,작은 노란 개 여덟 마리
ko,0,3,1,nom,,큰 노란 개가
ko,0,3,1,acc,,큰 노란 개를
ko,0,3,1,dat,,큰 노란 개
ko,0,3,1,plural,0,큰 노란 개 두 마리
ko,0,3,1,plural,1,큰 노란 개 세 마리
ko,0,3,1,plural,2,큰 노란 개 네 마리
ko,0,3,1,plural,3,큰 노란 개 다섯 마리
ko,0,3,1,plural,4,큰 노란 개 여섯 마리
ko,0,3,1,plural,5,큰 노란 개 일곱 마리
ko,0,3,1,plural,6,큰 노란 개 여덟 마리
ko,0,3,2,nom,,어린 노란 개가
ko,0,3,2,acc,,어린 노란 개를
ko,0,3,2,dat,,어린 노란 개
ko,0,3,2,plural,0,어린 노란 개 두 마리
ko,0,3,2,plural,1,어린 노란 개 세 마리
ko,0,3,2,plural,2,어린 노란 개 네 마리
ko,0,3,2,plural,3,어린 노란 개 다섯 마리
ko,0,3,2,plural,4,어린 노란 개 여섯 마리
ko,0,3,2,plural,5,어린 노란 개 일곱 마리
ko,0,3,2,plural,6,어린 노란 개 여덟 마리
ko,0,3,3,nom,,늙은 노란 개가
ko,0,3,3,acc,,늙은 노란 개를
ko,0,3,3,dat,,늙은 노란 개
ko,0,3,3,plural,0,늙은 노란 개 두 마리
ko,0,3,3,plural,1,늙은 노란 개 세 마리
ko,0,3,3,plural,2,늙은 노란 개 네 마리
ko,0,3,3,plural,3,늙은 노란 개 다섯 마리
ko,0,3,3,plural,4,늙은 노란 개 여섯 마리
ko,0,3,3,plural,5,늙은 노란 개 일곱 마리
ko,0,3,3,plural,6,늙은 노란 개 여덟 마리
ko,0,4,0,nom,,작은 검은 개가
ko,0,4,0,acc,,작은 검은 개를
ko,0,4,0,dat,,작은 검은 개
ko,0,4,0,plural,0,작은 검은 개 두 마리
ko,0,4,0,plural,1,작은 검은 개 세 마리
ko,0,4,0,plural,2,작은 검은 개 네 마리
ko,0,4,0,plural,3,작은 검은 개 다섯 마리
ko,0,4,0,plural,4,작은 검은 개 여섯 마리
ko,0,4,0,plural,5,작은 검은 개 일곱 마리
ko,0,4,0,plural,6,작은 검은 개 여덟 마리
ko,0,4,1,nom,,큰 검은 개가
ko,0,4,1,acc,,큰 검은 개를
ko,0,4,1,dat,,큰 검은 개
ko,0,4,1,plural,0,큰 검은 개 두 마리
ko,0,4,1,plural,1,큰 검은 개 세 마리
ko,0,4,1,plural,2,큰 검은 개 네 마리
ko,0,4,1,plural,3,큰 검은 개 다섯 마리
ko,0,4,1,plural,4,큰 검은 개 여섯 마리
ko,0,4,1,plural,5,큰 검은 개 일곱 마리
ko,0,4,1,plural,6,큰 검은 개 여덟 마리
ko,0,4,2,nom,,어린 검은 개가
ko,0,4,2,acc,,어린 검은 개를
ko,0,4,2,dat,,어린 검은 개
ko,0,4,2,plural,0,어린 검은 개 두 마리
ko,0,4,2,plural,1,어린 검은 개 세 마리
ko,0,4,2,plural,2,어린 검은 개 네 마리
ko,0,4,2,plural,3,어린 검은 개 다섯 마리
ko,0,4,2,plural,4,어린 검은 개 여섯 마리
ko,0,4,2,plural,5,어린 검은 개 일곱 마리
ko,0,4,2,plural,6,어린 검은 개 여덟 마리
ko,0,4,3,nom,,늙은 검은 개가
ko,0,4,3,acc,,늙은 검은 개를
ko,0,4,3,dat,,늙은 검은 개
ko,0,4,3,plural,0,늙은 검은 개 두 마리
ko,0,4,3,plural,1,늙은 검은 개 세 마리
ko,0,4,3,plural,2,늙은 검은 개 네 마리
ko,0,4,3,plural,3,늙은 검은 개 다섯 마리
ko,0,4,3,plural,4,늙은 검은 개 여섯 마리
ko,0,4,3,plural,5,늙은 검은 개 일곱 마리
ko,0,4,3,plural,6,늙은 검은 개 여덟 마리
ko,0,5,0,nom,,작은 하얀 개가
ko,0,5,0,acc,,작은 하얀 개를
ko,0,5,0,dat,,작은 하얀 개
ko,0,5,0,plural,0,작은 하얀 개 두 마리
ko,0,5,0,plural,1,작은 하얀 개 세 마리
ko,0,5,0,plural,2,작은 하얀 개 네 마리
ko,0,5,0,plural,3,작은 하얀 개 다섯 마리
ko,0,5,0,plural,4,작은 하얀 개 여섯 마리
ko,0,5,0,plural,5,작은 하얀 개 일곱 마리
ko,0,5,0,plural,6,작은 하얀 개 여덟 마리
ko,0,5,1,nom,,큰 하얀 개가
ko,0,5,1,acc,,큰 하얀 개를
ko,0,5,1,dat,,큰 하얀 개
ko,0,5,1,plural,0,큰 하얀 개 두 마리
ko,0,5,1,plural,1,큰 하얀 개 세 마리
ko,0,5,1,plural,2,큰 하얀 개 네 마리
ko,0,5,1,plural,3,큰 하얀 개 다섯 마리
ko,0,5,1,plural,4,큰 하얀 개 여섯 마리
ko,0,5,1,plural,5,큰 하얀 개 일곱 마리
ko,0,5,1,plural,6,큰 하얀 개 여덟 마리
ko,0,5,2,nom,,어린 하얀 개가
ko,0,5,2,acc,,어린 하얀 개를
ko,0,5,2,dat,,어린 하얀 개
ko,0,5,2,plural,0,어린 하얀 개 두 마리
ko,0,5,2,plural,1,어린 하얀 개 세 마리
ko,0,5,2,plural,2,어린 하얀 개 네 마리
ko,0,5,2,plural,3,어린 하얀 개 다섯 마리
ko,0,5,2,plural,4,어린 하얀 개 여섯 마리
ko,0,5,2,plural,5,어린 하얀 개 일곱 마리
ko,0,5,2,plural,6,어린 하얀 개 여덟 마리
ko,0,5,3,nom,,늙은 하얀 개가
ko,0,5,3,acc,,늙은 하얀 개를
ko,0,5,3,dat,,늙은 하얀 개
ko,0,5,3,plural,0,늙은 하얀 개 두 마리
ko,0,5,3,plural,1,늙은 하얀 개 세 마리
ko,0,5,3,plural,2,늙은 하얀 개 네 마리
ko,0,5,3,plural,3,늙은 하얀 개 다섯 마리
ko,0,5,3,plural,4,늙은 하얀 개 여섯 마리
ko,0,5,3,plural,5,늙은 하얀 개 일곱 마리
ko,0,5,3,plural,6,늙은 하얀 개 여덟 마리
ko,1,0,0,nom,,작은 빨간 여우가
ko,1,0,0,acc,,작은 빨간 여우를
ko,1,0,0,dat,,작은 빨간 여우
ko,1,0,0,plural,0,작은 빨간 여우 두 마리
ko,1,0,0,plural,1,작은 빨간 여우 세 마리
ko,1,0,0,plural,2,작은 빨간 여우 네 마리
ko,1,0,0,plural,3,작은 빨간 여우 다섯 마리
ko,1,0,0,plural,4,작은 빨간 여우 여섯 마리
ko,1,0,0,plural,5,작은 빨간 여우 일곱 마리
ko,1,0,0,plural,6,작은 빨간 여우 여덟 마리
ko,1,0,1,nom,,큰 빨간 여우가
ko,1,0,1,acc,,큰 빨간 여우를
ko,1,0,1,dat,,큰 빨간 여우
ko,1,0,1,plural,0,큰 빨간 여우 두 마리
ko,1,0,1,plural,1,큰 빨간 여우 세 마리
ko,1,0,1,plural,2,큰 빨간 여우 네 마리
ko,1,0,1,plural,3,큰 빨간 여우 다섯 마리
ko,1,0,1,plural,4,큰 빨간 여우 여섯 마리
ko,1,0,1,plural,5,큰 빨간 여우 일곱 마리
ko,1,0,1,plural,6,큰 빨간 여우 여덟 마리
ko,1,0,2,nom,,어린 빨간 여우가
ko,1,0,2,acc,,어린 빨간 여우를
ko,1,0,2,dat,,어린 빨간 여우
ko,1,0,2,plural,0,어린 빨간 여우 두 마리
ko,1,0,2,plural,1,어린 빨간 여우 세 마리
ko,1,0,2,plural,2,어린 빨간 여우 네 마리
ko,1,0,2,plural,3,어린 빨간 여우 다섯 마리
ko,1,0,2,plural,4,어린 빨간 여우 여섯 마리
ko,1,0,2,plural,5,어린 빨간 여우 일곱 마리
ko,1,0,2,plural,6,어린 빨간 여우 여덟 마리
ko,1,0,3,nom,,늙은 빨간 여우가
ko,1,0,3,acc,,늙은 빨간 여우를
ko,1,0,3,dat,,늙은 빨간 여우
ko,1,0,3,plural,0,늙은 빨간 여우 두 마리
ko,1,0,3,plural,1,늙은 빨간 여우 세 마리
ko,1,0,3,plural,2,늙은 빨간 여우 네 마리
ko,1,0,3,plural,3,늙은 빨간 여우 다섯 마리
ko,1,0,3,plural,4,늙은 빨간 여우 여섯 마리
ko,1,0,3,plural,5,늙은 빨간 여우 일곱 마리
ko,1,0,3,plural,6,늙은 빨간 여우 여덟 마리
ko,1,1,0,nom,,작은 파란 여우가
ko,1,1,0,acc,,작은 파란 여우를
ko,1,1,0,dat,,작은 파란 여우
ko,1,1,0,plural,0,작은 파란 여우 두 마리
ko,1,1,0,plural,1,작은 파란 여우 세 마리
ko,1,1,0,plural,2,작은 파란 여우 네 마리
ko,1,1,0,plural,3,작은 파란 여우 다섯 마리
ko,1,1,0,plural,4,작은 파란 여우 여섯 마리
ko,1,1,0,plural,5,작은 파란 여우 일곱 마리
ko,1,1,0,plural,6,작은 파란 여우 여덟 마리
ko,1,1,1,nom,,큰 파란 여우가
ko,1,1,1,acc,,큰 파란 여우를
ko,1,1,1,dat,,큰 파란 여우
ko,1,1,1,plural,0,큰 파란 여우 두 마리
ko,1,1,1,plural,1,큰 파란 여우 세 마리
ko,1,1,1,plural,2,큰 파란 여우 네 마리
ko,1,1,1,plural,3,큰 파란 여우 다섯 마리
ko,1,1,1,plural,4,큰 파란 여우 여섯 마리
ko,1,1,1,plural,5,큰 파란 여우 일곱 마리
ko,1,1,1,plural,6,큰 파란 여우 여덟 마리
ko,1,1,2,nom,,어린 파란 여우가
ko,1,1,2,acc,,어린 파란 여우를
ko,1,1,2,dat,,어린 파란 여우
ko,1,1,2,plural,0,어린 파란 여우 두 마리
ko,1,1,2,plural,1,어린 파란 여우 세 마리
ko,1,1,2,plural,2,어린 파란 여우 네 마리
ko,1,1,2,plural,3,어린 파란 여우 다섯 마리
ko,1,1,2,plural,4,어린 파란 여우 여섯 마리
ko,1,1,2,plural,5,어린 파란 여우 일곱 마리
ko,1,1,2,plural,6,어린 파란 여우 여덟 마리
ko,1,1,3,nom,,늙은 파란 여우가
ko,1,1,3,acc,,늙은 파란 여우를
ko,1,1,3,dat,,늙은 파란 여우
ko,1,1,3,plural,0,늙은 파란 여우 두 마리
ko,1,1,3,plural,1,늙은 파란 여우 세 마리
ko,1,1,3,plural,2,늙은 파란 여우 네 마리
ko,1,1,3,plural,3,늙은 파란 여우 다섯 마리
ko,1,1,3,plural,4,늙은 파란 여우 여섯 마리
ko,1,1,3,plural,5,늙은 파란 여우 일곱 마리
ko,1,1,3,plural,6,늙은 파란 여우 여덟 마리
ko,1,2,0,nom,,작은 초록색 여우가
ko,1,2,0,acc,,작은 초록색 여우를
ko,1,2,0,dat,,작은 초록색 여우
ko,1,2,0,plural,0,작은 초록색 여우 두 마리
ko,1,2,0,plural,1,작은 초록색 여우 세 마리
ko,1,2,0,plural,2,작은 초록색 여우 네 마리
ko,1,2,0,plural,3,작은 초록색 여우 다섯 마리
ko,1,2,0,plural,4,작은 초록색 여우 여섯 마리
ko,1,2,0,plural,5,작은 초록색 여우 일곱 마리
ko,1,2,0,plural,6,작은 초록색 여우 여덟 마리
ko,1,2,1,nom,,큰 초록색 여우가
ko,1,2,1,acc,,큰 초록색 여우를
ko,1,2,1,dat,,큰 초록색 여우
ko,1,2,1,plural,0,큰 초록색 여우 두 마리
ko,1,2,1,plural,1,큰 초록색 여우 세 마리
ko,1,2,1,plural,2,큰 초록색 여우 네 마리
ko,1,2,1,plural,3,큰 초록색 여우 다섯 마리
ko,1,2,1,plural,4,큰 초록색 여우 여섯 마리
ko,1,2,1,plural,5,큰 초록색 여우 일곱 마리
ko,1,2,1,plural,6,큰 초록색 여우 여덟 마리
ko,1,2,2,nom,,어린 초록색 여우가
ko,1,2,2,acc,,어린 초록색 여우를
ko,1,2,2,dat,,어린 초록색 여우
ko,1,2,2,plural,0,어린 초록색 여우 두 마리
ko,1,2,2,plural,1,어린 초록색 여우 세 마리
ko,1,2,2,plural,2,어린 초록색 여우 네 마리
ko,1,2,2,plural,3,어린 초록색 여우 다섯 마리
ko,1,2,2,plural,4,어린 초록색 여우 여섯 마리
ko,1,2,2,plural,5,어린 초록색 여우 일곱 마리
ko,1,2,2,plural,6,어린 초록색 여우 여덟 마리
ko,1,2,3,nom,,늙은 초록색 여우가
ko,1,2,3,acc,,늙은 초록색 여우를
ko,1,2,3,dat,,늙은 초록색 여우
ko,1,2,3,plural,0,늙은 초록색 여우 두 마리
ko,1,2,3,plural,1,늙은 초록색 여우 세 마리
ko,1,2,3,plural,2,늙은 초록색 여우 네 마리
ko,1,2,3,plural,3,늙은 초록색 여우 다섯 마리
ko,1,2,3,plural,4,늙은 초록색 여우 여섯 마리
ko,1,2,3,plural,5,늙은 초록색 여우 일곱 마리
ko,1,2,3,plural,6,늙은 초록색 여우 여덟 마리
ko,1,3,0,nom,,작은 노란 여우가
ko,1,3,0,acc,,작은 노란 여우를
ko,1,3,0,dat,,작은 노란 여우
ko,1,3,0,plural,0,작은 노란 여우 두 마리
ko,1,3,0,plural,1,작은 노란 여우 세 마리
ko,1,3,0,plural,2,작은 노란 여우 네 마리
ko,1,3,0,plural,3,작은 노란 여우 다섯 마리
ko,1,3,0,plural,4,작은 노란 여우 여섯 마리
ko,1,3,0,plural,5,작은 노란 여우 일곱 마리
ko,1,3,0,plural,6,작은 노란 여우 여덟 마리
ko,1,3,1,nom,,큰 노란 여우가
ko,1,3,1,acc,,큰 노란 여우를
ko,1,3,1,dat,,큰 노란 여우
ko,1,3,1,plural,0,큰 노란 여우 두 마리
ko,1,3,1,plural,1,큰 노란 여우 세 마리
ko,1,3,1,plural,2,큰 노란 여우 네 마리
ko,1,3,1,plural,3,큰 노란 여우 다섯 마리
ko,1,3,1,plural,4,큰 노란 여우 여섯 마리
ko,1,3,1,plural,5,큰 노란 여우 일곱 마리
ko,1,3,1,plural,6,큰 노란 여우 여덟 마리
ko,1,3,2,nom,,어린 노란 여우가
ko,1,3,2,acc,,어린 노란 여우를
ko,1,3,2,dat,,어린 노란 여우
ko,1,3,2,plural,0,어린 노란 여우 두 마리
ko,1,3,2,plural,1,어린 노란 여우 세 마리
ko,1,3,2,plural,2,어린 노란 여우 네 마리
ko,1,3,2,plural,3,어린 노란 여우 다섯 마리
ko,1,3,2,plural,4,어린 노란 여우 여섯 마리
ko,1,3,2,plural,5,어린 노란 여우 일곱 마리
ko,1,3,2,plural,6,어린 노란 여우 여덟 마리
ko,1,3,3,nom,,늙은 노란 여우가
ko,1,3,3,acc,,늙은 노란 여우를
ko,1,3,3,dat,,늙은 노란 여우
ko,1,3,3,plural,0,늙은 노란 여우 두 마리
ko,1,3,3,plural,1,늙은 노란 여우 세 마리
ko,1,3,3,plural,2,늙은 노란 여우 네 마리
ko,1,3,3,plural,3,늙은 노란 여우 다섯 마리
ko,1,3,3,plural,4,늙은 노란 여우 여섯 마리
ko,1,3,3,plural,5,늙은 노란 여우 일곱 마리
ko,1,3,3,plural,6,늙은 노란 여우 여덟 마리
ko,1,4,0,nom,,작은 검은 여우가
ko,1,4,0,acc,,작은 검은 여우를
ko,1,4,0,dat,,작은 검은 여우
ko,1,4,0,plural,0,작은 검은 여우 두 마리
ko,1,4,0,plural,1,작은 검은 여우 세 마리
ko,1,4,0,plural,2,작은 검은 여우 네 마리
ko,1,4,0,plural,3,작은 검은 여우 다섯 마리
ko,1,4,0,plural,4,작은 검은 여우 여섯 마리
ko,1,4,0,plural,5,작은 검은 여우 일곱 마리
ko,1,4,0,plural,6,작은 검은 여우 여덟 마리
ko,1,4,1,nom,,큰 검은 여우가
ko,1,4,1,acc,,큰 검은 여우를
ko,1,4,1,dat,,큰 검은 여우
ko,1,4,1,plural,0,큰 검은 여우 두 마리
ko,1,4,1,plural,1,큰 검은 여우 세 마리
ko,1,4,1,plural,2,큰 검은 여우 네 마리
ko,1,4,1,plural,3,큰 검은 여우 다섯 마리
ko,1,4,1,plural,4,큰 검은 여우 여섯 마리
ko,1,4,1,plural,5,큰 검은 여우 일곱 마리
ko,1,4,1,plural,6,큰 검은 여우 여덟 마리
ko,1,4,2,nom,,어린 검은 여우가
ko,1,4,2,acc,,어린 검은 여우를
ko,1,4,2,dat,,어린 검은 여우
ko,1,4,2,plural,0,어린 검은 여우 두 마리
ko,1,4,2,plural,1,어린 검은 여우 세 마리
ko,1,4,2,plural,2,어린 검은 여우 네 마리
ko,1,4,2,plural,3,어린 검은 여우 다섯 마리
ko,1,4,2,plural,4,어린 검은 여우 여섯 마리
ko,1,4,2,plural,5,어린 검은 여우 일곱 마리
ko,1,4,2,plural,6,어린 검은 여우 여덟 마리
ko,1,4,3,nom,,늙은 검은 여우가
ko,1,4,3,acc,,늙은 검은 여우를
ko,1,4,3,dat,,늙은 검은 여우
ko,1,4,3,plural,0,늙은 검은 여우 두 마리
ko,1,4,3,plural,1,늙은 검은 여우 세 마리
ko,1,4,3,plural,2,늙은 검은 여우 네 마리
ko,1,4,3,plural,3,늙은 검은 여우 다섯 마리
ko,1,4,3,plural,4,늙은 검은 여우 여섯 마리
ko,1,4,3,plural,5,늙은 검은 여우 일곱 마리
ko,1,4,3,plural,6,늙은 검은 여우 여덟 마리
ko,1,5,0,nom,,작은 하얀 여우가
ko,1,5,0,acc,,작은 하얀 여우를
ko,1,5,0,dat,,작은 하얀 여우
ko,1,5,0,plural,0,작은 하얀 여우 두 마리
ko,1,5,0,plural,1,작은 하얀 여우 세 마리
ko,1,5,0,plural,2,작은 하얀 여우 네 마리
ko,1,5,0,plural,3,작은 하얀 여우 다섯 마리
ko,1,5,0,plural,4,작은 하얀 여우 여섯 마리
ko,1,5,0,plural,5,작은 하얀 여우 일곱 마리
ko,1,5,0,plural,6,작은 하얀 여우 여덟 마리
ko,1,5,1,nom,,큰 하얀 여우가
ko,1,5,1,acc,,큰 하얀 여우를
ko,1,5,1,dat,,큰 하얀 여우
ko,1,5,1,plural,0,큰 하얀 여우 두 마리
ko,1,5,1,plural,1,큰 하얀 여우 세 마리
ko,1,5,1,plural,2,큰 하얀 여우 네 마리
ko,1,5,1,plural,3,큰 하얀 여우 다섯 마리
ko,1,5,1,plural,4,큰 하얀 여우 여섯 마리
ko,1,5,1,plural,5,큰 하얀 여우 일곱 마리
ko,1,5,1,plural,6,큰 하얀 여우 여덟 마리
ko,1,5,2,nom,,어린 하얀 여우가
ko,1,5,2,acc,,어린 하얀 여우를
ko,1,5,2,dat,,어린 하얀 여우
ko,1,5,2,plural,0,어린 하얀 여우 두 마리
ko,1,5,2,plural,1,어린 하얀 여우 세 마리
ko,1,5,2,plural,2,어린 하얀 여우 네 마리
ko,1,5,2,plural,3,어린 하얀 여우 다섯 마리
ko,1,5,2,plural,4,어린 하얀 여우 여섯 마리
ko,1,5,2,plural,5,어린 하얀 여우 일곱 마리
ko,1,5,2,plural,6,어린 하얀 여우 여덟 마리
ko,1,5,3,nom,,늙은 하얀 여우가
ko,1,5,3,acc,,늙은 하얀 여우를
ko,1,5,3,dat,,늙은 하얀 여우
ko,1,5,3,plural,0,늙은 하얀 여우 두 마리
ko,1,5,3,plural,1,늙은 하얀 여우 세 마리
ko,1,5,3,plural,2,늙은 하얀 여우 네 마리
ko,1,5,3,plural,3,늙은 하얀 여우 다섯 마리
ko,1,5,3,plural,4,늙은 하얀 여우 여섯 마리
ko,1,5,3,plural,5,늙은 하얀 여우 일곱 마리
ko,1,5,3,plural,6,늙은 하얀 여우 여덟 마리
ko,2,0,0,nom,,작은 빨간 곰이
ko,2,0,0,acc,,작은 빨간 곰을
ko,2,0,0,dat,,작은 빨간 곰
ko,2,0,0,plural,0,작은 빨간 곰 두 마리
ko,2,0,0,plural,1,작은 빨간 곰 세 마리
ko,2,0,0,plural,2,작은 빨간 곰 네 마리
ko,2,0,0,plural,3,작은 빨간 곰 다섯 마리
ko,2,0,0,plural,4,작은 빨간 곰 여섯 마리
ko,2,0,0,plural,5,작은 빨간 곰 일곱 마리
ko,2,0,0,plural,6,작은 빨간 곰 여덟 마리
ko,2,0,1,nom,,큰 빨간 곰이
ko,2,0,1,acc,,큰 빨간 곰을
ko,2,0,1,dat,,큰 빨간 곰
ko,2,0,1,plural,0,큰 빨간 곰 두 마리
ko,2,0,1,plural,1,큰 빨간 곰 세 마리
ko,2,0,1,plural,2,큰 빨간 곰 네 마리
ko,2,0,1,plural,3,큰 빨간 곰 다섯 마리
ko,2,0,1,plural,4,큰 빨간 곰 여섯 마리
ko,2,0,1,plural,5,큰 빨간 곰 일곱 마리
ko,2,0,1,plural,6,큰 빨간 곰 여덟 마리
ko,2,0,2,nom,,어린 빨간 곰이
ko,2,0,2,acc,,어린 빨간 곰을
ko,2,0,2,dat,,어린 빨간 곰
ko,2,0,2,plural,0,어린 빨간 곰 두 마리
ko,2,0,2,plural,1,어린 빨간 곰 세 마리
ko,2,0,2,plural,2,어린 빨간 곰 네 마리
ko,2,0,2,plural,3,어린 빨간 곰 다섯 마리
ko,2,0,2,plural,4,어린 빨간 곰 여섯 마리
