language,split,task,verb,neg,sentence_a,sentence_b
ko,train,negation,2,False,작은 빨간 고양이가 어린 하얀 닭을 뒤따른다는 것과 어린 하얀 닭이 작은 빨간 고양이를 뒤따르지 않는다는 것이 모두 사실이다.,어린 하얀 닭을 작은 빨간 고양이가 뒤따르지 않는다는 것과 작은 빨간 고양이를 어린 하얀 닭이 뒤따른다는 것이 모두 사실이다.
ko,train,negation,2,False,작은 빨간 고양이가 어린 하얀 닭을 뒤따른다는 것과 어린 하얀 닭이 작은 빨간 고양이를 뒤따르지 않는다는 것이 모두 사실이다.,어린 하얀 닭을 작은 빨간 고양이가 뒤따른다는 것과 작은 빨간 고양이를 어린 하얀 닭이 뒤따르지 않는다는 것이 모두 사실이다.
ko,train,negation,1,True,큰 빨간 말이 큰 빨간 사자를 맞이하지 않는다는 것과 큰 빨간 사자가 큰 빨간 말을 맞이한다는 것이 모두 사실이다.,큰 빨간 사자를 큰 빨간 말이 맞이한다는 것과 큰 빨간 말을 큰 빨간 사자가 맞이하지 않는다는 것이 모두 사실이다.
ko,train,negation,1,True,큰 빨간 말이 큰 빨간 사자를 맞이하지 않는다는 것과 큰 빨간 사자가 큰 빨간 말을 맞이한다는 것이 모두 사실이다.,큰 빨간 사자를 큰 빨간 말이 맞이하지 않는다는 것과 큰 빨간 말을 큰 빨간 사자가 맞이한다는 것이 모두 사실이다.
ko,train,space,1,True,작은 노란 사자는 어린 파란 곰의 왼쪽에 있다는 것과 작은 초록색 토끼는 작은 초록색 고양이의 오른쪽에 있다는 것이 모두 사실이다.,어린 파란 곰은 작은 노란 사자의 왼쪽에 있다는 것과 작은 초록색 고양이는 작은 초록색 토끼의 오른쪽에 있다는 것이 모두 사실이다.
ko,train,space,1,True,작은 노란 사자는 어린 파란 곰의 왼쪽에 있다는 것과 작은 초록색 토끼는 작은 초록색 고양이의 오른쪽에 있다는 것이 모두 사실이다.,어린 파란 곰은 작은 노란 사자의 오른쪽에 있다는 것과 작은 초록색 고양이는 작은 초록색 토끼의 왼쪽에 있다는 것이 모두 사실이다.
ko,train,space,2,False,늙은 빨간 개는 작은 파란 말의 오른쪽에 있다는 것과 큰 노란 말은 어린 빨간 곰의 왼쪽에 있다는 것이 모두 사실이다.,작은 파란 말은 늙은 빨간 개의 오른쪽에 있다는 것과 어린 빨간 곰은 큰 노란 말의 왼쪽에 있다는 것이 모두 사실이다.
ko,train,space,2,False,늙은 빨간 개는 작은 파란 말의 오른쪽에 있다는 것과 큰 노란 말은 어린 빨간 곰의 왼쪽에 있다는 것이 모두 사실이다.,작은 파란 말은 늙은 빨간 개의 왼쪽에 있다는 것과 어린 빨간 곰은 큰 노란 말의 오른쪽에 있다는 것이 모두 사실이다.
ko,train,space,2,True,작은 하얀 오리는 어린 빨간 쥐의 오른쪽에 있다는 것과 늙은 하얀 닭은 큰 노란 소의 왼쪽에 있다는 것이 모두 사실이다.,어린 빨간 쥐는 작은 하얀 오리의 오른쪽에 있다는 것과 큰 노란 소는 늙은 하얀 닭의 왼쪽에 있다는 것이 모두 사실이다.
ko,train,space,2,True,작은 하얀 오리는 어린 빨간 쥐의 오른쪽에 있다는 것과 늙은 하얀 닭은 큰 노란 소의 왼쪽에 있다는 것이 모두 사실이다.,어린 빨간 쥐는 작은 하얀 오리의 왼쪽에 있다는 것과 큰 노란 소는 늙은 하얀 닭의 오른쪽에 있다는 것이 모두 사실이다.
ko,train,space,0,False,작은 초록색 소는 작은 빨간 양의 오른쪽에 있다는 것과 어린 하얀 오리는 작은 파란 오리의 왼쪽에 있다는 것이 모두 사실이다.,작은 빨간 양은 작은 초록색 소의 오른쪽에 있다는 것과 작은 파란 오리는 어린 하얀 오리의 왼쪽에 있다는 것이 모두 사실이다.
ko,train,space,0,False,작은 초록색 소는 작은 빨간 양의 오른쪽에 있다는 것과 어린 하얀 오리는 작은 파란 오리의 왼쪽에 있다는 것이 모두 사실이다.,작은 빨간 양은 작은 초록색 소의 왼쪽에 있다는 것과 작은 파란 오리는 어린 하얀 오리의 오른쪽에 있다는 것이 모두 사실이다.
ko,train,space,0,True,어린 검은 고양이는 어린 하얀 곰의 앞에 있다는 것과 작은 빨간 사자는 어린 검은 사자의 뒤에 있다는 것이 모두 사실이다.,어린 하얀 곰은 어린 검은 고양이의 앞에 있다는 것과 어린 검은 사자는 작은 빨간 사자의 뒤에 있다는 것이 모두 사실이다.
ko,train,space,0,True,어린 검은 고양이는 어린 하얀 곰의 앞에 있다는 것과 작은 빨간 사자는 어린 검은 사자의 뒤에 있다는 것이 모두 사실이다.,어린 하얀 곰은 어린 검은 고양이의 뒤에 있다는 것과 어린 검은 사자는 작은 빨간 사자의 앞에 있다는 것이 모두 사실이다.
ko,train,space,1,False,어린 노란 양은 작은 노란 사자의 뒤에 있다는 것과 큰 빨간 오리는 늙은 빨간 여우의 앞에 있다는 것이 모두 사실이다.,작은 노란 사자는 어린 노란 양의 뒤에 있다는 것과 늙은 빨간 여우는 큰 빨간 오리의 앞에 있다는 것이 모두 사실이다.
ko,train,space,1,False,어린 노란 양은 작은 노란 사자의 뒤에 있다는 것과 큰 빨간 오리는 늙은 빨간 여우의 앞에 있다는 것이 모두 사실이다.,작은 노란 사자는 어린 노란 양의 앞에 있다는 것과 늙은 빨간 여우는 큰 빨간 오리의 뒤에 있다는 것이 모두 사실이다.
ko,train,quantity,1,True,어린 검은 개 여덟 마리와 작은 노란 사자 여섯 마리가 있다.,작은 노란 사자 여덟 마리와 어린 검은 개 여섯 마리가 있다.
ko,train,quantity,1,True,어린 검은 개 여덟 마리와 작은 노란 사자 여섯 마리가 있다.,작은 노란 사자 여섯 마리와 어린 검은 개 여덟 마리가 있다.
ko,train,quantity,1,False,작은 초록색 사자 다섯 마리와 늙은 파란 소 여섯 마리가 있다.,늙은 파란 소 다섯 마리와 작은 초록색 사자 여섯 마리가 있다.
ko,train,quantity,1,False,작은 초록색 사자 다섯 마리와 늙은 파란 소 여섯 마리가 있다.,늙은 파란 소 여섯 마리와 작은 초록색 사자 다섯 마리가 있다.
ko,train,quantity,2,False,작은 하얀 개 세 마리와 늙은 파란 닭 네 마리가 있다.,늙은 파란 닭 세 마리와 작은 하얀 개 네 마리가 있다.
ko,train,quantity,2,False,작은 하얀 개 세 마리와 늙은 파란 닭 네 마리가 있다.,늙은 파란 닭 네 마리와 작은 하얀 개 세 마리가 있다.
ko,train,quantity,0,False,늙은 빨간 쥐 두 마리와 큰 초록색 오리 네 마리가 있다.,큰 초록색 오리 두 마리와 늙은 빨간 쥐 네 마리가 있다.
ko,train,quantity,0,False,늙은 빨간 쥐 두 마리와 큰 초록색 오리 네 마리가 있다.,큰 초록색 오리 네 마리와 늙은 빨간 쥐 두 마리가 있다.
ko,train,quantity,2,True,어린 하얀 오리 여덟 마리와 작은 노란 토끼 두 마리가 있다.,작은 노란 토끼 여덟 마리와 어린 하얀 오리 두 마리가 있다.
ko,train,quantity,2,True,어린 하얀 오리 여덟 마리와 작은 노란 토끼 두 마리가 있다.,작은 노란 토끼 두 마리와 어린 하얀 오리 여덟 마리가 있다.
ko,train,quantity,0,True,늙은 검은 양 두 마리와 큰 하얀 곰 네 마리가 있다.,큰 하얀 곰 두 마리와 늙은 검은 양 네 마리가 있다.
ko,train,quantity,0,True,늙은 검은 양 두 마리와 큰 하얀 곰 네 마리가 있다.,큰 하얀 곰 네 마리와 늙은 검은 양 두 마리가 있다.
ko,dev_a,roles,2,False,늙은 하얀 사자가 늙은 초록색 여우를 뒤따른다는 것과 늙은 초록색 여우가 늙은 하얀 사자를 맞이한다는 것이 모두 사실이라는 것이 사실인가?,늙은 초록색 여우를 늙은 하얀 사자가 맞이한다는 것과 늙은 하얀 사자를 늙은 초록색 여우가 뒤따른다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,roles,2,False,늙은 하얀 사자가 늙은 초록색 여우를 뒤따른다는 것과 늙은 초록색 여우가 늙은 하얀 사자를 맞이한다는 것이 모두 사실이라는 것이 사실인가?,늙은 초록색 여우를 늙은 하얀 사자가 뒤따른다는 것과 늙은 하얀 사자를 늙은 초록색 여우가 맞이한다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,roles,1,False,늙은 파란 고양이가 늙은 초록색 곰을 맞이한다는 것과 늙은 초록색 곰이 늙은 파란 고양이를 본다는 것이 모두 사실이라는 것이 사실인가?,늙은 초록색 곰을 늙은 파란 고양이가 본다는 것과 늙은 파란 고양이를 늙은 초록색 곰이 맞이한다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,roles,1,False,늙은 파란 고양이가 늙은 초록색 곰을 맞이한다는 것과 늙은 초록색 곰이 늙은 파란 고양이를 본다는 것이 모두 사실이라는 것이 사실인가?,늙은 초록색 곰을 늙은 파란 고양이가 맞이한다는 것과 늙은 파란 고양이를 늙은 초록색 곰이 본다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,roles,0,False,어린 빨간 말이 어린 초록색 오리를 본다는 것과 어린 초록색 오리가 어린 빨간 말을 뒤따른다는 것이 모두 사실이라는 것이 사실인가?,어린 초록색 오리를 어린 빨간 말이 뒤따른다는 것과 어린 빨간 말을 어린 초록색 오리가 본다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,roles,0,False,어린 빨간 말이 어린 초록색 오리를 본다는 것과 어린 초록색 오리가 어린 빨간 말을 뒤따른다는 것이 모두 사실이라는 것이 사실인가?,어린 초록색 오리를 어린 빨간 말이 본다는 것과 어린 빨간 말을 어린 초록색 오리가 뒤따른다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,negation,0,True,작은 노란 여우가 어린 파란 개를 보지 않는다는 것과 어린 파란 개가 작은 노란 여우를 본다는 것이 모두 사실이라는 것이 사실인가?,어린 파란 개를 작은 노란 여우가 본다는 것과 작은 노란 여우를 어린 파란 개가 보지 않는다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,negation,0,True,작은 노란 여우가 어린 파란 개를 보지 않는다는 것과 어린 파란 개가 작은 노란 여우를 본다는 것이 모두 사실이라는 것이 사실인가?,어린 파란 개를 작은 노란 여우가 보지 않는다는 것과 작은 노란 여우를 어린 파란 개가 본다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,negation,0,False,작은 빨간 곰이 작은 파란 오리를 본다는 것과 작은 파란 오리가 작은 빨간 곰을 보지 않는다는 것이 모두 사실이라는 것이 사실인가?,작은 파란 오리를 작은 빨간 곰이 보지 않는다는 것과 작은 빨간 곰을 작은 파란 오리가 본다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,negation,0,False,작은 빨간 곰이 작은 파란 오리를 본다는 것과 작은 파란 오리가 작은 빨간 곰을 보지 않는다는 것이 모두 사실이라는 것이 사실인가?,작은 파란 오리를 작은 빨간 곰이 본다는 것과 작은 빨간 곰을 작은 파란 오리가 보지 않는다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,negation,1,True,큰 노란 개가 늙은 하얀 말을 맞이하지 않는다는 것과 늙은 하얀 말이 큰 노란 개를 맞이한다는 것이 모두 사실이라는 것이 사실인가?,늙은 하얀 말을 큰 노란 개가 맞이한다는 것과 큰 노란 개를 늙은 하얀 말이 맞이하지 않는다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,negation,1,True,큰 노란 개가 늙은 하얀 말을 맞이하지 않는다는 것과 늙은 하얀 말이 큰 노란 개를 맞이한다는 것이 모두 사실이라는 것이 사실인가?,늙은 하얀 말을 큰 노란 개가 맞이하지 않는다는 것과 큰 노란 개를 늙은 하얀 말이 맞이한다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,negation,1,False,어린 노란 고양이가 어린 검은 오리를 맞이한다는 것과 어린 검은 오리가 어린 노란 고양이를 맞이하지 않는다는 것이 모두 사실이라는 것이 사실인가?,어린 검은 오리를 어린 노란 고양이가 맞이하지 않는다는 것과 어린 노란 고양이를 어린 검은 오리가 맞이한다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,negation,1,False,어린 노란 고양이가 어린 검은 오리를 맞이한다는 것과 어린 검은 오리가 어린 노란 고양이를 맞이하지 않는다는 것이 모두 사실이라는 것이 사실인가?,어린 검은 오리를 어린 노란 고양이가 맞이한다는 것과 어린 노란 고양이를 어린 검은 오리가 맞이하지 않는다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,negation,2,False,어린 하얀 개가 늙은 파란 고양이를 뒤따른다는 것과 늙은 파란 고양이가 어린 하얀 개를 뒤따르지 않는다는 것이 모두 사실이라는 것이 사실인가?,늙은 파란 고양이를 어린 하얀 개가 뒤따르지 않는다는 것과 어린 하얀 개를 늙은 파란 고양이가 뒤따른다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,negation,2,False,어린 하얀 개가 늙은 파란 고양이를 뒤따른다는 것과 늙은 파란 고양이가 어린 하얀 개를 뒤따르지 않는다는 것이 모두 사실이라는 것이 사실인가?,늙은 파란 고양이를 어린 하얀 개가 뒤따른다는 것과 어린 하얀 개를 늙은 파란 고양이가 뒤따르지 않는다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,negation,2,True,늙은 하얀 고양이가 늙은 파란 고양이를 뒤따르지 않는다는 것과 늙은 파란 고양이가 늙은 하얀 고양이를 뒤따른다는 것이 모두 사실이라는 것이 사실인가?,늙은 파란 고양이를 늙은 하얀 고양이가 뒤따른다는 것과 늙은 하얀 고양이를 늙은 파란 고양이가 뒤따르지 않는다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,negation,2,True,늙은 하얀 고양이가 늙은 파란 고양이를 뒤따르지 않는다는 것과 늙은 파란 고양이가 늙은 하얀 고양이를 뒤따른다는 것이 모두 사실이라는 것이 사실인가?,늙은 파란 고양이를 늙은 하얀 고양이가 뒤따르지 않는다는 것과 늙은 하얀 고양이를 늙은 파란 고양이가 뒤따른다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,space,2,False,늙은 빨간 곰은 늙은 파란 여우의 아래에 있다는 것과 어린 검은 쥐는 큰 빨간 여우의 위에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 파란 여우는 늙은 빨간 곰의 아래에 있다는 것과 큰 빨간 여우는 어린 검은 쥐의 위에 있다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,space,2,False,늙은 빨간 곰은 늙은 파란 여우의 아래에 있다는 것과 어린 검은 쥐는 큰 빨간 여우의 위에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 파란 여우는 늙은 빨간 곰의 위에 있다는 것과 큰 빨간 여우는 어린 검은 쥐의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,space,0,False,늙은 파란 곰은 어린 하얀 고양이의 앞에 있다는 것과 늙은 파란 사자는 큰 초록색 소의 뒤에 있다는 것이 모두 사실이라는 것이 사실인가?,어린 하얀 고양이는 늙은 파란 곰의 앞에 있다는 것과 큰 초록색 소는 늙은 파란 사자의 뒤에 있다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,space,0,False,늙은 파란 곰은 어린 하얀 고양이의 앞에 있다는 것과 늙은 파란 사자는 큰 초록색 소의 뒤에 있다는 것이 모두 사실이라는 것이 사실인가?,어린 하얀 고양이는 늙은 파란 곰의 뒤에 있다는 것과 큰 초록색 소는 늙은 파란 사자의 앞에 있다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,space,0,True,작은 초록색 토끼는 늙은 검은 소의 오른쪽에 있다는 것과 어린 검은 여우는 늙은 노란 오리의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 검은 소는 작은 초록색 토끼의 오른쪽에 있다는 것과 늙은 노란 오리는 어린 검은 여우의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,space,0,True,작은 초록색 토끼는 늙은 검은 소의 오른쪽에 있다는 것과 어린 검은 여우는 늙은 노란 오리의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 검은 소는 작은 초록색 토끼의 왼쪽에 있다는 것과 늙은 노란 오리는 어린 검은 여우의 오른쪽에 있다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,space,1,False,큰 하얀 닭은 늙은 하얀 토끼의 위에 있다는 것과 큰 빨간 닭은 작은 하얀 양의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 하얀 토끼는 큰 하얀 닭의 위에 있다는 것과 작은 하얀 양은 큰 빨간 닭의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,space,1,False,큰 하얀 닭은 늙은 하얀 토끼의 위에 있다는 것과 큰 빨간 닭은 작은 하얀 양의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 하얀 토끼는 큰 하얀 닭의 아래에 있다는 것과 작은 하얀 양은 큰 빨간 닭의 위에 있다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,space,2,True,늙은 파란 개는 어린 파란 소의 오른쪽에 있다는 것과 큰 검은 개는 늙은 하얀 여우의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?,어린 파란 소는 늙은 파란 개의 오른쪽에 있다는 것과 늙은 하얀 여우는 큰 검은 개의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,space,2,True,늙은 파란 개는 어린 파란 소의 오른쪽에 있다는 것과 큰 검은 개는 늙은 하얀 여우의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?,어린 파란 소는 늙은 파란 개의 왼쪽에 있다는 것과 늙은 하얀 여우는 큰 검은 개의 오른쪽에 있다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,space,1,True,어린 검은 여우는 작은 검은 개의 위에 있다는 것과 작은 파란 닭은 어린 노란 곰의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?,작은 검은 개는 어린 검은 여우의 위에 있다는 것과 어린 노란 곰은 작은 파란 닭의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,space,1,True,어린 검은 여우는 작은 검은 개의 위에 있다는 것과 작은 파란 닭은 어린 노란 곰의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?,작은 검은 개는 어린 검은 여우의 아래에 있다는 것과 어린 노란 곰은 작은 파란 닭의 위에 있다는 것이 모두 사실이라는 것이 사실인가?
ko,dev_a,quantity,0,True,작은 초록색 여우 여섯 마리와 늙은 검은 사자 세 마리가 있다는 것이 사실인가?,늙은 검은 사자 여섯 마리와 작은 초록색 여우 세 마리가 있다는 것이 사실인가?
ko,dev_a,quantity,0,True,작은 초록색 여우 여섯 마리와 늙은 검은 사자 세 마리가 있다는 것이 사실인가?,늙은 검은 사자 세 마리와 작은 초록색 여우 여섯 마리가 있다는 것이 사실인가?
ko,dev_a,quantity,2,False,큰 초록색 여우 세 마리와 작은 노란 쥐 일곱 마리가 있다는 것이 사실인가?,작은 노란 쥐 세 마리와 큰 초록색 여우 일곱 마리가 있다는 것이 사실인가?
ko,dev_a,quantity,2,False,큰 초록색 여우 세 마리와 작은 노란 쥐 일곱 마리가 있다는 것이 사실인가?,작은 노란 쥐 일곱 마리와 큰 초록색 여우 세 마리가 있다는 것이 사실인가?
ko,dev_a,quantity,1,True,늙은 노란 여우 다섯 마리와 어린 파란 말 두 마리가 있다는 것이 사실인가?,어린 파란 말 다섯 마리와 늙은 노란 여우 두 마리가 있다는 것이 사실인가?
ko,dev_a,quantity,1,True,늙은 노란 여우 다섯 마리와 어린 파란 말 두 마리가 있다는 것이 사실인가?,어린 파란 말 두 마리와 늙은 노란 여우 다섯 마리가 있다는 것이 사실인가?
ko,dev_a,quantity,2,True,큰 노란 오리 여덟 마리와 큰 검은 사자 일곱 마리가 있다는 것이 사실인가?,큰 검은 사자 여덟 마리와 큰 노란 오리 일곱 마리가 있다는 것이 사실인가?
ko,dev_a,quantity,2,True,큰 노란 오리 여덟 마리와 큰 검은 사자 일곱 마리가 있다는 것이 사실인가?,큰 검은 사자 일곱 마리와 큰 노란 오리 여덟 마리가 있다는 것이 사실인가?
ko,dev_a,quantity,0,False,큰 검은 여우 두 마리와 어린 빨간 개 네 마리가 있다는 것이 사실인가?,어린 빨간 개 두 마리와 큰 검은 여우 네 마리가 있다는 것이 사실인가?
ko,dev_a,quantity,0,False,큰 검은 여우 두 마리와 어린 빨간 개 네 마리가 있다는 것이 사실인가?,어린 빨간 개 네 마리와 큰 검은 여우 두 마리가 있다는 것이 사실인가?
ko,dev_a,quantity,1,False,어린 노란 소 세 마리와 작은 검은 쥐 여덟 마리가 있다는 것이 사실인가?,작은 검은 쥐 세 마리와 어린 노란 소 여덟 마리가 있다는 것이 사실인가?
ko,dev_a,quantity,1,False,어린 노란 소 세 마리와 작은 검은 쥐 여덟 마리가 있다는 것이 사실인가?,작은 검은 쥐 여덟 마리와 어린 노란 소 세 마리가 있다는 것이 사실인가?
ko,dev_b,roles,1,False,늙은 빨간 여우가 어린 초록색 개를 맞이한다는 것과 어린 초록색 개가 늙은 빨간 여우를 뒤따른다는 것이 모두 사실이라고 누군가 말한다.,어린 초록색 개를 늙은 빨간 여우가 뒤따른다는 것과 늙은 빨간 여우를 어린 초록색 개가 맞이한다는 것이 모두 사실이라고 누군가 말한다.
ko,dev_b,roles,1,False,늙은 빨간 여우가 어린 초록색 개를 맞이한다는 것과 어린 초록색 개가 늙은 빨간 여우를 뒤따른다는 것이 모두 사실이라고 누군가 말한다.,어린 초록색 개를 늙은 빨간 여우가 맞이한다는 것과 늙은 빨간 여우를 어린 초록색 개가 뒤따른다는 것이 모두 사실이라고 누군가 말한다.
ko,dev_b,roles,0,False,작은 초록색 쥐가 어린 노란 개를 본다는 것과 어린 노란 개가 작은 초록색 쥐를 맞이한다는 것이 모두 사실이라고 누군가 말한다.,어린 노란 개를 작은 초록색 쥐가 맞이한다는 것과 작은 초록색 쥐를 어린 노란 개가 본다는 것이 모두 사실이라고 누군가 말한다.
ko,dev_b,roles,0,False,작은 초록색 쥐가 어린 노란 개를 본다는 것과 어린 노란 개가 작은 초록색 쥐를 맞이한다는 것이 모두 사실이라고 누군가 말한다.,어린 노란 개를 작은 초록색 쥐가 본다는 것과 작은 초록색 쥐를 어린 노란 개가 맞이한다는 것이 모두 사실이라고 누군가 말한다.
ko,dev_b,roles,2,False,늙은 하얀 쥐가 어린 검은 오리를 뒤따른다는 것과 어린 검은 오리가 늙은 하얀 쥐를 본다는 것이 모두 사실이라고 누군가 말한다.,어린 검은 오리를 늙은 하얀 쥐가 본다는 것과 늙은 하얀 쥐를 어린 검은 오리가 뒤따른다는 것이 모두 사실이라고 누군가 말한다.
ko,dev_b,roles,2,False,늙은 하얀 쥐가 어린 검은 오리를 뒤따른다는 것과 어린 검은 오리가 늙은 하얀 쥐를 본다는 것이 모두 사실이라고 누군가 말한다.,어린 검은 오리를 늙은 하얀 쥐가 뒤따른다는 것과 늙은 하얀 쥐를 어린 검은 오리가 본다는 것이 모두 사실이라고 누군가 말한다.
ko,dev_b,negation,2,True,큰 노란 여우가 작은 파란 곰을 뒤따르지 않는다는 것과 작은 파란 곰이 큰 노란 여우를 뒤따른다는 것이 모두 사실이라고 누군가 말한다.,작은 파란 곰을 큰 노란 여우가 뒤따른다는 것과 큰 노란 여우를 작은 파란 곰이 뒤따르지 않는다는 것이 모두 사실이라고 누군가 말한다.
