review_id,language,split,task,sentence_a,sentence_b,reviewer,judged_label,fluent,comment
0ff7458700,ko,train,space,큰 빨간 사자는 늙은 노란 토끼의 오른쪽에 있다는 것과 작은 초록색 고양이는 어린 빨간 쥐의 왼쪽에 있다는 것이 모두 사실이다.,늙은 노란 토끼는 큰 빨간 사자의 오른쪽에 있다는 것과 어린 빨간 쥐는 작은 초록색 고양이의 왼쪽에 있다는 것이 모두 사실이다.,KO-R2-Q73JV,,,
f7ef17fcd6,ko,test,quantity,만약 큰 초록색 여우 다섯 마리와 작은 하얀 개 네 마리가 있다면 종이 울린다.,만약 작은 하얀 개 네 마리와 큰 초록색 여우 다섯 마리가 있다면 종이 울린다.,KO-R2-Q73JV,,,
ab223a46f4,ko,dev_b,quantity,늙은 하얀 쥐 다섯 마리와 작은 검은 말 일곱 마리가 있다고 누군가 말한다.,작은 검은 말 일곱 마리와 늙은 하얀 쥐 다섯 마리가 있다고 누군가 말한다.,KO-R2-Q73JV,,,
e7c716ff15,ko,train,space,어린 하얀 사자는 어린 빨간 고양이의 뒤에 있다는 것과 작은 초록색 고양이는 늙은 파란 토끼의 앞에 있다는 것이 모두 사실이다.,어린 빨간 고양이는 어린 하얀 사자의 뒤에 있다는 것과 늙은 파란 토끼는 작은 초록색 고양이의 앞에 있다는 것이 모두 사실이다.,KO-R2-Q73JV,,,
3d7bbc7ff9,ko,dev_b,quantity,늙은 파란 양 여섯 마리와 큰 하얀 닭 세 마리가 있다고 누군가 말한다.,큰 하얀 닭 여섯 마리와 늙은 파란 양 세 마리가 있다고 누군가 말한다.,KO-R2-Q73JV,,,
a481af0bc7,ko,dev_b,roles,큰 빨간 토끼가 큰 빨간 개를 본다는 것과 큰 빨간 개가 큰 빨간 토끼를 맞이한다는 것이 모두 사실이라고 누군가 말한다.,큰 빨간 개를 큰 빨간 토끼가 본다는 것과 큰 빨간 토끼를 큰 빨간 개가 맞이한다는 것이 모두 사실이라고 누군가 말한다.,KO-R2-Q73JV,,,
1231daf1ca,ko,test,space,만약 어린 노란 소는 작은 노란 양의 왼쪽에 있다는 것과 어린 하얀 쥐는 큰 하얀 여우의 오른쪽에 있다는 것이 모두 사실이라면 종이 울린다.,만약 작은 노란 양은 어린 노란 소의 오른쪽에 있다는 것과 큰 하얀 여우는 어린 하얀 쥐의 왼쪽에 있다는 것이 모두 사실이라면 종이 울린다.,KO-R2-Q73JV,,,
d86ea9ad5d,ko,train,negation,큰 하얀 말이 작은 하얀 닭을 뒤따른다는 것과 작은 하얀 닭이 큰 하얀 말을 뒤따르지 않는다는 것이 모두 사실이다.,작은 하얀 닭을 큰 하얀 말이 뒤따르지 않는다는 것과 큰 하얀 말을 작은 하얀 닭이 뒤따른다는 것이 모두 사실이다.,KO-R2-Q73JV,,,
4d70f40a2e,ko,dev_a,quantity,작은 하얀 말 세 마리와 늙은 파란 말 네 마리가 있다는 것이 사실인가?,늙은 파란 말 세 마리와 작은 하얀 말 네 마리가 있다는 것이 사실인가?,KO-R2-Q73JV,,,
e40035c2cc,ko,dev_b,space,큰 노란 오리는 늙은 빨간 고양이의 오른쪽에 있다는 것과 늙은 파란 여우는 늙은 노란 곰의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,늙은 빨간 고양이는 큰 노란 오리의 오른쪽에 있다는 것과 늙은 노란 곰은 늙은 파란 여우의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,KO-R2-Q73JV,,,
872feaeb26,ko,dev_a,roles,큰 빨간 토끼가 어린 검은 쥐를 뒤따른다는 것과 어린 검은 쥐가 큰 빨간 토끼를 본다는 것이 모두 사실이라는 것이 사실인가?,어린 검은 쥐를 큰 빨간 토끼가 뒤따른다는 것과 큰 빨간 토끼를 어린 검은 쥐가 본다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
15f78bc131,ko,dev_a,roles,작은 하얀 고양이가 큰 노란 오리를 뒤따른다는 것과 큰 노란 오리가 작은 하얀 고양이를 본다는 것이 모두 사실이라는 것이 사실인가?,큰 노란 오리를 작은 하얀 고양이가 뒤따른다는 것과 작은 하얀 고양이를 큰 노란 오리가 본다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
a35856dfba,ko,test,space,만약 어린 하얀 곰은 작은 파란 곰의 뒤에 있다는 것과 어린 검은 토끼는 늙은 검은 소의 앞에 있다는 것이 모두 사실이라면 종이 울린다.,만약 작은 파란 곰은 어린 하얀 곰의 뒤에 있다는 것과 늙은 검은 소는 어린 검은 토끼의 앞에 있다는 것이 모두 사실이라면 종이 울린다.,KO-R2-Q73JV,,,
985aa51da8,ko,dev_b,negation,작은 초록색 쥐가 늙은 초록색 고양이를 맞이하지 않는다는 것과 늙은 초록색 고양이가 작은 초록색 쥐를 맞이한다는 것이 모두 사실이라고 누군가 말한다.,늙은 초록색 고양이를 작은 초록색 쥐가 맞이한다는 것과 작은 초록색 쥐를 늙은 초록색 고양이가 맞이하지 않는다는 것이 모두 사실이라고 누군가 말한다.,KO-R2-Q73JV,,,
db79ef342c,ko,train,quantity,어린 초록색 토끼 네 마리와 어린 파란 소 일곱 마리가 있다.,어린 파란 소 네 마리와 어린 초록색 토끼 일곱 마리가 있다.,KO-R2-Q73JV,,,
caaf1cfc74,ko,dev_a,quantity,큰 검은 곰 여덟 마리와 어린 초록색 오리 네 마리가 있다는 것이 사실인가?,어린 초록색 오리 네 마리와 큰 검은 곰 여덟 마리가 있다는 것이 사실인가?,KO-R2-Q73JV,,,
0648bef30a,ko,test,quantity,만약 큰 초록색 사자 두 마리와 큰 검은 오리 네 마리가 있다면 종이 울린다.,만약 큰 검은 오리 네 마리와 큰 초록색 사자 두 마리가 있다면 종이 울린다.,KO-R2-Q73JV,,,
eba89f9fed,ko,train,quantity,큰 파란 양 다섯 마리와 늙은 초록색 토끼 두 마리가 있다.,늙은 초록색 토끼 다섯 마리와 큰 파란 양 두 마리가 있다.,KO-R2-Q73JV,,,
04326fd3fe,ko,train,quantity,늙은 노란 쥐 다섯 마리와 어린 초록색 쥐 네 마리가 있다.,어린 초록색 쥐 네 마리와 늙은 노란 쥐 다섯 마리가 있다.,KO-R2-Q73JV,,,
ca301d6595,ko,dev_b,space,늙은 노란 개는 어린 빨간 말의 오른쪽에 있다는 것과 큰 파란 사자는 늙은 노란 사자의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,어린 빨간 말은 늙은 노란 개의 오른쪽에 있다는 것과 늙은 노란 사자는 큰 파란 사자의 왼쪽에 있다는 것이 모두 사실이라고 누군가 말한다.,KO-R2-Q73JV,,,
a89107941a,ko,dev_b,space,작은 빨간 말은 어린 하얀 쥐의 아래에 있다는 것과 작은 노란 닭은 어린 파란 여우의 위에 있다는 것이 모두 사실이라고 누군가 말한다.,어린 하얀 쥐는 작은 빨간 말의 아래에 있다는 것과 어린 파란 여우는 작은 노란 닭의 위에 있다는 것이 모두 사실이라고 누군가 말한다.,KO-R2-Q73JV,,,
373efb9ff7,ko,dev_a,negation,작은 하얀 쥐가 늙은 노란 말을 뒤따른다는 것과 늙은 노란 말이 작은 하얀 쥐를 뒤따르지 않는다는 것이 모두 사실이라는 것이 사실인가?,늙은 노란 말을 작은 하얀 쥐가 뒤따른다는 것과 작은 하얀 쥐를 늙은 노란 말이 뒤따르지 않는다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
52d96371ea,ko,test,quantity,만약 늙은 하얀 오리 세 마리와 작은 파란 개 일곱 마리가 있다면 종이 울린다.,만약 작은 파란 개 세 마리와 늙은 하얀 오리 일곱 마리가 있다면 종이 울린다.,KO-R2-Q73JV,,,
d106940190,ko,dev_b,negation,큰 노란 말이 작은 노란 토끼를 맞이하지 않는다는 것과 작은 노란 토끼가 큰 노란 말을 맞이한다는 것이 모두 사실이라고 누군가 말한다.,작은 노란 토끼를 큰 노란 말이 맞이한다는 것과 큰 노란 말을 작은 노란 토끼가 맞이하지 않는다는 것이 모두 사실이라고 누군가 말한다.,KO-R2-Q73JV,,,
4ff2e4d437,ko,test,space,만약 큰 하얀 닭은 작은 빨간 닭의 앞에 있다는 것과 어린 파란 토끼는 늙은 파란 토끼의 뒤에 있다는 것이 모두 사실이라면 종이 울린다.,만약 작은 빨간 닭은 큰 하얀 닭의 뒤에 있다는 것과 늙은 파란 토끼는 어린 파란 토끼의 앞에 있다는 것이 모두 사실이라면 종이 울린다.,KO-R2-Q73JV,,,
193bcd14e5,ko,dev_b,negation,어린 검은 고양이가 큰 검은 곰을 맞이하지 않는다는 것과 큰 검은 곰이 어린 검은 고양이를 맞이한다는 것이 모두 사실이라고 누군가 말한다.,큰 검은 곰을 어린 검은 고양이가 맞이하지 않는다는 것과 어린 검은 고양이를 큰 검은 곰이 맞이한다는 것이 모두 사실이라고 누군가 말한다.,KO-R2-Q73JV,,,
f7a66df8ae,ko,train,roles,늙은 빨간 곰이 작은 하얀 오리를 본다는 것과 작은 하얀 오리가 늙은 빨간 곰을 뒤따른다는 것이 모두 사실이다.,작은 하얀 오리를 늙은 빨간 곰이 본다는 것과 늙은 빨간 곰을 작은 하얀 오리가 뒤따른다는 것이 모두 사실이다.,KO-R2-Q73JV,,,
47a7e6ebce,ko,train,quantity,늙은 빨간 말 네 마리와 어린 검은 소 세 마리가 있다.,어린 검은 소 네 마리와 늙은 빨간 말 세 마리가 있다.,KO-R2-Q73JV,,,
adb83f9b82,ko,train,negation,작은 검은 양이 큰 검은 곰을 본다는 것과 큰 검은 곰이 작은 검은 양을 보지 않는다는 것이 모두 사실이다.,큰 검은 곰을 작은 검은 양이 보지 않는다는 것과 작은 검은 양을 큰 검은 곰이 본다는 것이 모두 사실이다.,KO-R2-Q73JV,,,
704f70cffd,ko,test,roles,만약 어린 노란 양이 어린 파란 토끼를 맞이한다는 것과 어린 파란 토끼가 어린 노란 양을 본다는 것이 모두 사실이라면 종이 울린다.,만약 어린 파란 토끼를 어린 노란 양이 본다는 것과 어린 노란 양을 어린 파란 토끼가 맞이한다는 것이 모두 사실이라면 종이 울린다.,KO-R2-Q73JV,,,
25670eca93,ko,train,quantity,늙은 초록색 토끼 여덟 마리와 어린 빨간 토끼 여섯 마리가 있다.,어린 빨간 토끼 여덟 마리와 늙은 초록색 토끼 여섯 마리가 있다.,KO-R2-Q73JV,,,
e96d09d25b,ko,dev_a,space,어린 초록색 양은 늙은 노란 사자의 위에 있다는 것과 늙은 빨간 양은 작은 노란 오리의 아래에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 노란 사자는 어린 초록색 양의 아래에 있다는 것과 작은 노란 오리는 늙은 빨간 양의 위에 있다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
86306296c2,ko,train,space,작은 노란 곰은 작은 검은 고양이의 앞에 있다는 것과 늙은 노란 소는 작은 노란 오리의 뒤에 있다는 것이 모두 사실이다.,작은 검은 고양이는 작은 노란 곰의 뒤에 있다는 것과 작은 노란 오리는 늙은 노란 소의 앞에 있다는 것이 모두 사실이다.,KO-R2-Q73JV,,,
065e446c11,ko,dev_b,quantity,작은 초록색 고양이 여덟 마리와 어린 초록색 개 여섯 마리가 있다고 누군가 말한다.,어린 초록색 개 여덟 마리와 작은 초록색 고양이 여섯 마리가 있다고 누군가 말한다.,KO-R2-Q73JV,,,
b5b9cbc06a,ko,train,negation,작은 검은 여우가 어린 빨간 닭을 본다는 것과 어린 빨간 닭이 작은 검은 여우를 보지 않는다는 것이 모두 사실이다.,어린 빨간 닭을 작은 검은 여우가 보지 않는다는 것과 작은 검은 여우를 어린 빨간 닭이 본다는 것이 모두 사실이다.,KO-R2-Q73JV,,,
52ac6d2dce,ko,test,roles,만약 작은 초록색 개가 어린 검은 쥐를 뒤따른다는 것과 어린 검은 쥐가 작은 초록색 개를 본다는 것이 모두 사실이라면 종이 울린다.,만약 어린 검은 쥐를 작은 초록색 개가 뒤따른다는 것과 작은 초록색 개를 어린 검은 쥐가 본다는 것이 모두 사실이라면 종이 울린다.,KO-R2-Q73JV,,,
b33847512d,ko,dev_a,negation,늙은 검은 양이 큰 파란 여우를 맞이한다는 것과 큰 파란 여우가 늙은 검은 양을 맞이하지 않는다는 것이 모두 사실이라는 것이 사실인가?,큰 파란 여우를 늙은 검은 양이 맞이하지 않는다는 것과 늙은 검은 양을 큰 파란 여우가 맞이한다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
a119b55c14,ko,dev_b,quantity,어린 초록색 양 여섯 마리와 작은 초록색 쥐 네 마리가 있다고 누군가 말한다.,작은 초록색 쥐 여섯 마리와 어린 초록색 양 네 마리가 있다고 누군가 말한다.,KO-R2-Q73JV,,,
c846d31929,ko,train,quantity,어린 노란 말 두 마리와 어린 노란 소 일곱 마리가 있다.,어린 노란 소 일곱 마리와 어린 노란 말 두 마리가 있다.,KO-R2-Q73JV,,,
53dfe578bb,ko,dev_a,space,작은 하얀 쥐는 큰 노란 곰의 앞에 있다는 것과 작은 파란 고양이는 늙은 초록색 개의 뒤에 있다는 것이 모두 사실이라는 것이 사실인가?,큰 노란 곰은 작은 하얀 쥐의 앞에 있다는 것과 늙은 초록색 개는 작은 파란 고양이의 뒤에 있다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
955e746761,ko,test,negation,만약 어린 검은 곰이 큰 빨간 곰을 보지 않는다는 것과 큰 빨간 곰이 어린 검은 곰을 본다는 것이 모두 사실이라면 종이 울린다.,만약 큰 빨간 곰을 어린 검은 곰이 보지 않는다는 것과 어린 검은 곰을 큰 빨간 곰이 본다는 것이 모두 사실이라면 종이 울린다.,KO-R2-Q73JV,,,
48759d40c4,ko,train,quantity,작은 검은 쥐 일곱 마리와 작은 하얀 소 여섯 마리가 있다.,작은 하얀 소 여섯 마리와 작은 검은 쥐 일곱 마리가 있다.,KO-R2-Q73JV,,,
fa52d5f67a,ko,dev_a,space,작은 파란 양은 어린 노란 소의 왼쪽에 있다는 것과 큰 노란 양은 어린 검은 개의 오른쪽에 있다는 것이 모두 사실이라는 것이 사실인가?,어린 노란 소는 작은 파란 양의 오른쪽에 있다는 것과 어린 검은 개는 큰 노란 양의 왼쪽에 있다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
b595a2bd6f,ko,dev_a,quantity,큰 파란 닭 세 마리와 늙은 빨간 여우 여덟 마리가 있다는 것이 사실인가?,늙은 빨간 여우 여덟 마리와 큰 파란 닭 세 마리가 있다는 것이 사실인가?,KO-R2-Q73JV,,,
7855e456af,ko,train,roles,어린 검은 개가 늙은 하얀 여우를 뒤따른다는 것과 늙은 하얀 여우가 어린 검은 개를 맞이한다는 것이 모두 사실이다.,늙은 하얀 여우를 어린 검은 개가 맞이한다는 것과 어린 검은 개를 늙은 하얀 여우가 뒤따른다는 것이 모두 사실이다.,KO-R2-Q73JV,,,
4bd0bcd38b,ko,test,space,만약 어린 검은 개는 큰 초록색 말의 왼쪽에 있다는 것과 큰 검은 오리는 작은 노란 토끼의 오른쪽에 있다는 것이 모두 사실이라면 종이 울린다.,만약 큰 초록색 말은 어린 검은 개의 오른쪽에 있다는 것과 작은 노란 토끼는 큰 검은 오리의 왼쪽에 있다는 것이 모두 사실이라면 종이 울린다.,KO-R2-Q73JV,,,
082eacfabb,ko,dev_a,negation,큰 검은 쥐가 어린 파란 오리를 뒤따르지 않는다는 것과 어린 파란 오리가 큰 검은 쥐를 뒤따른다는 것이 모두 사실이라는 것이 사실인가?,어린 파란 오리를 큰 검은 쥐가 뒤따른다는 것과 큰 검은 쥐를 어린 파란 오리가 뒤따르지 않는다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
d82fd09e9f,ko,dev_b,negation,큰 노란 양이 어린 파란 토끼를 보지 않는다는 것과 어린 파란 토끼가 큰 노란 양을 본다는 것이 모두 사실이라고 누군가 말한다.,어린 파란 토끼를 큰 노란 양이 보지 않는다는 것과 큰 노란 양을 어린 파란 토끼가 본다는 것이 모두 사실이라고 누군가 말한다.,KO-R2-Q73JV,,,
a829e0da1c,ko,dev_a,space,어린 하얀 오리는 늙은 노란 여우의 뒤에 있다는 것과 큰 초록색 닭은 어린 하얀 양의 앞에 있다는 것이 모두 사실이라는 것이 사실인가?,늙은 노란 여우는 어린 하얀 오리의 앞에 있다는 것과 어린 하얀 양은 큰 초록색 닭의 뒤에 있다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
0d08a65f0d,ko,test,roles,만약 어린 파란 소가 큰 하얀 개를 본다는 것과 큰 하얀 개가 어린 파란 소를 맞이한다는 것이 모두 사실이라면 종이 울린다.,만약 큰 하얀 개를 어린 파란 소가 본다는 것과 어린 파란 소를 큰 하얀 개가 맞이한다는 것이 모두 사실이라면 종이 울린다.,KO-R2-Q73JV,,,
f3c8a0b9fd,ko,dev_a,quantity,늙은 파란 개 네 마리와 작은 초록색 소 다섯 마리가 있다는 것이 사실인가?,작은 초록색 소 네 마리와 늙은 파란 개 다섯 마리가 있다는 것이 사실인가?,KO-R2-Q73JV,,,
05c9535bdc,ko,test,roles,만약 늙은 노란 양이 작은 검은 쥐를 본다는 것과 작은 검은 쥐가 늙은 노란 양을 맞이한다는 것이 모두 사실이라면 종이 울린다.,만약 작은 검은 쥐를 늙은 노란 양이 맞이한다는 것과 늙은 노란 양을 작은 검은 쥐가 본다는 것이 모두 사실이라면 종이 울린다.,KO-R2-Q73JV,,,
b055286921,ko,dev_b,roles,큰 빨간 토끼가 어린 노란 개를 본다는 것과 어린 노란 개가 큰 빨간 토끼를 뒤따른다는 것이 모두 사실이라고 누군가 말한다.,어린 노란 개를 큰 빨간 토끼가 뒤따른다는 것과 큰 빨간 토끼를 어린 노란 개가 본다는 것이 모두 사실이라고 누군가 말한다.,KO-R2-Q73JV,,,
96e2217575,ko,test,negation,만약 큰 하얀 여우가 어린 파란 고양이를 뒤따르지 않는다는 것과 어린 파란 고양이가 큰 하얀 여우를 뒤따른다는 것이 모두 사실이라면 종이 울린다.,만약 어린 파란 고양이를 큰 하얀 여우가 뒤따른다는 것과 큰 하얀 여우를 어린 파란 고양이가 뒤따르지 않는다는 것이 모두 사실이라면 종이 울린다.,KO-R2-Q73JV,,,
93332a9382,ko,dev_a,negation,작은 파란 쥐가 어린 빨간 곰을 본다는 것과 어린 빨간 곰이 작은 파란 쥐를 보지 않는다는 것이 모두 사실이라는 것이 사실인가?,어린 빨간 곰을 작은 파란 쥐가 본다는 것과 작은 파란 쥐를 어린 빨간 곰이 보지 않는다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
3ed353dea9,ko,train,space,작은 검은 곰은 작은 검은 말의 왼쪽에 있다는 것과 큰 하얀 닭은 어린 파란 여우의 오른쪽에 있다는 것이 모두 사실이다.,작은 검은 말은 작은 검은 곰의 오른쪽에 있다는 것과 어린 파란 여우는 큰 하얀 닭의 왼쪽에 있다는 것이 모두 사실이다.,KO-R2-Q73JV,,,
3c18111cb8,ko,test,quantity,만약 작은 초록색 쥐 세 마리와 어린 빨간 토끼 여덟 마리가 있다면 종이 울린다.,만약 어린 빨간 토끼 여덟 마리와 작은 초록색 쥐 세 마리가 있다면 종이 울린다.,KO-R2-Q73JV,,,
d10e70e4dd,ko,dev_a,roles,작은 하얀 여우가 큰 하얀 오리를 맞이한다는 것과 큰 하얀 오리가 작은 하얀 여우를 뒤따른다는 것이 모두 사실이라는 것이 사실인가?,큰 하얀 오리를 작은 하얀 여우가 맞이한다는 것과 작은 하얀 여우를 큰 하얀 오리가 뒤따른다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
1482d2bf00,ko,dev_a,quantity,큰 빨간 소 다섯 마리와 어린 파란 양 네 마리가 있다는 것이 사실인가?,어린 파란 양 네 마리와 큰 빨간 소 다섯 마리가 있다는 것이 사실인가?,KO-R2-Q73JV,,,
bb7ac908cb,ko,dev_b,negation,어린 빨간 토끼가 작은 하얀 여우를 맞이하지 않는다는 것과 작은 하얀 여우가 어린 빨간 토끼를 맞이한다는 것이 모두 사실이라고 누군가 말한다.,작은 하얀 여우를 어린 빨간 토끼가 맞이한다는 것과 어린 빨간 토끼를 작은 하얀 여우가 맞이하지 않는다는 것이 모두 사실이라고 누군가 말한다.,KO-R2-Q73JV,,,
e44f99a27f,ko,dev_a,negation,어린 빨간 오리가 어린 하얀 닭을 보지 않는다는 것과 어린 하얀 닭이 어린 빨간 오리를 본다는 것이 모두 사실이라는 것이 사실인가?,어린 하얀 닭을 어린 빨간 오리가 본다는 것과 어린 빨간 오리를 어린 하얀 닭이 보지 않는다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
25c6e7d6a8,ko,dev_a,roles,큰 빨간 쥐가 큰 초록색 양을 맞이한다는 것과 큰 초록색 양이 큰 빨간 쥐를 뒤따른다는 것이 모두 사실이라는 것이 사실인가?,큰 초록색 양을 큰 빨간 쥐가 뒤따른다는 것과 큰 빨간 쥐를 큰 초록색 양이 맞이한다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
3fafbc7934,ko,dev_a,space,어린 파란 말은 작은 파란 말의 앞에 있다는 것과 작은 초록색 닭은 큰 노란 소의 뒤에 있다는 것이 모두 사실이라는 것이 사실인가?,작은 파란 말은 어린 파란 말의 앞에 있다는 것과 큰 노란 소는 작은 초록색 닭의 뒤에 있다는 것이 모두 사실이라는 것이 사실인가?,KO-R2-Q73JV,,,
e455b4c633,ko,train,roles,작은 하얀 말이 큰 노란 양을 본다는 것과 큰 노란 양이 작은 하얀 말을 맞이한다는 것이 모두 사실이다.,큰 노란 양을 작은 하얀 말이 본다는 것과 작은 하얀 말을 큰 노란 양이 맞이한다는 것이 모두 사실이다.,KO-R2-Q73JV,,,
4e574c0974,ko,test,negation,만약 작은 검은 개가 작은 하얀 말을 본다는 것과 작은 하얀 말이 작은 검은 개를 보지 않는다는 것이 모두 사실이라면 종이 울린다.,만약 작은 하얀 말을 작은 검은 개가 보지 않는다는 것과 작은 검은 개를 작은 하얀 말이 본다는 것이 모두 사실이라면 종이 울린다.,KO-R2-Q73JV,,,
a2510778da,ko,test,quantity,만약 큰 파란 말 다섯 마리와 작은 초록색 소 여섯 마리가 있다면 종이 울린다.,만약 작은 초록색 소 다섯 마리와 큰 파란 말 여섯 마리가 있다면 종이 울린다.,KO-R2-Q73JV,,,
