review_id,language,split,task,sentence_a,sentence_b,reviewer,judged_label,fluent,comment
c63a98b4b8,de,dev_b,quantity,"Jemand sagt, dass es zwei junge blaue Bären und acht große schwarze Bären gibt.","Jemand sagt, dass es acht große schwarze Bären und zwei junge blaue Bären gibt.",DE-R1-EDV65,,,
6765ea3960,de,dev_b,roles,"Jemand sagt, dass die kleine gelbe Kuh die kleine grüne Katze sieht und die kleine grüne Katze die kleine gelbe Kuh verfolgt.","Jemand sagt, dass die kleine grüne Katze von der kleinen gelben Kuh gesehen wird und die kleine gelbe Kuh von der kleinen grünen Katze verfolgt wird.",DE-R1-EDV65,,,
2cd344ae47,de,dev_a,roles,"Stimmt es, dass das junge schwarze Pferd das alte grüne Schaf verfolgt und das alte grüne Schaf das junge schwarze Pferd sieht?","Stimmt es, dass das alte grüne Schaf von dem jungen schwarzen Pferd verfolgt wird und das junge schwarze Pferd von dem alten grünen Schaf gesehen wird?",DE-R1-EDV65,,,
ca060a9786,de,train,quantity,Es gibt vier alte rote Enten und drei junge blaue Hunde.,Es gibt vier junge blaue Hunde und drei alte rote Enten.,DE-R1-EDV65,,,
541801cfb1,de,train,roles,Die kleine gelbe Maus sieht das große rote Schaf und das große rote Schaf verfolgt die kleine gelbe Maus.,Das große rote Schaf wird von der kleinen gelben Maus verfolgt und die kleine gelbe Maus wird von dem großen roten Schaf gesehen.,DE-R1-EDV65,,,
9b229140a7,de,dev_a,space,"Stimmt es, dass der alte gelbe Löwe hinter der großen schwarzen Kuh ist und der junge gelbe Fuchs vor dem großen roten Huhn ist?","Stimmt es, dass die große schwarze Kuh vor dem alten gelben Löwen ist und das große rote Huhn hinter dem jungen gelben Fuchs ist?",DE-R1-EDV65,,,
8e32b68499,de,dev_b,negation,"Jemand sagt, dass das kleine blaue Pferd den jungen schwarzen Fuchs nicht grüßt und der junge schwarze Fuchs das kleine blaue Pferd grüßt.","Jemand sagt, dass der junge schwarze Fuchs nicht von dem kleinen blauen Pferd gegrüßt wird und das kleine blaue Pferd von dem jungen schwarzen Fuchs gegrüßt wird.",DE-R1-EDV65,,,
710737a120,de,dev_b,negation,"Jemand sagt, dass das junge weiße Schaf das junge weiße Kaninchen nicht verfolgt und das junge weiße Kaninchen das junge weiße Schaf verfolgt.","Jemand sagt, dass das junge weiße Kaninchen von dem jungen weißen Schaf verfolgt wird und das junge weiße Schaf nicht von dem jungen weißen Kaninchen verfolgt wird.",DE-R1-EDV65,,,
5117ada2be,de,test,negation,"Wenn die junge rote Katze den alten blauen Hund nicht sieht und der alte blaue Hund die junge rote Katze sieht, klingelt eine Glocke.","Wenn der alte blaue Hund nicht von der jungen roten Katze gesehen wird und die junge rote Katze von dem alten blauen Hund gesehen wird, klingelt eine Glocke.",DE-R1-EDV65,,,
b4c6d530e1,de,dev_b,space,"Jemand sagt, dass der große schwarze Löwe vor dem jungen blauen Fuchs ist und das kleine blaue Schaf hinter dem kleinen blauen Huhn ist.","Jemand sagt, dass der junge blaue Fuchs hinter dem großen schwarzen Löwen ist und das kleine blaue Huhn vor dem kleinen blauen Schaf ist.",DE-R1-EDV65,,,
c4d98051e4,de,train,roles,Das große grüne Huhn verfolgt das junge weiße Schaf und das junge weiße Schaf sieht das große grüne Huhn.,Das junge weiße Schaf wird von dem großen grünen Huhn gesehen und das große grüne Huhn wird von dem jungen weißen Schaf verfolgt.,DE-R1-EDV65,,,
f0484a018d,de,test,roles,"Wenn die alte schwarze Kuh das kleine grüne Kaninchen grüßt und das kleine grüne Kaninchen die alte schwarze Kuh verfolgt, klingelt eine Glocke.","Wenn das kleine grüne Kaninchen von der alten schwarzen Kuh gegrüßt wird und die alte schwarze Kuh von dem kleinen grünen Kaninchen verfolgt wird, klingelt eine Glocke.",DE-R1-EDV65,,,
e1c8b0f057,de,train,quantity,Es gibt zwei alte blaue Mäuse und vier alte weiße Pferde.,Es gibt vier alte weiße Pferde und zwei alte blaue Mäuse.,DE-R1-EDV65,,,
893e243052,de,train,space,Der große weiße Hund ist links von der kleinen roten Maus und der alte schwarze Löwe ist rechts von dem alten gelben Pferd.,Die kleine rote Maus ist links von dem großen weißen Hund und das alte gelbe Pferd ist rechts von dem alten schwarzen Löwen.,DE-R1-EDV65,,,
bc4ce278c7,de,train,roles,Der alte gelbe Hund sieht die kleine schwarze Kuh und die kleine schwarze Kuh grüßt den alten gelben Hund.,Die kleine schwarze Kuh wird von dem alten gelben Hund gegrüßt und der alte gelbe Hund wird von der kleinen schwarzen Kuh gesehen.,DE-R1-EDV65,,,
ad43d5d2a4,de,dev_b,negation,"Jemand sagt, dass die große schwarze Kuh die große rote Katze nicht sieht und die große rote Katze die große schwarze Kuh sieht.","Jemand sagt, dass die große rote Katze von der großen schwarzen Kuh gesehen wird und die große schwarze Kuh nicht von der großen roten Katze gesehen wird.",DE-R1-EDV65,,,
240c3fd552,de,train,quantity,Es gibt vier junge rote Pferde und drei große gelbe Schafe.,Es gibt drei große gelbe Schafe und vier junge rote Pferde.,DE-R1-EDV65,,,
7944bb1054,de,dev_a,space,"Stimmt es, dass der alte gelbe Bär links von dem kleinen grünen Bären ist und das große rote Kaninchen rechts von dem kleinen grünen Löwen ist?","Stimmt es, dass der kleine grüne Bär links von dem alten gelben Bären ist und der kleine grüne Löwe rechts von dem großen roten Kaninchen ist?",DE-R1-EDV65,,,
6cfe5452f3,de,dev_b,negation,"Jemand sagt, dass die kleine schwarze Kuh den alten gelben Fuchs nicht verfolgt und der alte gelbe Fuchs die kleine schwarze Kuh verfolgt.","Jemand sagt, dass der alte gelbe Fuchs nicht von der kleinen schwarzen Kuh verfolgt wird und die kleine schwarze Kuh von dem alten gelben Fuchs verfolgt wird.",DE-R1-EDV65,,,
9e34c81bb7,de,dev_a,negation,"Stimmt es, dass das kleine schwarze Schaf den großen roten Löwen grüßt und der große rote Löwe das kleine schwarze Schaf nicht grüßt?","Stimmt es, dass der große rote Löwe nicht von dem kleinen schwarzen Schaf gegrüßt wird und das kleine schwarze Schaf von dem großen roten Löwen gegrüßt wird?",DE-R1-EDV65,,,
ac2a80a625,de,dev_b,roles,"Jemand sagt, dass das junge gelbe Schaf das große grüne Schaf grüßt und das große grüne Schaf das junge gelbe Schaf verfolgt.","Jemand sagt, dass das große grüne Schaf von dem jungen gelben Schaf gegrüßt wird und das junge gelbe Schaf von dem großen grünen Schaf verfolgt wird.",DE-R1-EDV65,,,
2d8db09f34,de,dev_a,roles,"Stimmt es, dass der große blaue Fuchs den alten blauen Löwen verfolgt und der alte blaue Löwe den großen blauen Fuchs grüßt?","Stimmt es, dass der alte blaue Löwe von dem großen blauen Fuchs verfolgt wird und der große blaue Fuchs von dem alten blauen Löwen gegrüßt wird?",DE-R1-EDV65,,,
08563820ec,de,train,quantity,Es gibt sechs alte grüne Hunde und vier große gelbe Füchse.,Es gibt vier große gelbe Füchse und sechs alte grüne Hunde.,DE-R1-EDV65,,,
f0bd70eefb,de,train,space,Das alte rote Kaninchen ist unterhalb von der jungen schwarzen Maus und die kleine schwarze Katze ist oberhalb von dem jungen schwarzen Huhn.,Die junge schwarze Maus ist oberhalb von dem alten roten Kaninchen und das junge schwarze Huhn ist unterhalb von der kleinen schwarzen Katze.,DE-R1-EDV65,,,
0d1cbd726b,de,train,negation,Das junge weiße Kaninchen verfolgt den großen grünen Bären und der große grüne Bär verfolgt das junge weiße Kaninchen nicht.,Der große grüne Bär wird nicht von dem jungen weißen Kaninchen verfolgt und das junge weiße Kaninchen wird von dem großen grünen Bären verfolgt.,DE-R1-EDV65,,,
bf85a7121b,de,train,roles,Das alte rote Huhn grüßt die kleine weiße Maus und die kleine weiße Maus sieht das alte rote Huhn.,Die kleine weiße Maus wird von dem alten roten Huhn gesehen und das alte rote Huhn wird von der kleinen weißen Maus gegrüßt.,DE-R1-EDV65,,,
4ccee40a65,de,test,roles,"Wenn das junge blaue Schaf die kleine blaue Kuh sieht und die kleine blaue Kuh das junge blaue Schaf verfolgt, klingelt eine Glocke.","Wenn die kleine blaue Kuh von dem jungen blauen Schaf gesehen wird und das junge blaue Schaf von der kleinen blauen Kuh verfolgt wird, klingelt eine Glocke.",DE-R1-EDV65,,,
cbeb8f8f5f,de,train,roles,Der alte rote Fuchs grüßt den alten blauen Löwen und der alte blaue Löwe verfolgt den alten roten Fuchs.,Der alte blaue Löwe wird von dem alten roten Fuchs gegrüßt und der alte rote Fuchs wird von dem alten blauen Löwen verfolgt.,DE-R1-EDV65,,,
ad8eac09e9,de,dev_b,roles,"Jemand sagt, dass der große schwarze Hund das alte grüne Schaf sieht und das alte grüne Schaf den großen schwarzen Hund verfolgt.","Jemand sagt, dass das alte grüne Schaf von dem großen schwarzen Hund gesehen wird und der große schwarze Hund von dem alten grünen Schaf verfolgt wird.",DE-R1-EDV65,,,
f5ab88ef8b,de,test,quantity,"Wenn es acht junge rote Füchse und drei große gelbe Schafe gibt, klingelt eine Glocke.","Wenn es drei große gelbe Schafe und acht junge rote Füchse gibt, klingelt eine Glocke.",DE-R1-EDV65,,,
223b3dabde,de,dev_a,negation,"Stimmt es, dass die alte weiße Ente den jungen grünen Hund verfolgt und der junge grüne Hund die alte weiße Ente nicht verfolgt?","Stimmt es, dass der junge grüne Hund von der alten weißen Ente verfolgt wird und die alte weiße Ente nicht von dem jungen grünen Hund verfolgt wird?",DE-R1-EDV65,,,
11f9135e66,de,test,quantity,"Wenn es vier große schwarze Schafe und sechs kleine schwarze Katzen gibt, klingelt eine Glocke.","Wenn es vier kleine schwarze Katzen und sechs große schwarze Schafe gibt, klingelt eine Glocke.",DE-R1-EDV65,,,
f73c08f7fb,de,train,roles,Der große blaue Fuchs grüßt den jungen roten Fuchs und der junge rote Fuchs sieht den großen blauen Fuchs.,Der junge rote Fuchs wird von dem großen blauen Fuchs gesehen und der große blaue Fuchs wird von dem jungen roten Fuchs gegrüßt.,DE-R1-EDV65,,,
50de3bc289,de,train,negation,Das alte grüne Schaf verfolgt den alten weißen Hund nicht und der alte weiße Hund verfolgt das alte grüne Schaf.,Der alte weiße Hund wird nicht von dem alten grünen Schaf verfolgt und das alte grüne Schaf wird von dem alten weißen Hund verfolgt.,DE-R1-EDV65,,,
f641d6c460,de,dev_a,space,"Stimmt es, dass die alte rote Kuh oberhalb von der großen grünen Maus ist und der alte rote Fuchs unterhalb von dem alten weißen Hund ist?","Stimmt es, dass die große grüne Maus unterhalb von der alten roten Kuh ist und der alte weiße Hund oberhalb von dem alten roten Fuchs ist?",DE-R1-EDV65,,,
2f11af5caa,de,test,space,"Wenn die kleine gelbe Ente vor der kleinen grünen Maus ist und das junge weiße Huhn hinter dem kleinen weißen Huhn ist, klingelt eine Glocke.","Wenn die kleine grüne Maus hinter der kleinen gelben Ente ist und das kleine weiße Huhn vor dem jungen weißen Huhn ist, klingelt eine Glocke.",DE-R1-EDV65,,,
1fd187fed6,de,train,negation,Das alte schwarze Schaf verfolgt die junge schwarze Maus und die junge schwarze Maus verfolgt das alte schwarze Schaf nicht.,Die junge schwarze Maus wird nicht von dem alten schwarzen Schaf verfolgt und das alte schwarze Schaf wird von der jungen schwarzen Maus verfolgt.,DE-R1-EDV65,,,
58bd3ed7d8,de,dev_a,negation,"Stimmt es, dass der alte rote Hund das große rote Kaninchen verfolgt und das große rote Kaninchen den alten roten Hund nicht verfolgt?","Stimmt es, dass das große rote Kaninchen nicht von dem alten roten Hund verfolgt wird und der alte rote Hund von dem großen roten Kaninchen verfolgt wird?",DE-R1-EDV65,,,
afd26a307d,de,train,space,Das alte schwarze Kaninchen ist vor dem jungen gelben Löwen und das große weiße Pferd ist hinter dem alten roten Huhn.,Der junge gelbe Löwe ist hinter dem alten schwarzen Kaninchen und das alte rote Huhn ist vor dem großen weißen Pferd.,DE-R1-EDV65,,,
0619fe1553,de,dev_a,quantity,"Stimmt es, dass es sieben junge blaue Kühe und fünf große weiße Pferde gibt?","Stimmt es, dass es fünf große weiße Pferde und sieben junge blaue Kühe gibt?",DE-R1-EDV65,,,
32ac4d231f,de,train,space,Das große weiße Kaninchen ist vor der großen blauen Maus und die große weiße Ente ist hinter dem kleinen roten Huhn.,Die große blaue Maus ist vor dem großen weißen Kaninchen und das kleine rote Huhn ist hinter der großen weißen Ente.,DE-R1-EDV65,,,
8292189255,de,test,space,"Wenn das große weiße Kaninchen rechts von dem großen grünen Löwen ist und der große grüne Fuchs links von der alten roten Ente ist, klingelt eine Glocke.","Wenn der große grüne Löwe rechts von dem großen weißen Kaninchen ist und die alte rote Ente links von dem großen grünen Fuchs ist, klingelt eine Glocke.",DE-R1-EDV65,,,
5f53d311c0,de,dev_b,roles,"Jemand sagt, dass die junge weiße Ente den großen weißen Fuchs sieht und der große weiße Fuchs die junge weiße Ente verfolgt.","Jemand sagt, dass der große weiße Fuchs von der jungen weißen Ente verfolgt wird und die junge weiße Ente von dem großen weißen Fuchs gesehen wird.",DE-R1-EDV65,,,
ebf6f4b2be,de,test,negation,"Wenn die große grüne Kuh den alten roten Löwen nicht grüßt und der alte rote Löwe die große grüne Kuh grüßt, klingelt eine Glocke.","Wenn der alte rote Löwe von der großen grünen Kuh gegrüßt wird und die große grüne Kuh nicht von dem alten roten Löwen gegrüßt wird, klingelt eine Glocke.",DE-R1-EDV65,,,
7f3c4d6698,de,dev_a,quantity,"Stimmt es, dass es vier große weiße Hunde und acht alte schwarze Pferde gibt?","Stimmt es, dass es vier alte schwarze Pferde und acht große weiße Hunde gibt?",DE-R1-EDV65,,,
3162d1f5b4,de,dev_a,space,"Stimmt es, dass die junge blaue Maus links von der jungen roten Kuh ist und das große weiße Schaf rechts von dem jungen blauen Fuchs ist?","Stimmt es, dass die junge rote Kuh rechts von der jungen blauen Maus ist und der junge blaue Fuchs links von dem großen weißen Schaf ist?",DE-R1-EDV65,,,
0c9f2c4777,de,test,space,"Wenn das kleine grüne Kaninchen unterhalb von dem großen weißen Löwen ist und der alte schwarze Bär oberhalb von der großen grünen Kuh ist, klingelt eine Glocke.","Wenn der große weiße Löwe unterhalb von dem kleinen grünen Kaninchen ist und die große grüne Kuh oberhalb von dem alten schwarzen Bären ist, klingelt eine Glocke.",DE-R1-EDV65,,,
140a912ab3,de,test,space,"Wenn das große schwarze Pferd rechts von dem großen blauen Huhn ist und das kleine schwarze Huhn links von der jungen roten Maus ist, klingelt eine Glocke.","Wenn das große blaue Huhn rechts von dem großen schwarzen Pferd ist und die junge rote Maus links von dem kleinen schwarzen Huhn ist, klingelt eine Glocke.",DE-R1-EDV65,,,
ef67ccdf1b,de,train,negation,Die große rote Kuh grüßt die junge grüne Katze und die junge grüne Katze grüßt die große rote Kuh nicht.,Die junge grüne Katze wird von der großen roten Kuh gegrüßt und die große rote Kuh wird nicht von der jungen grünen Katze gegrüßt.,DE-R1-EDV65,,,
d973036c26,de,dev_b,space,"Jemand sagt, dass der große grüne Bär unterhalb von dem großen blauen Bären ist und das kleine schwarze Schaf oberhalb von dem jungen blauen Huhn ist.","Jemand sagt, dass der große blaue Bär unterhalb von dem großen grünen Bären ist und das junge blaue Huhn oberhalb von dem kleinen schwarzen Schaf ist.",DE-R1-EDV65,,,
d8483735e0,de,train,roles,Der kleine grüne Löwe verfolgt die große blaue Ente und die große blaue Ente grüßt den kleinen grünen Löwen.,Die große blaue Ente wird von dem kleinen grünen Löwen verfolgt und der kleine grüne Löwe wird von der großen blauen Ente gegrüßt.,DE-R1-EDV65,,,
73bfbb6e6c,de,dev_b,roles,"Jemand sagt, dass die große schwarze Katze das kleine blaue Pferd grüßt und das kleine blaue Pferd die große schwarze Katze sieht.","Jemand sagt, dass das kleine blaue Pferd von der großen schwarzen Katze gegrüßt wird und die große schwarze Katze von dem kleinen blauen Pferd gesehen wird.",DE-R1-EDV65,,,
b376c87ca1,de,train,roles,Die große grüne Maus verfolgt das junge rote Pferd und das junge rote Pferd grüßt die große grüne Maus.,Das junge rote Pferd wird von der großen grünen Maus verfolgt und die große grüne Maus wird von dem jungen roten Pferd gegrüßt.,DE-R1-EDV65,,,
aeab6dffbe,de,dev_a,quantity,"Stimmt es, dass es sechs junge blaue Katzen und drei kleine schwarze Füchse gibt?","Stimmt es, dass es sechs kleine schwarze Füchse und drei junge blaue Katzen gibt?",DE-R1-EDV65,,,
d7baf88007,de,train,negation,Der alte blaue Hund grüßt das große schwarze Schaf und das große schwarze Schaf grüßt den alten blauen Hund nicht.,Das große schwarze Schaf wird nicht von dem alten blauen Hund gegrüßt und der alte blaue Hund wird von dem großen schwarzen Schaf gegrüßt.,DE-R1-EDV65,,,
55ddca5402,de,dev_b,quantity,"Jemand sagt, dass es fünf junge grüne Hunde und vier alte grüne Kühe gibt.","Jemand sagt, dass es fünf alte grüne Kühe und vier junge grüne Hunde gibt.",DE-R1-EDV65,,,
9efc168d21,de,dev_a,negation,"Stimmt es, dass das junge grüne Schaf das kleine weiße Schaf nicht sieht und das kleine weiße Schaf das junge grüne Schaf sieht?","Stimmt es, dass das kleine weiße Schaf von dem jungen grünen Schaf gesehen wird und das junge grüne Schaf nicht von dem kleinen weißen Schaf gesehen wird?",DE-R1-EDV65,,,
f5d3aa990f,de,dev_b,negation,"Jemand sagt, dass die kleine rote Katze die junge blaue Katze verfolgt und die junge blaue Katze die kleine rote Katze nicht verfolgt.","Jemand sagt, dass die junge blaue Katze von der kleinen roten Katze verfolgt wird und die kleine rote Katze nicht von der jungen blauen Katze verfolgt wird.",DE-R1-EDV65,,,
2f034ad157,de,train,quantity,Es gibt drei kleine weiße Hunde und zwei alte weiße Katzen.,Es gibt drei alte weiße Katzen und zwei kleine weiße Hunde.,DE-R1-EDV65,,,
822c47d499,de,test,roles,"Wenn der junge weiße Fuchs das kleine weiße Huhn grüßt und das kleine weiße Huhn den jungen weißen Fuchs sieht, klingelt eine Glocke.","Wenn das kleine weiße Huhn von dem jungen weißen Fuchs gesehen wird und der junge weiße Fuchs von dem kleinen weißen Huhn gegrüßt wird, klingelt eine Glocke.",DE-R1-EDV65,,,
4b1a452b90,de,dev_b,roles,"Jemand sagt, dass die große schwarze Maus das große schwarze Schaf grüßt und das große schwarze Schaf die große schwarze Maus sieht.","Jemand sagt, dass das große schwarze Schaf von der großen schwarzen Maus gesehen wird und die große schwarze Maus von dem großen schwarzen Schaf gegrüßt wird.",DE-R1-EDV65,,,
