language,split,task,verb,neg,sentence_a,sentence_b
en,train,space,2,False,The old red dog is to the right of the small blue horse and the large yellow horse is to the left of the young red bear.,The small blue horse is to the right of the old red dog and the young red bear is to the left of the large yellow horse.
en,train,space,2,False,The old red dog is to the right of the small blue horse and the large yellow horse is to the left of the young red bear.,The small blue horse is to the left of the old red dog and the young red bear is to the right of the large yellow horse.
en,train,space,2,True,The small white duck is to the right of the young red mouse and the old white hen is to the left of the large yellow cow.,The young red mouse is to the right of the small white duck and the large yellow cow is to the left of the old white hen.
en,train,space,2,True,The small white duck is to the right of the young red mouse and the old white hen is to the left of the large yellow cow.,The young red mouse is to the left of the small white duck and the large yellow cow is to the right of the old white hen.
en,train,space,0,False,The small green cow is to the right of the small red sheep and the young white duck is to the left of the small blue duck.,The small red sheep is to the right of the small green cow and the small blue duck is to the left of the young white duck.
en,train,space,0,False,The small green cow is to the right of the small red sheep and the young white duck is to the left of the small blue duck.,The small red sheep is to the left of the small green cow and the small blue duck is to the right of the young white duck.
en,train,space,0,True,The young black cat is in front of the young white bear and the small red lion is behind the young black lion.,The young white bear is in front of the young black cat and the young black lion is behind the small red lion.
en,train,space,0,True,The young black cat is in front of the young white bear and the small red lion is behind the young black lion.,The young white bear is behind the young black cat and the young black lion is in front of the small red lion.
en,train,space,1,False,The young yellow sheep is behind the small yellow lion and the large red duck is in front of the old red fox.,The small yellow lion is behind the young yellow sheep and the old red fox is in front of the large red duck.
en,train,space,1,False,The young yellow sheep is behind the small yellow lion and the large red duck is in front of the old red fox.,The small yellow lion is in front of the young yellow sheep and the old red fox is behind the large red duck.
en,train,quantity,1,True,There are eight young black dogs and six small yellow lions.,There are eight small yellow lions and six young black dogs.
en,train,quantity,1,True,There are eight young black dogs and six small yellow lions.,There are six small yellow lions and eight young black dogs.
en,train,quantity,1,False,There are five small green lions and six old blue cows.,There are five old blue cows and six small green lions.
en,train,quantity,1,False,There are five small green lions and six old blue cows.,There are six old blue cows and five small green lions.
en,train,quantity,2,False,There are three small white dogs and four old blue hens.,There are three old blue hens and four small white dogs.
en,train,quantity,2,False,There are three small white dogs and four old blue hens.,There are four old blue hens and three small white dogs.
en,train,quantity,0,False,There are two old red mice and four large green ducks.,There are two large green ducks and four old red mice.
en,train,quantity,0,False,There are two old red mice and four large green ducks.,There are four large green ducks and two old red mice.
en,train,quantity,2,True,There are eight young white ducks and two small yellow rabbits.,There are eight small yellow rabbits and two young white ducks.
en,train,quantity,2,True,There are eight young white ducks and two small yellow rabbits.,There are two small yellow rabbits and eight young white ducks.
en,train,quantity,0,True,There are two old black sheep and four large white bears.,There are two large white bears and four old black sheep.
en,train,quantity,0,True,There are two old black sheep and four large white bears.,There are four large white bears and two old black sheep.
en,dev_a,roles,2,False,Is it true that the old white lion follows the old green fox and the old green fox greets the old white lion?,Is it true that the old green fox is greeted by the old white lion and the old white lion is followed by the old green fox?
en,dev_a,roles,2,False,Is it true that the old white lion follows the old green fox and the old green fox greets the old white lion?,Is it true that the old green fox is followed by the old white lion and the old white lion is greeted by the old green fox?
en,dev_a,roles,1,False,Is it true that the old blue cat greets the old green bear and the old green bear sees the old blue cat?,Is it true that the old green bear is seen by the old blue cat and the old blue cat is greeted by the old green bear?
en,dev_a,roles,1,False,Is it true that the old blue cat greets the old green bear and the old green bear sees the old blue cat?,Is it true that the old green bear is greeted by the old blue cat and the old blue cat is seen by the old green bear?
en,dev_a,roles,0,False,Is it true that the young red horse sees the young green duck and the young green duck follows the young red horse?,Is it true that the young green duck is followed by the young red horse and the young red horse is seen by the young green duck?
en,dev_a,roles,0,False,Is it true that the young red horse sees the young green duck and the young green duck follows the young red horse?,Is it true that the young green duck is seen by the young red horse and the young red horse is followed by the young green duck?
en,dev_a,negation,0,True,Is it true that the small yellow fox does not see the young blue dog and the young blue dog sees the small yellow fox?,Is it true that the young blue dog is seen by the small yellow fox and the small yellow fox is not seen by the young blue dog?
en,dev_a,negation,0,True,Is it true that the small yellow fox does not see the young blue dog and the young blue dog sees the small yellow fox?,Is it true that the young blue dog is not seen by the small yellow fox and the small yellow fox is seen by the young blue dog?
en,dev_a,negation,0,False,Is it true that the small red bear sees the small blue duck and the small blue duck does not see the small red bear?,Is it true that the small blue duck is not seen by the small red bear and the small red bear is seen by the small blue duck?
en,dev_a,negation,0,False,Is it true that the small red bear sees the small blue duck and the small blue duck does not see the small red bear?,Is it true that the small blue duck is seen by the small red bear and the small red bear is not seen by the small blue duck?
en,dev_a,negation,1,True,Is it true that the large yellow dog does not greet the old white horse and the old white horse greets the large yellow dog?,Is it true that the old white horse is greeted by the large yellow dog and the large yellow dog is not greeted by the old white horse?
en,dev_a,negation,1,True,Is it true that the large yellow dog does not greet the old white horse and the old white horse greets the large yellow dog?,Is it true that the old white horse is not greeted by the large yellow dog and the large yellow dog is greeted by the old white horse?
en,dev_a,negation,1,False,Is it true that the young yellow cat greets the young black duck and the young black duck does not greet the young yellow cat?,Is it true that the young black duck is not greeted by the young yellow cat and the young yellow cat is greeted by the young black duck?
en,dev_a,negation,1,False,Is it true that the young yellow cat greets the young black duck and the young black duck does not greet the young yellow cat?,Is it true that the young black duck is greeted by the young yellow cat and the young yellow cat is not greeted by the young black duck?
en,dev_a,negation,2,False,Is it true that the young white dog follows the old blue cat and the old blue cat does not follow the young white dog?,Is it true that the old blue cat is not followed by the young white dog and the young white dog is followed by the old blue cat?
en,dev_a,negation,2,False,Is it true that the young white dog follows the old blue cat and the old blue cat does not follow the young white dog?,Is it true that the old blue cat is followed by the young white dog and the young white dog is not followed by the old blue cat?
en,dev_a,negation,2,True,Is it true that the old white cat does not follow the old blue cat and the old blue cat follows the old white cat?,Is it true that the old blue cat is followed by the old white cat and the old white cat is not followed by the old blue cat?
en,dev_a,negation,2,True,Is it true that the old white cat does not follow the old blue cat and the old blue cat follows the old white cat?,Is it true that the old blue cat is not followed by the old white cat and the old white cat is followed by the old blue cat?
en,dev_a,space,2,False,Is it true that the old red bear is below the old blue fox and the young black mouse is above the large red fox?,Is it true that the old blue fox is below the old red bear and the large red fox is above the young black mouse?
en,dev_a,space,2,False,Is it true that the old red bear is below the old blue fox and the young black mouse is above the large red fox?,Is it true that the old blue fox is above the old red bear and the large red fox is below the young black mouse?
en,dev_a,space,0,False,Is it true that the old blue bear is in front of the young white cat and the old blue lion is behind the large green cow?,Is it true that the young white cat is in front of the old blue bear and the large green cow is behind the old blue lion?
en,dev_a,space,0,False,Is it true that the old blue bear is in front of the young white cat and the old blue lion is behind the large green cow?,Is it true that the young white cat is behind the old blue bear and the large green cow is in front of the old blue lion?
en,dev_a,space,0,True,Is it true that the small green rabbit is to the right of the old black cow and the young black fox is to the left of the old yellow duck?,Is it true that the old black cow is to the right of the small green rabbit and the old yellow duck is to the left of the young black fox?
en,dev_a,space,0,True,Is it true that the small green rabbit is to the right of the old black cow and the young black fox is to the left of the old yellow duck?,Is it true that the old black cow is to the left of the small green rabbit and the old yellow duck is to the right of the young black fox?
en,dev_a,space,1,False,Is it true that the large white hen is above the old white rabbit and the large red hen is below the small white sheep?,Is it true that the old white rabbit is above the large white hen and the small white sheep is below the large red hen?
en,dev_a,space,1,False,Is it true that the large white hen is above the old white rabbit and the large red hen is below the small white sheep?,Is it true that the old white rabbit is below the large white hen and the small white sheep is above the large red hen?
en,dev_a,space,2,True,Is it true that the old blue dog is to the right of the young blue cow and the large black dog is to the left of the old white fox?,Is it true that the young blue cow is to the right of the old blue dog and the old white fox is to the left of the large black dog?
en,dev_a,space,2,True,Is it true that the old blue dog is to the right of the young blue cow and the large black dog is to the left of the old white fox?,Is it true that the young blue cow is to the left of the old blue dog and the old white fox is to the right of the large black dog?
en,dev_a,space,1,True,Is it true that the young black fox is above the small black dog and the small blue hen is below the young yellow bear?,Is it true that the small black dog is above the young black fox and the young yellow bear is below the small blue hen?
en,dev_a,space,1,True,Is it true that the young black fox is above the small black dog and the small blue hen is below the young yellow bear?,Is it true that the small black dog is below the young black fox and the young yellow bear is above the small blue hen?
en,dev_a,quantity,0,True,Is it true that there are six small green foxes and three old black lions?,Is it true that there are six old black lions and three small green foxes?
en,dev_a,quantity,0,True,Is it true that there are six small green foxes and three old black lions?,Is it true that there are three old black lions and six small green foxes?
en,dev_a,quantity,2,False,Is it true that there are three large green foxes and seven small yellow mice?,Is it true that there are three small yellow mice and seven large green foxes?
en,dev_a,quantity,2,False,Is it true that there are three large green foxes and seven small yellow mice?,Is it true that there are seven small yellow mice and three large green foxes?
en,dev_a,quantity,1,True,Is it true that there are five old yellow foxes and two young blue horses?,Is it true that there are five young blue horses and two old yellow foxes?
en,dev_a,quantity,1,True,Is it true that there are five old yellow foxes and two young blue horses?,Is it true that there are two young blue horses and five old yellow foxes?
en,dev_a,quantity,2,True,Is it true that there are eight large yellow ducks and seven large black lions?,Is it true that there are eight large black lions and seven large yellow ducks?
en,dev_a,quantity,2,True,Is it true that there are eight large yellow ducks and seven large black lions?,Is it true that there are seven large black lions and eight large yellow ducks?
en,dev_a,quantity,0,False,Is it true that there are two large black foxes and four young red dogs?,Is it true that there are two young red dogs and four large black foxes?
en,dev_a,quantity,0,False,Is it true that there are two large black foxes and four young red dogs?,Is it true that there are four young red dogs and two large black foxes?
en,dev_a,quantity,1,False,Is it true that there are three young yellow cows and eight small black mice?,Is it true that there are three small black mice and eight young yellow cows?
en,dev_a,quantity,1,False,Is it true that there are three young yellow cows and eight small black mice?,Is it true that there are eight small black mice and three young yellow cows?
en,dev_b,roles,1,False,Someone says that the old red fox greets the young green dog and the young green dog follows the old red fox.,Someone says that the young green dog is followed by the old red fox and the old red fox is greeted by the young green dog.
en,dev_b,roles,1,False,Someone says that the old red fox greets the young green dog and the young green dog follows the old red fox.,Someone says that the young green dog is greeted by the old red fox and the old red fox is followed by the young green dog.
en,dev_b,roles,0,False,Someone says that the small green mouse sees the young yellow dog and the young yellow dog greets the small green mouse.,Someone says that the young yellow dog is greeted by the small green mouse and the small green mouse is seen by the young yellow dog.
en,dev_b,roles,0,False,Someone says that the small green mouse sees the young yellow dog and the young yellow dog greets the small green mouse.,Someone says that the young yellow dog is seen by the small green mouse and the small green mouse is greeted by the young yellow dog.
en,dev_b,roles,2,False,Someone says that the old white mouse follows the young black duck and the young black duck sees the old white mouse.,Someone says that the young black duck is seen by the old white mouse and the old white mouse is followed by the young black duck.
en,dev_b,roles,2,False,Someone says that the old white mouse follows the young black duck and the young black duck sees the old white mouse.,Someone says that the young black duck is followed by the old white mouse and the old white mouse is seen by the young black duck.
en,dev_b,negation,2,True,Someone says that the large yellow fox does not follow the small blue bear and the small blue bear follows the large yellow fox.,Someone says that the small blue bear is followed by the large yellow fox and the large yellow fox is not followed by the small blue bear.
en,dev_b,negation,2,True,Someone says that the large yellow fox does not follow the small blue bear and the small blue bear follows the large yellow fox.,Someone says that the small blue bear is not followed by the large yellow fox and the large yellow fox is followed by the small blue bear.
en,dev_b,negation,1,False,Someone says that the large yellow bear greets the young black cow and the young black cow does not greet the large yellow bear.,Someone says that the young black cow is not greeted by the large yellow bear and the large yellow bear is greeted by the young black cow.
en,dev_b,negation,1,False,Someone says that the large yellow bear greets the young black cow and the young black cow does not greet the large yellow bear.,Someone says that the young black cow is greeted by the large yellow bear and the large yellow bear is not greeted by the young black cow.
en,dev_b,negation,2,False,Someone says that the old red dog follows the young white sheep and the young white sheep does not follow the old red dog.,Someone says that the young white sheep is not followed by the old red dog and the old red dog is followed by the young white sheep.
en,dev_b,negation,2,False,Someone says that the old red dog follows the young white sheep and the young white sheep does not follow the old red dog.,Someone says that the young white sheep is followed by the old red dog and the old red dog is not followed by the young white sheep.
en,dev_b,negation,1,True,Someone says that the young black mouse does not greet the old red lion and the old red lion greets the young black mouse.,Someone says that the old red lion is greeted by the young black mouse and the young black mouse is not greeted by the old red lion.
en,dev_b,negation,1,True,Someone says that the young black mouse does not greet the old red lion and the old red lion greets the young black mouse.,Someone says that the old red lion is not greeted by the young black mouse and the young black mouse is greeted by the old red lion.
en,dev_b,negation,0,True,Someone says that the small green rabbit does not see the young red dog and the young red dog sees the small green rabbit.,Someone says that the young red dog is seen by the small green rabbit and the small green rabbit is not seen by the young red dog.
en,dev_b,negation,0,True,Someone says that the small green rabbit does not see the young red dog and the young red dog sees the small green rabbit.,Someone says that the young red dog is not seen by the small green rabbit and the small green rabbit is seen by the young red dog.
en,dev_b,negation,0,False,Someone says that the young blue bear sees the large white cow and the large white cow does not see the young blue bear.,Someone says that the large white cow is not seen by the young blue bear and the young blue bear is seen by the large white cow.
en,dev_b,negation,0,False,Someone says that the young blue bear sees the large white cow and the large white cow does not see the young blue bear.,Someone says that the large white cow is seen by the young blue bear and the young blue bear is not seen by the large white cow.
en,dev_b,space,0,True,Someone says that the old black dog is above the small blue dog and the young white fox is below the large black bear.,Someone says that the small blue dog is above the old black dog and the large black bear is below the young white fox.
en,dev_b,space,0,True,Someone says that the old black dog is above the small blue dog and the young white fox is below the large black bear.,Someone says that the small blue dog is below the old black dog and the large black bear is above the young white fox.
en,dev_b,space,1,True,Someone says that the large white fox is to the left of the small yellow cat and the old green cow is to the right of the young black sheep.,Someone says that the small yellow cat is to the left of the large white fox and the young black sheep is to the right of the old green cow.
en,dev_b,space,1,True,Someone says that the large white fox is to the left of the small yellow cat and the old green cow is to the right of the young black sheep.,Someone says that the small yellow cat is to the right of the large white fox and the young black sheep is to the left of the old green cow.
en,dev_b,space,2,False,Someone says that the young white cow is to the left of the large green cow and the large red rabbit is to the right of the young black cow.,Someone says that the large green cow is to the left of the young white cow and the young black cow is to the right of the large red rabbit.
en,dev_b,space,2,False,Someone says that the young white cow is to the left of the large green cow and the large red rabbit is to the right of the young black cow.,Someone says that the large green cow is to the right of the young white cow and the young black cow is to the left of the large red rabbit.
en,dev_b,space,1,False,Someone says that the large black rabbit is to the right of the young green bear and the young yellow duck is to the left of the young white lion.,Someone says that the young green bear is to the right of the large black rabbit and the young white lion is to the left of the young yellow duck.
en,dev_b,space,1,False,Someone says that the large black rabbit is to the right of the young green bear and the young yellow duck is to the left of the young white lion.,Someone says that the young green bear is to the left of the large black rabbit and the young white lion is to the right of the young yellow duck.
en,dev_b,space,2,True,Someone says that the small black horse is behind the old black duck and the small white mouse is in front of the young green lion.,Someone says that the old black duck is behind the small black horse and the young green lion is in front of the small white mouse.
en,dev_b,space,2,True,Someone says that the small black horse is behind the old black duck and the small white mouse is in front of the young green lion.,Someone says that the old black duck is in front of the small black horse and the young green lion is behind the small white mouse.
en,dev_b,space,0,False,Someone says that the old green dog is above the old red cat and the old blue cow is below the small white rabbit.,Someone says that the old red cat is above the old green dog and the small white rabbit is below the old blue cow.
en,dev_b,space,0,False,Someone says that the old green dog is above the old red cat and the old blue cow is below the small white rabbit.,Someone says that the old red cat is below the old green dog and the small white rabbit is above the old blue cow.
en,dev_b,quantity,1,False,Someone says that there are five small red foxes and six small yellow foxes.,Someone says that there are five small yellow foxes and six small red foxes.
en,dev_b,quantity,1,False,Someone says that there are five small red foxes and six small yellow foxes.,Someone says that there are six small yellow foxes and five small red foxes.
en,dev_b,quantity,0,False,Someone says that there are five small white foxes and two large white ducks.,Someone says that there are five large white ducks and two small white foxes.
en,dev_b,quantity,0,False,Someone says that there are five small white foxes and two large white ducks.,Someone says that there are two large white ducks and five small white foxes.
en,dev_b,quantity,0,True,Someone says that there are eight large blue lions and seven small white hens.,Someone says that there are eight small white hens and seven large blue lions.
en,dev_b,quantity,0,True,Someone says that there are eight large blue lions and seven small white hens.,Someone says that there are seven small white hens and eight large blue lions.
en,dev_b,quantity,2,False,Someone says that there are three large yellow ducks and four young white cows.,Someone says that there are three young white cows and four large yellow ducks.
en,dev_b,quantity,2,False,Someone says that there are three large yellow ducks and four young white cows.,Someone says that there are four young white cows and three large yellow ducks.
en,dev_b,quantity,2,True,Someone says that there are three young black ducks and five old yellow hens.,Someone says that there are three old yellow hens and five young black ducks.
en,dev_b,quantity,2,True,Someone says that there are three young black ducks and five old yellow hens.,Someone says that there are five old yellow hens and three young black ducks.
en,dev_b,quantity,1,True,Someone says that there are three young white hens and two small white dogs.,Someone says that there are three small white dogs and two young white hens.
en,dev_b,quantity,1,True,Someone says that there are three young white hens and two small white dogs.,Someone says that there are two small white dogs and three young white hens.
en,test,roles,0,False,"If the small white lion sees the small red fox and the small red fox greets the small white lion, a bell rings.","If the small red fox is greeted by the small white lion and the small white lion is seen by the small red fox, a bell rings."
en,test,roles,0,False,"If the small white lion sees the small red fox and the small red fox greets the small white lion, a bell rings.","If the small red fox is seen by the small white lion and the small white lion is greeted by the small red fox, a bell rings."
en,test,roles,1,False,"If the large yellow bear greets the small black duck and the small black duck sees the large yellow bear, a bell rings.","If the small black duck is seen by the large yellow bear and the large yellow bear is greeted by the small black duck, a bell rings."
en,test,roles,1,False,"If the large yellow bear greets the small black duck and the small black duck sees the large yellow bear, a bell rings.","If the small black duck is greeted by the large yellow bear and the large yellow bear is seen by the small black duck, a bell rings."
en,test,roles,2,False,"If the small blue cat follows the large green cat and the large green cat greets the small blue cat, a bell rings.","If the large green cat is greeted by the small blue cat and the small blue cat is followed by the large green cat, a bell rings."
en,test,roles,2,False,"If the small blue cat follows the large green cat and the large green cat greets the small blue cat, a bell rings.","If the large green cat is followed by the small blue cat and the small blue cat is greeted by the large green cat, a bell rings."
en,test,negation,1,True,"If the large white fox does not greet the young white fox and the young white fox greets the large white fox, a bell rings.","If the young white fox is greeted by the large white fox and the large white fox is not greeted by the young white fox, a bell rings."
en,test,negation,1,True,"If the large white fox does not greet the young white fox and the young white fox greets the large white fox, a bell rings.","If the young white fox is not greeted by the large white fox and the large white fox is greeted by the young white fox, a bell rings."
en,test,negation,2,True,"If the small green lion does not follow the old yellow cat and the old yellow cat follows the small green lion, a bell rings.","If the old yellow cat is followed by the small green lion and the small green lion is not followed by the old yellow cat, a bell rings."
en,test,negation,2,True,"If the small green lion does not follow the old yellow cat and the old yellow cat follows the small green lion, a bell rings.","If the old yellow cat is not followed by the small green lion and the small green lion is followed by the old yellow cat, a bell rings."
en,test,negation,0,False,"If the old green lion sees the large white hen and the large white hen does not see the old green lion, a bell rings.","If the large white hen is not seen by the old green lion and the old green lion is seen by the large white hen, a bell rings."
en,test,negation,0,False,"If the old green lion sees the large white hen and the large white hen does not see the old green lion, a bell rings.","If the large white hen is seen by the old green lion and the old green lion is not seen by the large white hen, a bell rings."
en,test,negation,1,False,"If the old white cat greets the old green bear and the old green bear does not greet the old white cat, a bell rings.","If the old green bear is not greeted by the old white cat and the old white cat is greeted by the old green bear, a bell rings."
en,test,negation,1,False,"If the old white cat greets the old green bear and the old green bear does not greet the old white cat, a bell rings.","If the old green bear is greeted by the old white cat and the old white cat is not greeted by the old green bear, a bell rings."
en,test,negation,0,True,"If the old white sheep does not see the large black fox and the large black fox sees the old white sheep, a bell rings.","If the large black fox is seen by the old white sheep and the old white sheep is not seen by the large black fox, a bell rings."
en,test,negation,0,True,"If the old white sheep does not see the large black fox and the large black fox sees the old white sheep, a bell rings.","If the large black fox is not seen by the old white sheep and the old white sheep is seen by the large black fox, a bell rings."
en,test,negation,2,False,"If the small blue mouse follows the old blue hen and the old blue hen does not follow the small blue mouse, a bell rings.","If the old blue hen is not followed by the small blue mouse and the small blue mouse is followed by the old blue hen, a bell rings."
en,test,negation,2,False,"If the small blue mouse follows the old blue hen and the old blue hen does not follow the small blue mouse, a bell rings.","If the old blue hen is followed by the small blue mouse and the small blue mouse is not followed by the old blue hen, a bell rings."
en,test,space,2,False,"If the young black fox is in front of the large black bear and the young green dog is behind the small green sheep, a bell rings.","If the large black bear is in front of the young black fox and the small green sheep is behind the young green dog, a bell rings."
en,test,space,2,False,"If the young black fox is in front of the large black bear and the young green dog is behind the small green sheep, a bell rings.","If the large black bear is behind the young black fox and the small green sheep is in front of the young green dog, a bell rings."
en,test,space,0,False,"If the small yellow fox is above the small white duck and the old green fox is below the small white rabbit, a bell rings.","If the small white duck is above the small yellow fox and the small white rabbit is below the old green fox, a bell rings."
en,test,space,0,False,"If the small yellow fox is above the small white duck and the old green fox is below the small white rabbit, a bell rings.","If the small white duck is below the small yellow fox and the small white rabbit is above the old green fox, a bell rings."
en,test,space,2,True,"If the young blue cow is to the right of the young white bear and the young yellow lion is to the left of the young blue duck, a bell rings.","If the young white bear is to the right of the young blue cow and the young blue duck is to the left of the young yellow lion, a bell rings."
en,test,space,2,True,"If the young blue cow is to the right of the young white bear and the young yellow lion is to the left of the young blue duck, a bell rings.","If the young white bear is to the left of the young blue cow and the young blue duck is to the right of the young yellow lion, a bell rings."
en,test,space,1,True,"If the large white hen is to the right of the young yellow horse and the young white lion is to the left of the young red rabbit, a bell rings.","If the young yellow horse is to the right of the large white hen and the young red rabbit is to the left of the young white lion, a bell rings."
en,test,space,1,True,"If the large white hen is to the right of the young yellow horse and the young white lion is to the left of the young red rabbit, a bell rings.","If the young yellow horse is to the left of the large white hen and the young red rabbit is to the right of the young white lion, a bell rings."
en,test,space,0,True,"If the small green bear is above the young green bear and the small blue lion is below the old red horse, a bell rings.","If the young green bear is above the small green bear and the old red horse is below the small blue lion, a bell rings."
en,test,space,0,True,"If the small green bear is above the young green bear and the small blue lion is below the old red horse, a bell rings.","If the young green bear is below the small green bear and the old red horse is above the small blue lion, a bell rings."
en,test,space,1,False,"If the small green cow is above the young white mouse and the large white fox is below the old black sheep, a bell rings.","If the young white mouse is above the small green cow and the old black sheep is below the large white fox, a bell rings."
en,test,space,1,False,"If the small green cow is above the young white mouse and the large white fox is below the old black sheep, a bell rings.","If the young white mouse is below the small green cow and the old black sheep is above the large white fox, a bell rings."
en,test,quantity,0,True,"If there are two large yellow bears and four small white bears, a bell rings.","If there are two small white bears and four large yellow bears, a bell rings."
en,test,quantity,0,True,"If there are two large yellow bears and four small white bears, a bell rings.","If there are four small white bears and two large yellow bears, a bell rings."
en,test,quantity,0,False,"If there are six small green dogs and seven old white cats, a bell rings.","If there are six old white cats and seven small green dogs, a bell rings."
en,test,quantity,0,False,"If there are six small green dogs and seven old white cats, a bell rings.","If there are seven old white cats and six small green dogs, a bell rings."
en,test,quantity,2,True,"If there are two small red sheep and three large black bears, a bell rings.","If there are two large black bears and three small red sheep, a bell rings."
en,test,quantity,2,True,"If there are two small red sheep and three large black bears, a bell rings.","If there are three large black bears and two small red sheep, a bell rings."
en,test,quantity,1,True,"If there are seven large green hens and four old white cows, a bell rings.","If there are seven old white cows and four large green hens, a bell rings."
en,test,quantity,1,True,"If there are seven large green hens and four old white cows, a bell rings.","If there are four old white cows and seven large green hens, a bell rings."
en,test,quantity,2,False,"If there are three old blue mice and two young white bears, a bell rings.","If there are three young white bears and two old blue mice, a bell rings."
en,test,quantity,2,False,"If there are three old blue mice and two young white bears, a bell rings.","If there are two young white bears and three old blue mice, a bell rings."
en,test,quantity,1,False,"If there are five old black mice and four small yellow hens, a bell rings.","If there are five small yellow hens and four old black mice, a bell rings."
en,test,quantity,1,False,"If there are five old black mice and four small yellow hens, a bell rings.","If there are four small yellow hens and five old black mice, a bell rings."
