language,noun,color,size,case,count_index,surface
de,0,2,1,plural,6,acht große grüne Hunde
de,0,2,2,nom,,der junge grüne Hund
de,0,2,2,acc,,den jungen grünen Hund
de,0,2,2,dat,,dem jungen grünen Hund
de,0,2,2,plural,0,zwei junge grüne Hunde
de,0,2,2,plural,1,drei junge grüne Hunde
de,0,2,2,plural,2,vier junge grüne Hunde
de,0,2,2,plural,3,fünf junge grüne Hunde
de,0,2,2,plural,4,sechs junge grüne Hunde
de,0,2,2,plural,5,sieben junge grüne Hunde
de,0,2,2,plural,6,acht junge grüne Hunde
de,0,2,3,nom,,der alte grüne Hund
de,0,2,3,acc,,den alten grünen Hund
de,0,2,3,dat,,dem alten grünen Hund
de,0,2,3,plural,0,zwei alte grüne Hunde
de,0,2,3,plural,1,drei alte grüne Hunde
de,0,2,3,plural,2,vier alte grüne Hunde
de,0,2,3,plural,3,fünf alte grüne Hunde
de,0,2,3,plural,4,sechs alte grüne Hunde
de,0,2,3,plural,5,sieben alte grüne Hunde
de,0,2,3,plural,6,acht alte grüne Hunde
de,0,3,0,nom,,der kleine gelbe Hund
de,0,3,0,acc,,den kleinen gelben Hund
de,0,3,0,dat,,dem kleinen gelben Hund
de,0,3,0,plural,0,zwei kleine gelbe Hunde
de,0,3,0,plural,1,drei kleine gelbe Hunde
de,0,3,0,plural,2,vier kleine gelbe Hunde
de,0,3,0,plural,3,fünf kleine gelbe Hunde
de,0,3,0,plural,4,sechs kleine gelbe Hunde
de,0,3,0,plural,5,sieben kleine gelbe Hunde
de,0,3,0,plural,6,acht kleine gelbe Hunde
de,0,3,1,nom,,der große gelbe Hund
de,0,3,1,acc,,den großen gelben Hund
de,0,3,1,dat,,dem großen gelben Hund
de,0,3,1,plural,0,zwei große gelbe Hunde
de,0,3,1,plural,1,drei große gelbe Hunde
de,0,3,1,plural,2,vier große gelbe Hunde
de,0,3,1,plural,3,fünf große gelbe Hunde
de,0,3,1,plural,4,sechs große gelbe Hunde
de,0,3,1,plural,5,sieben große gelbe Hunde
de,0,3,1,plural,6,acht große gelbe Hunde
de,0,3,2,nom,,der junge gelbe Hund
de,0,3,2,acc,,den jungen gelben Hund
de,0,3,2,dat,,dem jungen gelben Hund
de,0,3,2,plural,0,zwei junge gelbe Hunde
de,0,3,2,plural,1,drei junge gelbe Hunde
de,0,3,2,plural,2,vier junge gelbe Hunde
de,0,3,2,plural,3,fünf junge gelbe Hunde
de,0,3,2,plural,4,sechs junge gelbe Hunde
de,0,3,2,plural,5,sieben junge gelbe Hunde
de,0,3,2,plural,6,acht junge gelbe Hunde
de,0,3,3,nom,,der alte gelbe Hund
de,0,3,3,acc,,den alten gelben Hund
de,0,3,3,dat,,dem alten gelben Hund
de,0,3,3,plural,0,zwei alte gelbe Hunde
de,0,3,3,plural,1,drei alte gelbe Hunde
de,0,3,3,plural,2,vier alte gelbe Hunde
de,0,3,3,plural,3,fünf alte gelbe Hunde
de,0,3,3,plural,4,sechs alte gelbe Hunde
de,0,3,3,plural,5,sieben alte gelbe Hunde
de,0,3,3,plural,6,acht alte gelbe Hunde
de,0,4,0,nom,,der kleine schwarze Hund
de,0,4,0,acc,,den kleinen schwarzen Hund
de,0,4,0,dat,,dem kleinen schwarzen Hund
de,0,4,0,plural,0,zwei kleine schwarze Hunde
de,0,4,0,plural,1,drei kleine schwarze Hunde
de,0,4,0,plural,2,vier kleine schwarze Hunde
de,0,4,0,plural,3,fünf kleine schwarze Hunde
de,0,4,0,plural,4,sechs kleine schwarze Hunde
de,0,4,0,plural,5,sieben kleine schwarze Hunde
de,0,4,0,plural,6,acht kleine schwarze Hunde
de,0,4,1,nom,,der große schwarze Hund
de,0,4,1,acc,,den großen schwarzen Hund
de,0,4,1,dat,,dem großen schwarzen Hund
de,0,4,1,plural,0,zwei große schwarze Hunde
de,0,4,1,plural,1,drei große schwarze Hunde
de,0,4,1,plural,2,vier große schwarze Hunde
de,0,4,1,plural,3,fünf große schwarze Hunde
de,0,4,1,plural,4,sechs große schwarze Hunde
de,0,4,1,plural,5,sieben große schwarze Hunde
de,0,4,1,plural,6,acht große schwarze Hunde
de,0,4,2,nom,,der junge schwarze Hund
de,0,4,2,acc,,den jungen schwarzen Hund
de,0,4,2,dat,,dem jungen schwarzen Hund
de,0,4,2,plural,0,zwei junge schwarze Hunde
de,0,4,2,plural,1,drei junge schwarze Hunde
de,0,4,2,plural,2,vier junge schwarze Hunde
de,0,4,2,plural,3,fünf junge schwarze Hunde
de,0,4,2,plural,4,sechs junge schwarze Hunde
de,0,4,2,plural,5,sieben junge schwarze Hunde
de,0,4,2,plural,6,acht junge schwarze Hunde
de,0,4,3,nom,,der alte schwarze Hund
de,0,4,3,acc,,den alten schwarzen Hund
de,0,4,3,dat,,dem alten schwarzen Hund
de,0,4,3,plural,0,zwei alte schwarze Hunde
de,0,4,3,plural,1,drei alte schwarze Hunde
de,0,4,3,plural,2,vier alte schwarze Hunde
de,0,4,3,plural,3,fünf alte schwarze Hunde
de,0,4,3,plural,4,sechs alte schwarze Hunde
de,0,4,3,plural,5,sieben alte schwarze Hunde
de,0,4,3,plural,6,acht alte schwarze Hunde
de,0,5,0,nom,,der kleine weiße Hund
de,0,5,0,acc,,den kleinen weißen Hund
de,0,5,0,dat,,dem kleinen weißen Hund
de,0,5,0,plural,0,zwei kleine weiße Hunde
de,0,5,0,plural,1,drei kleine weiße Hunde
de,0,5,0,plural,2,vier kleine weiße Hunde
de,0,5,0,plural,3,fünf kleine weiße Hunde
de,0,5,0,plural,4,sechs kleine weiße Hunde
de,0,5,0,plural,5,sieben kleine weiße Hunde
de,0,5,0,plural,6,acht kleine weiße Hunde
de,0,5,1,nom,,der große weiße Hund
de,0,5,1,acc,,den großen weißen Hund
de,0,5,1,dat,,dem großen weißen Hund
de,0,5,1,plural,0,zwei große weiße Hunde
de,0,5,1,plural,1,drei große weiße Hunde
de,0,5,1,plural,2,vier große weiße Hunde
de,0,5,1,plural,3,fünf große weiße Hunde
de,0,5,1,plural,4,sechs große weiße Hunde
de,0,5,1,plural,5,sieben große weiße Hunde
de,0,5,1,plural,6,acht große weiße Hunde
de,0,5,2,nom,,der junge weiße Hund
de,0,5,2,acc,,den jungen weißen Hund
de,0,5,2,dat,,dem jungen weißen Hund
de,0,5,2,plural,0,zwei junge weiße Hunde
de,0,5,2,plural,1,drei junge weiße Hunde
de,0,5,2,plural,2,vier junge weiße Hunde
de,0,5,2,plural,3,fünf junge weiße Hunde
de,0,5,2,plural,4,sechs junge weiße Hunde
de,0,5,2,plural,5,sieben junge weiße Hunde
de,0,5,2,plural,6,acht junge weiße Hunde
de,0,5,3,nom,,der alte weiße Hund
de,0,5,3,acc,,den alten weißen Hund
de,0,5,3,dat,,dem alten weißen Hund
de,0,5,3,plural,0,zwei alte weiße Hunde
de,0,5,3,plural,1,drei alte weiße Hunde
de,0,5,3,plural,2,vier alte weiße Hunde
de,0,5,3,plural,3,fünf alte weiße Hunde
de,0,5,3,plural,4,sechs alte weiße Hunde
de,0,5,3,plural,5,sieben alte weiße Hunde
de,0,5,3,plural,6,acht alte weiße Hunde
de,1,0,0,nom,,der kleine rote Fuchs
de,1,0,0,acc,,den kleinen roten Fuchs
de,1,0,0,dat,,dem kleinen roten Fuchs
de,1,0,0,plural,0,zwei kleine rote Füchse
de,1,0,0,plural,1,drei kleine rote Füchse
de,1,0,0,plural,2,vier kleine rote Füchse
de,1,0,0,plural,3,fünf kleine rote Füchse
de,1,0,0,plural,4,sechs kleine rote Füchse
de,1,0,0,plural,5,sieben kleine rote Füchse
de,1,0,0,plural,6,acht kleine rote Füchse
de,1,0,1,nom,,der große rote Fuchs
de,1,0,1,acc,,den großen roten Fuchs
de,1,0,1,dat,,dem großen roten Fuchs
de,1,0,1,plural,0,zwei große rote Füchse
de,1,0,1,plural,1,drei große rote Füchse
de,1,0,1,plural,2,vier große rote Füchse
de,1,0,1,plural,3,fünf große rote Füchse
de,1,0,1,plural,4,sechs große rote Füchse
de,1,0,1,plural,5,sieben große rote Füchse
de,1,0,1,plural,6,acht große rote Füchse
de,1,0,2,nom,,der junge rote Fuchs
de,1,0,2,acc,,den jungen roten Fuchs
de,1,0,2,dat,,dem jungen roten Fuchs
de,1,0,2,plural,0,zwei junge rote Füchse
de,1,0,2,plural,1,drei junge rote Füchse
de,1,0,2,plural,2,vier junge rote Füchse
de,1,0,2,plural,3,fünf junge rote Füchse
de,1,0,2,plural,4,sechs junge rote Füchse
de,1,0,2,plural,5,sieben junge rote Füchse
de,1,0,2,plural,6,acht junge rote Füchse
de,1,0,3,nom,,der alte rote Fuchs
de,1,0,3,acc,,den alten roten Fuchs
de,1,0,3,dat,,dem alten roten Fuchs
de,1,0,3,plural,0,zwei alte rote Füchse
de,1,0,3,plural,1,drei alte rote Füchse
de,1,0,3,plural,2,vier alte rote Füchse
de,1,0,3,plural,3,fünf alte rote Füchse
de,1,0,3,plural,4,sechs alte rote Füchse
de,1,0,3,plural,5,sieben alte rote Füchse
de,1,0,3,plural,6,acht alte rote Füchse
de,1,1,0,nom,,der kleine blaue Fuchs
de,1,1,0,acc,,den kleinen blauen Fuchs
de,1,1,0,dat,,dem kleinen blauen Fuchs
de,1,1,0,plural,0,zwei kleine blaue Füchse
de,1,1,0,plural,1,drei kleine blaue Füchse
de,1,1,0,plural,2,vier kleine blaue Füchse
de,1,1,0,plural,3,fünf kleine blaue Füchse
de,1,1,0,plural,4,sechs kleine blaue Füchse
de,1,1,0,plural,5,sieben kleine blaue Füchse
de,1,1,0,plural,6,acht kleine blaue Füchse
de,1,1,1,nom,,der große blaue Fuchs
de,1,1,1,acc,,den großen blauen Fuchs
de,1,1,1,dat,,dem großen blauen Fuchs
de,1,1,1,plural,0,zwei große blaue Füchse
de,1,1,1,plural,1,drei große blaue Füchse
de,1,1,1,plural,2,vier große blaue Füchse
de,1,1,1,plural,3,fünf große blaue Füchse
de,1,1,1,plural,4,sechs große blaue Füchse
de,1,1,1,plural,5,sieben große blaue Füchse
de,1,1,1,plural,6,acht große blaue Füchse
de,1,1,2,nom,,der junge blaue Fuchs
de,1,1,2,acc,,den jungen blauen Fuchs
de,1,1,2,dat,,dem jungen blauen Fuchs
de,1,1,2,plural,0,zwei junge blaue Füchse
de,1,1,2,plural,1,drei junge blaue Füchse
de,1,1,2,plural,2,vier junge blaue Füchse
de,1,1,2,plural,3,fünf junge blaue Füchse
de,1,1,2,plural,4,sechs junge blaue Füchse
de,1,1,2,plural,5,sieben junge blaue Füchse
de,1,1,2,plural,6,acht junge blaue Füchse
de,1,1,3,nom,,der alte blaue Fuchs
de,1,1,3,acc,,den alten blauen Fuchs
de,1,1,3,dat,,dem alten blauen Fuchs
de,1,1,3,plural,0,zwei alte blaue Füchse
de,1,1,3,plural,1,drei alte blaue Füchse
de,1,1,3,plural,2,vier alte blaue Füchse
de,1,1,3,plural,3,fünf alte blaue Füchse
de,1,1,3,plural,4,sechs alte blaue Füchse
de,1,1,3,plural,5,sieben alte blaue Füchse
de,1,1,3,plural,6,acht alte blaue Füchse
de,1,2,0,nom,,der kleine grüne Fuchs
de,1,2,0,acc,,den kleinen grünen Fuchs
de,1,2,0,dat,,dem kleinen grünen Fuchs
de,1,2,0,plural,0,zwei kleine grüne Füchse
de,1,2,0,plural,1,drei kleine grüne Füchse
de,1,2,0,plural,2,vier kleine grüne Füchse
de,1,2,0,plural,3,fünf kleine grüne Füchse
de,1,2,0,plural,4,sechs kleine grüne Füchse
de,1,2,0,plural,5,sieben kleine grüne Füchse
de,1,2,0,plural,6,acht kleine grüne Füchse
de,1,2,1,nom,,der große grüne Fuchs
de,1,2,1,acc,,den großen grünen Fuchs
de,1,2,1,dat,,dem großen grünen Fuchs
de,1,2,1,plural,0,zwei große grüne Füchse
de,1,2,1,plural,1,drei große grüne Füchse
de,1,2,1,plural,2,vier große grüne Füchse
de,1,2,1,plural,3,fünf große grüne Füchse
de,1,2,1,plural,4,sechs große grüne Füchse
de,1,2,1,plural,5,sieben große grüne Füchse
de,1,2,1,plural,6,acht große grüne Füchse
de,1,2,2,nom,,der junge grüne Fuchs
de,1,2,2,acc,,den jungen grünen Fuchs
de,1,2,2,dat,,dem jungen grünen Fuchs
de,1,2,2,plural,0,zwei junge grüne Füchse
de,1,2,2,plural,1,drei junge grüne Füchse
de,1,2,2,plural,2,vier junge grüne Füchse
de,1,2,2,plural,3,fünf junge grüne Füchse
de,1,2,2,plural,4,sechs junge grüne Füchse
de,1,2,2,plural,5,sieben junge grüne Füchse
de,1,2,2,plural,6,acht junge grüne Füchse
de,1,2,3,nom,,der alte grüne Fuchs
de,1,2,3,acc,,den alten grünen Fuchs
de,1,2,3,dat,,dem alten grünen Fuchs
de,1,2,3,plural,0,zwei alte grüne Füchse
de,1,2,3,plural,1,drei alte grüne Füchse
de,1,2,3,plural,2,vier alte grüne Füchse
de,1,2,3,plural,3,fünf alte grüne Füchse
de,1,2,3,plural,4,sechs alte grüne Füchse
de,1,2,3,plural,5,sieben alte grüne Füchse
de,1,2,3,plural,6,acht alte grüne Füchse
de,1,3,0,nom,,der kleine gelbe Fuchs
de,1,3,0,acc,,den kleinen gelben Fuchs
de,1,3,0,dat,,dem kleinen gelben Fuchs
de,1,3,0,plural,0,zwei kleine gelbe Füchse
de,1,3,0,plural,1,drei kleine gelbe Füchse
de,1,3,0,plural,2,vier kleine gelbe Füchse
de,1,3,0,plural,3,fünf kleine gelbe Füchse
de,1,3,0,plural,4,sechs kleine gelbe Füchse
de,1,3,0,plural,5,sieben kleine gelbe Füchse
de,1,3,0,plural,6,acht kleine gelbe Füchse
de,1,3,1,nom,,der große gelbe Fuchs
de,1,3,1,acc,,den großen gelben Fuchs
de,1,3,1,dat,,dem großen gelben Fuchs
de,1,3,1,plural,0,zwei große gelbe Füchse
de,1,3,1,plural,1,drei große gelbe Füchse
de,1,3,1,plural,2,vier große gelbe Füchse
de,1,3,1,plural,3,fünf große gelbe Füchse
de,1,3,1,plural,4,sechs große gelbe Füchse
de,1,3,1,plural,5,sieben große gelbe Füchse
de,1,3,1,plural,6,acht große gelbe Füchse
de,1,3,2,nom,,der junge gelbe Fuchs
de,1,3,2,acc,,den jungen gelben Fuchs
de,1,3,2,dat,,dem jungen gelben Fuchs
de,1,3,2,plural,0,zwei junge gelbe Füchse
de,1,3,2,plural,1,drei junge gelbe Füchse
de,1,3,2,plural,2,vier junge gelbe Füchse
de,1,3,2,plural,3,fünf junge gelbe Füchse
de,1,3,2,plural,4,sechs junge gelbe Füchse
de,1,3,2,plural,5,sieben junge gelbe Füchse
de,1,3,2,plural,6,acht junge gelbe Füchse
de,1,3,3,nom,,der alte gelbe Fuchs
de,1,3,3,acc,,den alten gelben Fuchs
de,1,3,3,dat,,dem alten gelben Fuchs
de,1,3,3,plural,0,zwei alte gelbe Füchse
de,1,3,3,plural,1,drei alte gelbe Füchse
de,1,3,3,plural,2,vier alte gelbe Füchse
de,1,3,3,plural,3,fünf alte gelbe Füchse
de,1,3,3,plural,4,sechs alte gelbe Füchse
de,1,3,3,plural,5,sieben alte gelbe Füchse
de,1,3,3,plural,6,acht alte gelbe Füchse
de,1,4,0,nom,,der kleine schwarze Fuchs
de,1,4,0,acc,,den kleinen schwarzen Fuchs
de,1,4,0,dat,,dem kleinen schwarzen Fuchs
de,1,4,0,plural,0,zwei kleine schwarze Füchse
de,1,4,0,plural,1,drei kleine schwarze Füchse
de,1,4,0,plural,2,vier kleine schwarze Füchse
de,1,4,0,plural,3,fünf kleine schwarze Füchse
de,1,4,0,plural,4,sechs kleine schwarze Füchse
de,1,4,0,plural,5,sieben kleine schwarze Füchse
de,1,4,0,plural,6,acht kleine schwarze Füchse
de,1,4,1,nom,,der große schwarze Fuchs
de,1,4,1,acc,,den großen schwarzen Fuchs
de,1,4,1,dat,,dem großen schwarzen Fuchs
de,1,4,1,plural,0,zwei große schwarze Füchse
de,1,4,1,plural,1,drei große schwarze Füchse
de,1,4,1,plural,2,vier große schwarze Füchse
de,1,4,1,plural,3,fünf große schwarze Füchse
de,1,4,1,plural,4,sechs große schwarze Füchse
de,1,4,1,plural,5,sieben große schwarze Füchse
de,1,4,1,plural,6,acht große schwarze Füchse
de,1,4,2,nom,,der junge schwarze Fuchs
de,1,4,2,acc,,den jungen schwarzen Fuchs
de,1,4,2,dat,,dem jungen schwarzen Fuchs
de,1,4,2,plural,0,zwei junge schwarze Füchse
de,1,4,2,plural,1,drei junge schwarze Füchse
de,1,4,2,plural,2,vier junge schwarze Füchse
de,1,4,2,plural,3,fünf junge schwarze Füchse
de,1,4,2,plural,4,sechs junge schwarze Füchse
de,1,4,2,plural,5,sieben junge schwarze Füchse
de,1,4,2,plural,6,acht junge schwarze Füchse
de,1,4,3,nom,,der alte schwarze Fuchs
de,1,4,3,acc,,den alten schwarzen Fuchs
de,1,4,3,dat,,dem alten schwarzen Fuchs
de,1,4,3,plural,0,zwei alte schwarze Füchse
de,1,4,3,plural,1,drei alte schwarze Füchse
de,1,4,3,plural,2,vier alte schwarze Füchse
de,1,4,3,plural,3,fünf alte schwarze Füchse
de,1,4,3,plural,4,sechs alte schwarze Füchse
de,1,4,3,plural,5,sieben alte schwarze Füchse
de,1,4,3,plural,6,acht alte schwarze Füchse
de,1,5,0,nom,,der kleine weiße Fuchs
de,1,5,0,acc,,den kleinen weißen Fuchs
de,1,5,0,dat,,dem kleinen weißen Fuchs
de,1,5,0,plural,0,zwei kleine weiße Füchse
de,1,5,0,plural,1,drei kleine weiße Füchse
de,1,5,0,plural,2,vier kleine weiße Füchse
de,1,5,0,plural,3,fünf kleine weiße Füchse
de,1,5,0,plural,4,sechs kleine weiße Füchse
de,1,5,0,plural,5,sieben kleine weiße Füchse
de,1,5,0,plural,6,acht kleine weiße Füchse
de,1,5,1,nom,,der große weiße Fuchs
de,1,5,1,acc,,den großen weißen Fuchs
de,1,5,1,dat,,dem großen weißen Fuchs
de,1,5,1,plural,0,zwei große weiße Füchse
de,1,5,1,plural,1,drei große weiße Füchse
de,1,5,1,plural,2,vier große weiße Füchse
de,1,5,1,plural,3,fünf große weiße Füchse
de,1,5,1,plural,4,sechs große weiße Füchse
de,1,5,1,plural,5,sieben große weiße Füchse
de,1,5,1,plural,6,acht große weiße Füchse
de,1,5,2,nom,,der junge weiße Fuchs
de,1,5,2,acc,,den jungen weißen Fuchs
de,1,5,2,dat,,dem jungen weißen Fuchs
de,1,5,2,plural,0,zwei junge weiße Füchse
de,1,5,2,plural,1,drei junge weiße Füchse
de,1,5,2,plural,2,vier junge weiße Füchse
de,1,5,2,plural,3,fünf junge weiße Füchse
de,1,5,2,plural,4,sechs junge weiße Füchse
de,1,5,2,plural,5,sieben junge weiße Füchse
de,1,5,2,plural,6,acht junge weiße Füchse
de,1,5,3,nom,,der alte weiße Fuchs
de,1,5,3,acc,,den alten weißen Fuchs
de,1,5,3,dat,,dem alten weißen Fuchs
de,1,5,3,plural,0,zwei alte weiße Füchse
de,1,5,3,plural,1,drei alte weiße Füchse
de,1,5,3,plural,2,vier alte weiße Füchse
de,1,5,3,plural,3,fünf alte weiße Füchse
de,1,5,3,plural,4,sechs alte weiße Füchse
de,1,5,3,plural,5,sieben alte weiße Füchse
de,1,5,3,plural,6,acht alte weiße Füchse
de,2,0,0,nom,,der kleine rote Bär
de,2,0,0,acc,,den kleinen roten Bären
de,2,0,0,dat,,dem kleinen roten Bären
de,2,0,0,plural,0,zwei kleine rote Bären
de,2,0,0,plural,1,drei kleine rote Bären
de,2,0,0,plural,2,vier kleine rote Bären
de,2,0,0,plural,3,fünf kleine rote Bären
de,2,0,0,plural,4,sechs kleine rote Bären
de,2,0,0,plural,5,sieben kleine rote Bären
de,2,0,0,plural,6,acht kleine rote Bären
de,2,0,1,nom,,der große rote Bär
de,2,0,1,acc,,den großen roten Bären
de,2,0,1,dat,,dem großen roten Bären
de,2,0,1,plural,0,zwei große rote Bären
de,2,0,1,plural,1,drei große rote Bären
de,2,0,1,plural,2,vier große rote Bären
de,2,0,1,plural,3,fünf große rote Bären
de,2,0,1,plural,4,sechs große rote Bären
de,2,0,1,plural,5,sieben große rote Bären
de,2,0,1,plural,6,acht große rote Bären
de,2,0,2,nom,,der junge rote Bär
de,2,0,2,acc,,den jungen roten Bären
de,2,0,2,dat,,dem jungen roten Bären
de,2,0,2,plural,0,zwei junge rote Bären
de,2,0,2,plural,1,drei junge rote Bären
de,2,0,2,plural,2,vier junge rote Bären
de,2,0,2,plural,3,fünf junge rote Bären
de,2,0,2,plural,4,sechs junge rote Bären
de,2,0,2,plural,5,sieben junge rote Bären
de,2,0,2,plural,6,acht junge rote Bären
de,2,0,3,nom,,der alte rote Bär
de,2,0,3,acc,,den alten roten Bären
de,2,0,3,dat,,dem alten roten Bären
de,2,0,3,plural,0,zwei alte rote Bären
de,2,0,3,plural,1,drei alte rote Bären
de,2,0,3,plural,2,vier alte rote Bären
de,2,0,3,plural,3,fünf alte rote Bären
de,2,0,3,plural,4,sechs alte rote Bären
de,2,0,3,plural,5,sieben alte rote Bären
de,2,0,3,plural,6,acht alte rote Bären
de,2,1,0,nom,,der kleine blaue Bär
de,2,1,0,acc,,den kleinen blauen Bären
de,2,1,0,dat,,dem kleinen blauen Bären
de,2,1,0,plural,0,zwei kleine blaue Bären
de,2,1,0,plural,1,drei kleine blaue Bären
de,2,1,0,plural,2,vier kleine blaue Bären
de,2,1,0,plural,3,fünf kleine blaue Bären
de,2,1,0,plural,4,sechs kleine blaue Bären
de,2,1,0,plural,5,sieben kleine blaue Bären
de,2,1,0,plural,6,acht kleine blaue Bären
de,2,1,1,nom,,der große blaue Bär
de,2,1,1,acc,,den großen blauen Bären
de,2,1,1,dat,,dem großen blauen Bären
de,2,1,1,plural,0,zwei große blaue Bären
de,2,1,1,plural,1,drei große blaue Bären
de,2,1,1,plural,2,vier große blaue Bären
de,2,1,1,plural,3,fünf große blaue Bären
de,2,1,1,plural,4,sechs große blaue Bären
de,2,1,1,plural,5,sieben große blaue Bären
de,2,1,1,plural,6,acht große blaue Bären
de,2,1,2,nom,,der junge blaue Bär
de,2,1,2,acc,,den jungen blauen Bären
de,2,1,2,dat,,dem jungen blauen Bären
de,2,1,2,plural,0,zwei junge blaue Bären
de,2,1,2,plural,1,drei junge blaue Bären
de,2,1,2,plural,2,vier junge blaue Bären
de,2,1,2,plural,3,fünf junge blaue Bären
de,2,1,2,plural,4,sechs junge blaue Bären
de,2,1,2,plural,5,sieben junge blaue Bären
de,2,1,2,plural,6,acht junge blaue Bären
de,2,1,3,nom,,der alte blaue Bär
de,2,1,3,acc,,den alten blauen Bären
de,2,1,3,dat,,dem alten blauen Bären
de,2,1,3,plural,0,zwei alte blaue Bären
de,2,1,3,plural,1,drei alte blaue Bären
de,2,1,3,plural,2,vier alte blaue Bären
de,2,1,3,plural,3,fünf alte blaue Bären
de,2,1,3,plural,4,sechs alte blaue Bären
de,2,1,3,plural,5,sieben alte blaue Bären
