review_id,language,split,task,sentence_a,sentence_b,reviewer,judged_label,fluent,comment
8f74239f72,en,dev_a,negation,Is it true that the old red cat does not greet the young yellow duck and the young yellow duck greets the old red cat?,Is it true that the young yellow duck is greeted by the old red cat and the old red cat is not greeted by the young yellow duck?,EN-R2-G4A2V,,,
97d2e915cf,en,test,space,"If the old white hen is below the large blue cow and the small white sheep is above the small blue horse, a bell rings.","If the large blue cow is above the old white hen and the small blue horse is below the small white sheep, a bell rings.",EN-R2-G4A2V,,,
da84411ee7,en,test,roles,"If the young black hen greets the old green rabbit and the old green rabbit follows the young black hen, a bell rings.","If the old green rabbit is followed by the young black hen and the young black hen is greeted by the old green rabbit, a bell rings.",EN-R2-G4A2V,,,
597a35155e,en,dev_a,roles,Is it true that the large blue fox follows the old blue lion and the old blue lion greets the large blue fox?,Is it true that the old blue lion is greeted by the large blue fox and the large blue fox is followed by the old blue lion?,EN-R2-G4A2V,,,
73350e197d,en,test,roles,"If the young black bear sees the young blue cat and the young blue cat follows the young black bear, a bell rings.","If the young blue cat is followed by the young black bear and the young black bear is seen by the young blue cat, a bell rings.",EN-R2-G4A2V,,,
a1591d03a8,en,test,roles,"If the old black hen greets the young blue duck and the young blue duck follows the old black hen, a bell rings.","If the young blue duck is greeted by the old black hen and the old black hen is followed by the young blue duck, a bell rings.",EN-R2-G4A2V,,,
21ec1c6429,en,dev_a,space,Is it true that the old black fox is to the right of the young black cow and the young red cat is to the left of the young black horse?,Is it true that the young black cow is to the right of the old black fox and the young black horse is to the left of the young red cat?,EN-R2-G4A2V,,,
83df4a0632,en,dev_b,quantity,Someone says that there are eight small blue lions and three young blue bears.,Someone says that there are eight young blue bears and three small blue lions.,EN-R2-G4A2V,,,
9fbc084370,en,train,negation,The old black duck does not follow the old green mouse and the old green mouse follows the old black duck.,The old green mouse is not followed by the old black duck and the old black duck is followed by the old green mouse.,EN-R2-G4A2V,,,
cf44fe880f,en,train,roles,The young red lion greets the young black hen and the young black hen sees the young red lion.,The young black hen is seen by the young red lion and the young red lion is greeted by the young black hen.,EN-R2-G4A2V,,,
c14e38a589,en,test,roles,"If the small black dog greets the large blue horse and the large blue horse follows the small black dog, a bell rings.","If the large blue horse is greeted by the small black dog and the small black dog is followed by the large blue horse, a bell rings.",EN-R2-G4A2V,,,
d79f21a360,en,dev_a,space,Is it true that the old black cat is above the young black cow and the young white cat is below the old green horse?,Is it true that the young black cow is above the old black cat and the old green horse is below the young white cat?,EN-R2-G4A2V,,,
c0f40f2460,en,test,quantity,"If there are three old black mice and four young yellow dogs, a bell rings.","If there are three young yellow dogs and four old black mice, a bell rings.",EN-R2-G4A2V,,,
bd668a44ab,en,dev_a,space,Is it true that the young yellow fox is behind the small blue duck and the young yellow lion is in front of the young blue bear?,Is it true that the small blue duck is in front of the young yellow fox and the young blue bear is behind the young yellow lion?,EN-R2-G4A2V,,,
f2784e0e9a,en,dev_a,quantity,Is it true that there are three old yellow cows and two old red hens?,Is it true that there are three old red hens and two old yellow cows?,EN-R2-G4A2V,,,
08e0e2b20c,en,test,negation,"If the old blue horse greets the large green duck and the large green duck does not greet the old blue horse, a bell rings.","If the large green duck is greeted by the old blue horse and the old blue horse is not greeted by the large green duck, a bell rings.",EN-R2-G4A2V,,,
1c6c35cbc6,en,dev_b,roles,Someone says that the old blue rabbit sees the small red horse and the small red horse follows the old blue rabbit.,Someone says that the small red horse is followed by the old blue rabbit and the old blue rabbit is seen by the small red horse.,EN-R2-G4A2V,,,
bba9112fbe,en,dev_a,roles,Is it true that the large blue horse sees the old green duck and the old green duck follows the large blue horse?,Is it true that the old green duck is followed by the large blue horse and the large blue horse is seen by the old green duck?,EN-R2-G4A2V,,,
1c6da4f7b4,en,dev_a,quantity,Is it true that there are five old yellow sheep and seven small yellow foxes?,Is it true that there are seven small yellow foxes and five old yellow sheep?,EN-R2-G4A2V,,,
130bc3cdb7,en,dev_a,roles,Is it true that the large yellow lion greets the small black cat and the small black cat sees the large yellow lion?,Is it true that the small black cat is seen by the large yellow lion and the large yellow lion is greeted by the small black cat?,EN-R2-G4A2V,,,
866adbacbd,en,train,space,The large black duck is below the small white duck and the small yellow sheep is above the small black cow.,The small white duck is below the large black duck and the small black cow is above the small yellow sheep.,EN-R2-G4A2V,,,
39e21584ee,en,train,quantity,There are five small green cows and two small red rabbits.,There are five small red rabbits and two small green cows.,EN-R2-G4A2V,,,
8efa1deaf4,en,dev_a,space,Is it true that the old green dog is above the small yellow mouse and the young black duck is below the young blue sheep?,Is it true that the small yellow mouse is above the old green dog and the young blue sheep is below the young black duck?,EN-R2-G4A2V,,,
ff1d91eb8d,en,train,roles,The small yellow cow sees the large black cat and the large black cat follows the small yellow cow.,The large black cat is followed by the small yellow cow and the small yellow cow is seen by the large black cat.,EN-R2-G4A2V,,,
cfc97df72a,en,dev_a,negation,Is it true that the young red mouse does not follow the large blue dog and the large blue dog follows the young red mouse?,Is it true that the large blue dog is not followed by the young red mouse and the young red mouse is followed by the large blue dog?,EN-R2-G4A2V,,,
ef8521f7ca,en,dev_b,quantity,Someone says that there are six old red rabbits and eight old blue lions.,Someone says that there are eight old blue lions and six old red rabbits.,EN-R2-G4A2V,,,
44da08a5a1,en,test,space,"If the young green rabbit is in front of the young black horse and the small red horse is behind the old yellow mouse, a bell rings.","If the young black horse is in front of the young green rabbit and the old yellow mouse is behind the small red horse, a bell rings.",EN-R2-G4A2V,,,
485bd9bf8c,en,dev_b,space,Someone says that the small green sheep is to the right of the young black cow and the small black cow is to the left of the young black lion.,Someone says that the young black cow is to the right of the small green sheep and the young black lion is to the left of the small black cow.,EN-R2-G4A2V,,,
2dbc371bba,en,train,quantity,There are five old white mice and three old yellow mice.,There are three old yellow mice and five old white mice.,EN-R2-G4A2V,,,
6fb1b508fa,en,dev_b,negation,Someone says that the small green cat does not see the young black hen and the young black hen sees the small green cat.,Someone says that the young black hen is seen by the small green cat and the small green cat is not seen by the young black hen.,EN-R2-G4A2V,,,
3400c3db48,en,train,space,The small red rabbit is below the small blue duck and the small white mouse is above the small blue horse.,The small blue duck is below the small red rabbit and the small blue horse is above the small white mouse.,EN-R2-G4A2V,,,
b16728207c,en,test,quantity,"If there are seven large blue foxes and six large black dogs, a bell rings.","If there are six large black dogs and seven large blue foxes, a bell rings.",EN-R2-G4A2V,,,
1e886ad1e7,en,dev_a,space,Is it true that the old red mouse is below the small white duck and the old yellow bear is above the young white mouse?,Is it true that the small white duck is below the old red mouse and the young white mouse is above the old yellow bear?,EN-R2-G4A2V,,,
e35c7ae94f,en,test,space,"If the small blue hen is below the old white dog and the old black cow is above the young yellow bear, a bell rings.","If the old white dog is below the small blue hen and the young yellow bear is above the old black cow, a bell rings.",EN-R2-G4A2V,,,
16bb796f53,en,dev_a,space,Is it true that the large green fox is in front of the small white bear and the large black rabbit is behind the small white sheep?,Is it true that the small white bear is behind the large green fox and the small white sheep is in front of the large black rabbit?,EN-R2-G4A2V,,,
d6dd11bbeb,en,train,space,The old black lion is below the large red fox and the young yellow duck is above the young red dog.,The large red fox is below the old black lion and the young red dog is above the young yellow duck.,EN-R2-G4A2V,,,
e1ef67f298,en,dev_a,roles,Is it true that the old red hen sees the old red mouse and the old red mouse greets the old red hen?,Is it true that the old red mouse is seen by the old red hen and the old red hen is greeted by the old red mouse?,EN-R2-G4A2V,,,
8cb8e67416,en,test,roles,"If the young red cat greets the old green hen and the old green hen sees the young red cat, a bell rings.","If the old green hen is greeted by the young red cat and the young red cat is seen by the old green hen, a bell rings.",EN-R2-G4A2V,,,
810cafa8d0,en,dev_b,roles,Someone says that the large black duck sees the small red rabbit and the small red rabbit greets the large black duck.,Someone says that the small red rabbit is seen by the large black duck and the large black duck is greeted by the small red rabbit.,EN-R2-G4A2V,,,
fbcdf9f250,en,train,roles,The large black bear sees the small green lion and the small green lion greets the large black bear.,The small green lion is seen by the large black bear and the large black bear is greeted by the small green lion.,EN-R2-G4A2V,,,
53566c9572,en,train,quantity,There are two small blue foxes and six small white rabbits.,There are six small white rabbits and two small blue foxes.,EN-R2-G4A2V,,,
9d37a277aa,en,dev_a,negation,Is it true that the small white rabbit sees the small green dog and the small green dog does not see the small white rabbit?,Is it true that the small green dog is seen by the small white rabbit and the small white rabbit is not seen by the small green dog?,EN-R2-G4A2V,,,
edccaf4067,en,train,negation,The young yellow dog follows the young green mouse and the young green mouse does not follow the young yellow dog.,The young green mouse is not followed by the young yellow dog and the young yellow dog is followed by the young green mouse.,EN-R2-G4A2V,,,
da8e441bc4,en,train,space,The old blue horse is below the large yellow cow and the small black bear is above the small blue cow.,The large yellow cow is above the old blue horse and the small blue cow is below the small black bear.,EN-R2-G4A2V,,,
e78603578a,en,dev_b,negation,Someone says that the small yellow sheep does not follow the old blue hen and the old blue hen follows the small yellow sheep.,Someone says that the old blue hen is followed by the small yellow sheep and the small yellow sheep is not followed by the old blue hen.,EN-R2-G4A2V,,,
01c6bb6315,en,dev_b,quantity,Someone says that there are four large black foxes and six small green cows.,Someone says that there are six small green cows and four large black foxes.,EN-R2-G4A2V,,,
e7a27c20fa,en,train,roles,The small blue bear greets the small green fox and the small green fox follows the small blue bear.,The small green fox is greeted by the small blue bear and the small blue bear is followed by the small green fox.,EN-R2-G4A2V,,,
3d58dbe1d6,en,dev_b,space,Someone says that the small white lion is below the large green fox and the large red lion is above the young blue hen.,Someone says that the large green fox is above the small white lion and the young blue hen is below the large red lion.,EN-R2-G4A2V,,,
d3d5ce707d,en,train,quantity,There are seven old green cats and five young blue lions.,There are seven young blue lions and five old green cats.,EN-R2-G4A2V,,,
b9fef0b539,en,dev_a,space,Is it true that the old yellow bear is to the left of the small green bear and the large red rabbit is to the right of the small green lion?,Is it true that the small green bear is to the right of the old yellow bear and the small green lion is to the left of the large red rabbit?,EN-R2-G4A2V,,,
0b2af60639,en,dev_a,quantity,Is it true that there are two small yellow dogs and seven young white cats?,Is it true that there are seven young white cats and two small yellow dogs?,EN-R2-G4A2V,,,
920fe4d8d5,en,dev_a,negation,Is it true that the young yellow rabbit does not see the large red bear and the large red bear sees the young yellow rabbit?,Is it true that the large red bear is seen by the young yellow rabbit and the young yellow rabbit is not seen by the large red bear?,EN-R2-G4A2V,,,
c1669452d6,en,dev_b,negation,Someone says that the small blue lion greets the small white rabbit and the small white rabbit does not greet the small blue lion.,Someone says that the small white rabbit is greeted by the small blue lion and the small blue lion is not greeted by the small white rabbit.,EN-R2-G4A2V,,,
676ce6eaa4,en,dev_b,space,Someone says that the young red dog is to the right of the large white rabbit and the small blue hen is to the left of the young yellow hen.,Someone says that the large white rabbit is to the right of the young red dog and the young yellow hen is to the left of the small blue hen.,EN-R2-G4A2V,,,
1928b1ba0c,en,dev_b,negation,Someone says that the old black cat does not see the large black cow and the large black cow sees the old black cat.,Someone says that the large black cow is not seen by the old black cat and the old black cat is seen by the large black cow.,EN-R2-G4A2V,,,
14906d927d,en,dev_a,negation,Is it true that the small black horse greets the large red mouse and the large red mouse does not greet the small black horse?,Is it true that the large red mouse is greeted by the small black horse and the small black horse is not greeted by the large red mouse?,EN-R2-G4A2V,,,
542918e580,en,test,roles,"If the young yellow cat follows the large yellow sheep and the large yellow sheep sees the young yellow cat, a bell rings.","If the large yellow sheep is seen by the young yellow cat and the young yellow cat is followed by the large yellow sheep, a bell rings.",EN-R2-G4A2V,,,
073fe47d27,en,dev_b,roles,Someone says that the large red duck follows the old green duck and the old green duck sees the large red duck.,Someone says that the old green duck is followed by the large red duck and the large red duck is seen by the old green duck.,EN-R2-G4A2V,,,
b5ef0289bd,en,train,quantity,There are two young red hens and eight large green ducks.,There are two large green ducks and eight young red hens.,EN-R2-G4A2V,,,
a8f3c74816,en,dev_a,roles,Is it true that the small red lion follows the young black duck and the young black duck greets the small red lion?,Is it true that the young black duck is greeted by the small red lion and the small red lion is followed by the young black duck?,EN-R2-G4A2V,,,
a7ae99966c,en,dev_a,roles,Is it true that the small white hen follows the small green dog and the small green dog greets the small white hen?,Is it true that the small green dog is followed by the small white hen and the small white hen is greeted by the small green dog?,EN-R2-G4A2V,,,
4177175a15,en,test,roles,"If the large green sheep greets the young white hen and the young white hen follows the large green sheep, a bell rings.","If the young white hen is followed by the large green sheep and the large green sheep is greeted by the young white hen, a bell rings.",EN-R2-G4A2V,,,
afdc05acfe,en,dev_a,negation,Is it true that the young white dog follows the young green cow and the young green cow does not follow the young white dog?,Is it true that the young green cow is not followed by the young white dog and the young white dog is followed by the young green cow?,EN-R2-G4A2V,,,
226418218b,en,dev_b,negation,Someone says that the small yellow mouse follows the large green hen and the large green hen does not follow the small yellow mouse.,Someone says that the large green hen is not followed by the small yellow mouse and the small yellow mouse is followed by the large green hen.,EN-R2-G4A2V,,,
17c475ef08,en,train,negation,The large red hen does not follow the young blue cow and the young blue cow follows the large red hen.,The young blue cow is not followed by the large red hen and the large red hen is followed by the young blue cow.,EN-R2-G4A2V,,,
1898979bde,en,test,quantity,"If there are two small blue foxes and five large blue ducks, a bell rings.","If there are two large blue ducks and five small blue foxes, a bell rings.",EN-R2-G4A2V,,,
1ae2e99e1d,en,train,quantity,There are four young green ducks and three young yellow dogs.,There are three young yellow dogs and four young green ducks.,EN-R2-G4A2V,,,
4cff65fc79,en,dev_a,roles,Is it true that the old blue dog greets the young blue cow and the young blue cow sees the old blue dog?,Is it true that the young blue cow is greeted by the old blue dog and the old blue dog is seen by the young blue cow?,EN-R2-G4A2V,,,
91422f3af5,en,train,negation,The large black rabbit follows the old yellow hen and the old yellow hen does not follow the large black rabbit.,The old yellow hen is followed by the large black rabbit and the large black rabbit is not followed by the old yellow hen.,EN-R2-G4A2V,,,
968d15db16,en,dev_b,space,Someone says that the old blue duck is to the right of the small white mouse and the small blue rabbit is to the left of the large yellow cow.,Someone says that the small white mouse is to the left of the old blue duck and the large yellow cow is to the right of the small blue rabbit.,EN-R2-G4A2V,,,
a10817bd13,en,train,roles,The old red cat sees the large black fox and the large black fox follows the old red cat.,The large black fox is seen by the old red cat and the old red cat is followed by the large black fox.,EN-R2-G4A2V,,,
bf05202535,en,train,quantity,There are three small black horses and eight old white sheep.,There are three old white sheep and eight small black horses.,EN-R2-G4A2V,,,
0ac0103c36,en,dev_a,negation,Is it true that the old blue cow sees the young white cow and the young white cow does not see the old blue cow?,Is it true that the young white cow is not seen by the old blue cow and the old blue cow is seen by the young white cow?,EN-R2-G4A2V,,,
da2ab90a2c,en,dev_a,quantity,Is it true that there are four large white mice and six young white bears?,Is it true that there are six young white bears and four large white mice?,EN-R2-G4A2V,,,
830a350689,en,dev_a,roles,Is it true that the large red rabbit sees the large green horse and the large green horse follows the large red rabbit?,Is it true that the large green horse is seen by the large red rabbit and the large red rabbit is followed by the large green horse?,EN-R2-G4A2V,,,
200f375521,en,dev_b,quantity,Someone says that there are two large white bears and three old yellow sheep.,Someone says that there are two old yellow sheep and three large white bears.,EN-R2-G4A2V,,,
29656d6cb7,en,train,quantity,There are seven small blue ducks and five old black horses.,There are five old black horses and seven small blue ducks.,EN-R2-G4A2V,,,
0a0ffb932b,en,test,negation,"If the small yellow mouse does not greet the small yellow cow and the small yellow cow greets the small yellow mouse, a bell rings.","If the small yellow cow is not greeted by the small yellow mouse and the small yellow mouse is greeted by the small yellow cow, a bell rings.",EN-R2-G4A2V,,,
9d00af0ad2,en,dev_b,roles,Someone says that the old red rabbit sees the small blue hen and the small blue hen greets the old red rabbit.,Someone says that the small blue hen is greeted by the old red rabbit and the old red rabbit is seen by the small blue hen.,EN-R2-G4A2V,,,
